Question,Answer
"In a Hemingway tale, Harry gets gangrene; before he dies, has a vision of flying in a plane toward this mountain",Kilimanjaro
"Myology is the study of these, like biceps",muscles
"This Argentine region's name is Spanish for ""big feet"", perhaps because Spaniards saw Indians who wore large boots",Patagonia
"Differing from the usual or expected, or a description of bad drumming",offbeat
1899 device for attaching papers that can ruin a computer disc when magnetized,a paper clip
This phrase comes from birds rubbing their beaks together & making amorous noises,Bill & coo
This word dating back to the 1940s refers to a program aired at the same time on radio & TV,Simulcast
"In 341 Attila conquered, then abandoned, this town in Gaul where 961 years later a certain ""maid"" was born",Orléans
"""Friday the 13th"" parts 2 through 9",Jason
A cheap novel written quickly just to make money,a potboiler
"Mattel has announced 2 new ""I Can Be..."" dolls of her: news anchor & computer engineer",Barbie
It's the oldest city in Kansas; a federal penitentiary lies within the city limits,Leavenworth
A 1951 survey of the U.S. Armed Forces found this milk & grain concoction their least favorite dessert,rice pudding
"In one film he said Lee Harvey Oswald acted alone; in another, he played a lawyer determined to prove the opposite",Kevin Costner
In medieval times this country was known as Cipango,Japan
Bristol-Meyers Squibb discontinued its Nuprin brand of this,pain reliever
"This part of speech doesn't always end in ""ly""; once, there & often are other examples",adverb
Adjective meaning completely expressionless used to describe Jackie Vernon’s or Steven Wright’s comic style,deadpan
"According to his TV theme, he's ""feared by the bad, loved by the good""",Robin Hood
It was Sean's first James Bond film,Dr. No
They were invented in 1947 & by the 1990s millions were being placed on a single chip,Transistors
William B. Davis played the mysterious Cigarette-Smoking Man on this Fox show,The X-Files
"It's often set up by the wealthy for their kids, but California has a state children's one for poor folks",a trust fund
"Following Nelly, Chingy is the latest big star out of this city's rap scene",St. Louis
"Following lump- & tonsil(l)-, it denotes a surgical removal",-ectomy
He celebrated his 15th year in power in Libya September 1,Muammar Qadhafi
"In this play Guildenstern says, ""O, there has been much throwing about of brains""",Hamlet
"It can precede bean, fastener or dragon",snap
"Except for a brief time, this birthplace of Christopher Columbus was ruled by a doge from 1339-1797",Genoa
(Peter Jacobsen gives the clue)  Douglas MacArthur would know this term for an intentional slice,fade
(Cheryl of the Clue Crew reports from the Santa Monica Pier)  These planes named after their wing configurations were flown by the Wright Bros. but disappeared after World War II,biplanes
"In 1611 Henry Greene led a successful mutiny against this captain, but soon after was killed by Eskimos",Henry Hudson
"Dana Point is named for Richard Henry Dana, best known for this ""timely"" memoir about sailing to California & back","""Two Years Before the Mast"""
Jim Anderson was an agent at the General Insurance Company on this sitcom,Father Knows Best
David is anointed king in the second book of this prophet,Samuel
"After 182 years, the Post Office Department ceased to exist in 1971 & was replaced by this agency",The US Postal Service
"Figuratively speaking, to prepare for action you do this to your loins",gird
"in 1980, Jimmy Carter awarded this landscape photographer the Presidential Medal of Freedom",Ansel Adams
This film featured Cher as Meryl Streep's gal pal & co-worker at a nuclear plant,Silkwood
"Hamburger University, this chain's training center, opened in 1961 in Elk Grove Village, Illinois",McDonald's
"Travel to Springfield, Mass. & you can make a fast break for the Naismith Hall of Fame for this sport",basketball
"Seen <a href=""http://www.j-archive.com/media/2001-09-24_J_29.jpg"" target=""_blank"">here</a>, the beluga type of this mammal is one of the main attractions at Chicago's Shedd Aquarium",a whale
Most domestic ducks descend from this wild species in which the male has a glossy green head & white neck ring,mallard
Notable Nepalese Norgay,Tenzing Norgay
Life forms created in the laboratory can be registered with this Commerce Department office,Patent Office
Florence Chadwick was the first woman to swim this in both directions; Gertrude Ederle swam it one way,the English Channel
This 6-letter term means designed for both men & women,unisex
"It's where you might find Johnny Gilbert in the next issue of ""Playgirl""",the centerfold
"By arresting them all & seizing their property in 1307, this country's Philip IV began the suppression of the Templars",France
"In 1829, after his move to Paris, this Italian composer wrote ""William Tell""",Gioachino Rossini
"This world-famous blue gem is named for one of its former owners, Henry Philip Hope",Hope Diamond
This red-breasted state bird of Connecticut lays 3 to 6 blue eggs 2 or 3 times a year,the robin
In 1996 John Travolta spread his wings as this archangel,Michael
"Jacques Lacan revised this philosopher's idea as ""Where I think, 'I think, therefore I a",Rene Descartes
This colorful big cat has been bopping to a Henry Mancini theme since 1963,The Pink Panther
A map of your blood-pumping organ,heart chart
In 1997 Johnny Depp went undercover to infiltrate the Mafia in this film based on a true story,Donnie Brasco
"This ""Ben-Hur"" author was removed from command and reinstated twice",Lew Wallace
"The Jet Age Building seen <a href=""http://www.j-archive.com/media/2005-04-01_DJ_16.jpg"" target=""_blank"">here</a> is the hub for this transportation complex",LAX
Angelina Jolie,Jon Voight
Both of these female friends of Archie Andrews have their own comics & share a third,Betty & Veronica
PTN,petunia
"In May 1966 this small South American country became independent, with Forbes Burnham as its first P.M.",Guyana
"After Stockholm hosted these in 1912, Sweden's Hugo Wieslander was awarded a disputed gold in the decathlon",the Summer Olympics
"""It only does everything""",Sony Playstation
In 1888 a Boston monument was erected to honor this man & 4 others who died in the Boston Massacre,Crispus Attucks
"Mr. Smee, a first mate (1953)",Peter Pan
"Related to the word ""increase"", it's a small change in a variable representing distance or time",increment
"This ""Master of the Pan Flute"" has sold millions of albums worldwide",Zamfir
"Fresh water is tough to get; this large ""sea"" forming the western border is salt water",the Caspian Sea
"These subatomic particles come in 6 flavors, including up, down & strange",quarks
The Norton Simon Museum in Pasadena has this type of garden where you can see 3-dimensional works,a sculpture garden
"Mary, co-host of ""E.T."", weds Watergate ""Deep Throat"" W. Mark & hyphenates to get this sincere name",Mary Hart-Felt
A potato & a winter apple with a rough brownish skin have this brown name,russet
"(<a href=""http://www.j-archive.com/media/2004-05-17_J_30.jpg"" target=""_blank"">Hi.  I'm Vivica Fox.</a>)  I played one of Frankie Lymon's wives in this movie bio, also the title of Frankie's biggest hit",Why Do Fools Fall in Love
"While he was never convicted of murder, Al Capone did spend 8 years in prison for this crime",tax evasion
"Little dots of nothing called the Shag Rocks lie about 700 miles east of these islands, subject of a 1980s conflict",the Falklands
"<a href=""http://www.j-archive.com/media/2009-03-12_J_22.jpg"" target=""_blank"">This</a> place has your ticket to concerts and sporting events",Wembley Stadium
Term for the time it takes a radioactive substance to decay to 50% of its original quantity,half-life
"A women's college in South Hadley, Massachusetts is named for this nearby 878' mount",Mount Holyoke
"HALO, standing for ""high altitude, low opening"", is an acronym used in the operation of these",parachutes
AMR & UAL are the top 2 companies in this industry,airline
"In ""Nuts"" she was a hooker accused of murder who fought to stand trial rather than be declared insane",Barbra Streisand
"Made up of Frida Lyngstad, Agnetha Faltskog, Bjorn Ulvaeus & Benny Andersson, ABBA hails from this country",Sweden
"Bump, slide & switch until someone gets all the way home in this game whose name is a word I often use",Sorry
In 1850 this showman began promoting U.S. tours for opera singer Jenny Lind,P.T. Barnum
French film star Simone Signoret married 2 men named Yves:  director Yves Allegret & this actor,Yves Montand
"Songs from this 1965 musical include ""The Dubbing"" & ""Dulcinea""","""Man of La Mancha"""
3 calves created this way made headlines back in 1988,cloning
Hilary Duff was part of Steve Martin & Bonnie Hunt's big family in this 2003 comedy--& its 2005 sequel,Cheaper by the Dozen
"He said he was ""looking for an honest man""",Diogenes
"Of 25,000, 250,000 or 500,000, the approximate population of Helena, Montana","25,000"
"She's the songwriter extraordinaire of the hits ""How Do I Live"" & ""I Don't Want to Miss a Thing""",Diane Warren
"Hallelujah,  sabbath",Hebrew
Lionel Hampton,vibraphone
The beginnings of this religious group came around 1647 with the preaching of George Fox of England,Quakers (Society of Friends)
"On October 4, 2004 this private craft won the $10 million Ansari X Prize by reaching space for the 2nd time within a week",SpaceShipOne
"Actually, in the strict sense without inaccuacy or exaggeration, it's this 9-letter adverb",literally
This controversial Army officer led the air operations of the AEF & flew many missions deep into enemy territory,(Billy) Mitchell
"1992: ""You be sweet to your wife.  My husband wasn't sweet to me and look how I turned out""",Thelma & Louise
Robert James Waller: “The Bridges of ______”,Madison County
"Royce Gracie won the first 2 of these, UFC for short, featuring masters of different martial arts",Ultimate Fighting Championship
"While practicing this profession, Revere advertised devices ""of real use in speaking and eating""",dentistry
"Swift American seen <a href=""http://www.j-archive.com/media/2004-07-12_J_19.jpg"" target=""_blank"">here</a>",the roadrunner
"Dressy dress, or cap's partner (4)",Gown
"NaOCl, sodium hypochlorite, is this common laundry product",Bleach
He defeated the Creek in the 1814 Battle of Horseshoe Bend,(Andrew) Jackson
"Tea is also grown on this island, whose name is synonymous with coffee",Java
"This company, WMT, employs 2.1 million associates worldwide & is the largest private employer in Mexico",Walmart
Stages in Chicken of the Sea tuna processing include thawing; evisceration; cleaning; & filling & sealing these,cans
"Sonnet 30, line 2 by Proust",Remembrance of Things Past
"A large, important church; great ceiling!",Cathedral
"This institution, the NFB, founded by Parliament in 1939, added an animation department in 1942",National Film Board of Canada
"They're the personal bodyguard of the British monarch, though their duties are ceremonial",the Yeomen of the Guard
"Now with a population of about 300,000, this city became the capital upon Rwanda's independence",Kigali
"Change a letter in ""half"" & you get this word meaning ""robust""",hale
"By the 15th C., this city was capital of the Russian state & the seat of the Russian Orthodox Church",Moscow
"This 3-letter word means to poke abruptly, as with the point of a stick",jab
Belonging to Peter Pan's Ms. Darling,Wendy's
"Now a cliche about prison life, these automobile identifiers have been manufactured at Folsom since 1947",license plates
"S.A.D. can stand for this psychological condition, a fear of being humiliated in front of others",the social anxiety disorder
Latvia's capital shares its name with this nearby gulf,Gulf of Riga
Hercules used these flying weapons to shoot down the Stymphalian birds,arrows
"Their last joint operetta, ""The Grand Duke"", premiered in 1896",Gilbert & Sullivan
Henry Chinaski was the alter ego of this late hard-living California poet,(Charles) Bukowski
"The world's oldest tango festival, the Tangomarkkinat, is held annually in this northern European country",Finland
Its index finger is 8 feet long; its tablet over 23 feet,Statue of Liberty
"Often called ""football in the water"", this sport is played by teams of 7",water polo
17 acres surrounding her cottage were transferred to the Shakespeare Birthplace Trust,Anne Hathaway
Henry ______ Haggard,Rider
Millions of these made from 1995 to 2007 for kids were recalled; the MTV show of the same name is still safe,cribs
"(<a href=""http://www.j-archive.com/media/2006-03-28_J_24.jpg"" target=""_blank"">Sarah of the Clue Crew reads from the stands of Yankee Stadium in the Bronx, New York.</a>)  I'm in the Yankee Stadium section where, in 1977, <a href=""http://www.j-archive.com/media/2006-03-28_J_24a.jpg"" target=""_blank"">this man</a>'s third home run of World Series game six landed; all were hit on the first pitch",Reggie Jackson
"""Layla"" guitarist's lazy moniker",Slowhand
Tongues & tails do it,Wag
Meredith Willson modeled his “River City” on his home town of Mason City in this state,Iowa
No wonder it's so long--it was built over 2 millennia across northern China & southern Mongolia,the Great Wall of China
In 1977 this character left his job at Prendergast Tool & Die & purchased Kelsey's Bar,Archie Bunker
This American known for his mobiles also created a wire portrait of Josephine Baker,Alexander Calder
The tarsier,a mammal
"A 1,496-pound one was unfortunate enough to get caught in 1979",Tuna (unforTUNAte)
"<a href=""http://www.j-archive.com/media/2001-09-07_J_02.jpg"" target=""_blank"">[State outline]</a>",Nebraska
"This evergreen tree was named for Scottish botanist David Douglas, who collected samples in America",the Douglas fir
"Kodiak Island is the habitat of this type of bear, Ursus arctos middendorffi",Kodiak bear
Examples of these are protons & neutrons,Subatomic particles
The male deer,the (Milwaukee) Bucks
"Malory: ""And right as Arthur did at Christmas, he did at Candlemas, and pulled out the _____ easily""",the sword
Coins of this European country were those most frequently used in colonial America,Spain (pieces of eight)
It's the base in the liqueur Irish Mint,Irish whiskey
"The National School Lunch Program comes from this dept., also concerned with foot-and-mouth disease",Agriculture
Pebbles called gastroliths are found in this part of a bird that goes through a daily grind,the gizzard
"Ichthys, the Greek word for this symbol of Christ, is a Greek acronym for ""Jesus Christ, Son of God, Savior""",a fish
"In this 1957 film Elvis played Vince Everett, an ex-con who develops a recording career",Jailhouse Rock
"Famous ""forbidden dance"" featured in 2 1990 films",Lambada
"Veronica Lake's haircut that covered one eye was this style, also the name of a game played with small children",a peekaboo
"2-word French term for a small bundle of herbs, often tied together & used for flavoring",Bouquet Garni
"John Lennon song with the lyrics ""We all shine on like the moon and the stars and the sun""","""Instant Karma"""
Most Chinese gooseberries are grown in this country,New Zealand (AKA the Kiwi Fruit)
"The original name for the hero was Jumpman, & he was a carpenter, not a plumber, in <a href=""http://www.j-archive.com/media/2009-09-30_J_09.wmv"">this</a> game",Donkey Kong
Qishm and Bahrain are the largest inhabited islands in this gulf,Persian Gulf
"The onscreen & offscreen antics of this ""Hogan's Heroes"" star inspired the 2002 film ""Auto Focus""",Bob Crane
"If you're doing this you're making superfine distinctions, so don't wig out",Splitting hairs
In 1948 the results of his studies of sexual behavior in the human male were published,Alfred Kinsey
In 1911 Vincenzo Perugia stole this painting from the Louvre; he was caught trying to sell it to an antiques dealer,the Mona Lisa
A New York company makes a line of flavored tea that shares its name with this Western state,Arizona
"Yancy Butler as Sara Pezzini wielded this title sword that's a mystical, shape-shifting talisman of power",Witchblade
Boston bar owned by Sam Malone,Cheers
"""Swimming To Cambodia"" monologist who starred in the aptly-titled one-man show ""Gray's Anatomy""",Spalding Gray
"A believer in the pagan god Baal, her name has come to mean a wicked, shameless woman",Jezebel
"According to the lyrics, this ""May be quite continental, but diamonds are a girl's best friend""",A kiss on the hand
It's the 1836 battle captured here by Kirk Stirnweis,The Alamo
"FDR gave his final one of these radio addresses June 12, 1944",the Fireside Chats
"For the first time since the ice age, this country has been joined to Western Europe by a 10-mile bridge to Malmo",Sweden
"Known as ""The Bride of the Sea"", this city's canals are fed by the waters of the Adriatic",Venice
"Trinculo & Caliban makde ""strange bedfellows"" in this romance",The Tempest
"James Fenimore Cooper wrote ""The Pioneers"" & she wrote ""O Pioneers!""",Willa Cather
"Leslie Charteris created this ""heavenly"" British detective",The Saint (Simon Templar)
"The IMDb lists ""Charlie"" as a nickname for this Oscar-winning ""Monster"" actress",Charlize Theron
"A combination of 2 other words, it describes a place or product for kids that's both informative & fun",edutainment
4 U.S. presidents serving in 3 different centuries have been born in the same county in this state,Massachusetts
"The Australian Aircraft & Engineering Co. assembled the AVRO 504K, sent to this fledgling company in 1921",Qantas
2 lines of rhyming verse at the end of a Shakespearean sonnet,a couplet
"Daisuke Inoue won in 2004 for this musical invention, for giving a ""new way for people to learn to tolerate each other""",karaoke
"Inspired by circus safety nets, George Nissen invented this piece of gymnastics equipment",Trampoline
"Bocklin's <a href=""http://www.j-archive.com/media/2008-10-16_DJ_19.jpg"" target=""_blank"">""Isle of the Dead""</a> exemplifies this ""ism"" that used external <a href=""http://www.j-archive.com/media/2008-10-16_DJ_19a.jpg"" target=""_blank"">objects</a> to represent ideas & emotions",symbolism
"Speaking at his alma mater, he urged graduates to be voracious readers, donate to worthy causes & stay in Maine",Stephen King
"This sweet fruit is known as the ""peach of the tropics""",the mango
"In 2005, after 25 years as its anchor, he said goodnight to ""Nightline""",Ted Koppel
"(Sarah of the Clue Crew sits in a flight simulator) After takeoff it's normal to retract <a href=""http://www.j-archive.com/media/2011-05-17_J_29.wmv"">these</a> on the wings whose functions include increasing lift and drag; the process is controlled by the pilot and monitored on the primary flight display",the flaps
"This singer left us not in a jet plane, but in a small experimental plane in 1997",John Denver
"Ms. Farrow might be sorry if she makes it legal with ""I Spy"" actor Robert & becomes...",Mia Culp
Antebellum home Warwickton was the location for this Gere-Foster movie about a postbellum reunion,Sommersby
"To agree to abide fully by terms is to ""sign"" here",on the dotted line
"Starbuck was a native of this Massachusetts island, like that man in the limerick",Nantucket
"To counteract terrorism, President Clinton proposed increased FBI power to use this recording method",Wiretap
"(<a href=""http://www.j-archive.com/media/2006-02-01_J_16.jpg"" target=""_blank"">Cheryl of the Clue Crew reports from the Lunt-Fontanne Theatre in New York.</a>)  I'm here on the Broadway set on which you'll hear Mrs. Potts sing <a href=""http://www.j-archive.com/media/2006-02-01_J_16.mp3"">this</a> title tune  <i>""Tale as old as time / True as it can be...""</i>","""Beauty And The Beast"""
"You ""jump rope"", but you do this to ""frog""",leap
"All of the action of this novel takes place on June 16, 1904 in Dublin",Ulysses
"According to the MPAA, Americans attend an average of 7.6 of these a year",movies
"On a ""Worst Geeks Ever"" list would be this rotund graphic novel store proprietor on ""The Simpsons""",Comic Book Guy
"From the Latin for ""rupture"", this condition can arise after heavy lifting, so leave the couch where it is, Hercules",hernia
"Bob Dylan's first LP had 2 original songs: ""Talking New York"" & ""Song to Woody"", a tribute to this folk singer",Woody Guthrie
"In 2006 this jeans-clad author & Diana Ossana won an Oscar for their screenplay of ""Brokeback Mountain""",Larry McMurtry
"Cajun popcorn is made by battering & frying shrimp, or the tails of these freshwater crustaceans",crayfish
"In 1971 Pres. Banda of Malawi became ""president for"" this--didn't work, because he was voted out of office in 1994",life
"How a dramatist is paid, or a job for a sports announcer",Play-by-play
Stanley found Livingstone in this country that merged with Zanzibar in 1964,Tanganyika
The driving force in a free market is supply & this,Demand
"Boer voortrekkers who attempted to cross this desert in the late 19th century called it the ""Thirstland""",Kalahari
"He's seen <a href=""http://www.j-archive.com/media/2006-06-13_J_12.jpg"" target=""_blank"">here</a> with his dad, the admiral, after returning from his Vietnam ordeal",John McCain
"Term for the commander of a ""century"", a group of about 100 soldiers",Centurion
"Though oxygen was discovered by Joseph Priestley, this 18th century French chemist gave it its name",Antoine Lavoisier
"A relative of Napoleon, Charles Bonaparte served as Navy Secretary in 1905 & later as Attorney General for this president",Theodore Roosevelt
Respighi wrote symphonic poems about this city's pines & fountains,Rome
"This former heavyweight champ failed to regain his title against Gene Tunney in 1927's ""Battle of the Long Count""",Jack Dempsey
"""I was chokin' mad w/thirst, an' the man that spied me 1st was our good old grinnin' gruntin' Gunga Din."" he wrote",Rudyard Kipling
"British TV's ""Steptoe & Son"" was about a rag-and-bone man; U.S. equivalent ""Sanford & Son"", was about this",Junk Dealers
"After 3 years of nipping & chipping, Michelangelo finished this naked creation in 1504",David
Paul Bunyan could have done this to a barge using just one of these pedal digits,Toe (tow)
"They're often politicians or policemen, but are always reckless & uncontrollable",Loose cannons
"(<a href=""http://www.j-archive.com/media/2009-10-14_J_07.wmv"">Jimmy of the Clue Crew shows a map on the monitor.</a>)  12 weeks after discovering the New World, the Santa Maria was wrecked on a reef off the north coast of <a href=""http://www.j-archive.com/media/2009-10-14_J_07.jpg"" target=""_blank"">this</a> large island on Christmas Day",Hispanola
"Rhyming play used on 2nd or 3rd down to help improve field position, though you do lose possession",quick kick
The Tom Wilson comic character who has his own line of greeting cards,Ziggy
"While imprisoned at Lochleven Castle in 1567, she was forced to abdicate in favor of her son James",Mary Stuart
"In the 1950s Ian Donald adapted this machine, used to detect cracks in machine parts, into a fetus observer",ultrasound
They got their name from the wooden sandals worn by the French court to protect shoes on rainy days,galoshes
"Seen <a href=""http://www.j-archive.com/media/2010-01-21_J_27.jpg"" target=""_blank"">here</a> in the background, this highest peak in North America was named for a U.S. president",Mount McKinley
It's the religion of about 85% of the people of Bangladesh,Muslim (or Islam)
"Hey mon! That's me last summer <a href=""http://www.j-archive.com/media/2008-01-10_J_01.jpg"" target=""_blank"">sporting this hairstyle seen here,</a> I'm jammin'!",dreadlocks
Hip hip hooray! It's that tasseled stick or fluffy ball a cheerleader waves in her hand,a pom-pom
He's the king who died at the Battle of Hastings in 1066,Harold II
"This ""Sea of Love"" actress had access to the finest of make-up when she married billionaire Ron Perelman",Ellen Barkin
"1984-85:  Wayne Gretzky, Mike Messier, Grant Fuhr, 3 of the 6 future Hall of Famers on the roster",the Edmonton Oilers
Flat blade at the back of a boat used to steer it,a rudder
"In demanding suffrage, Elizabeth Cady Stanton wrote, ""Our 'pathway' is straight to"" this",the ballot box
"Joseph had 10 half-brothers & only 1 full brother, him",Benjamin
"Grass court tennis favors this 3-word technique because the ball stays low, making it tough on the receiver",serve and volley
"A racer & actor, he did some of his own stunts in ""The Great Escape"" & is <a href=""http://www.j-archive.com/media/2011-02-01_J_08.jpg"" target=""_blank"">seen</a> <a href=""http://www.j-archive.com/media/2011-02-01_J_08.jpg"" target=""_blank"">here</a> on the cover of Sports Illustrated",(Steve) McQueen
"B. Jenner called her the ""greatest athlete who ever lived, male or female"" after she won her 2nd heptathlon",Jackie Joyner-Kersee
The flags of Mississippi & Georgia each display this many stars,13
"This young director made his feature film debut as an actor in his own movie ""Reservoir Dogs""",Quentin Tarantino
"Frederick III, Nicholas II, Wilhelm II",Nicholas II
"""You were only waiting for this moment to arise""",Blackbird
"Also called a Chaparral cock, it can't stay airborne long, but can reach about 15 mph on the ground",a roadrunner
"1969 film in which Paul Newman tells Robert Redford, ""Boy, I got vision, and the rest of the world wears bifocals""",Butch Cassidy and the Sundance Kid
This city's highest hill at almost 400 feet was built out of rubble collected after WWII,Berlin
It's the short term for the diving hazard decompression sickness,bends
"This early settler of Charlestown, Massachusetts got a hill named for him; a June 1775 battle was fought there",George Bunker
Give the third degree (11),interrogate
"The first European to round Africa's southern tip, he was also on the voyage that discovered Brazil",Bartolomeo Diaz
"He told King Darius, ""My god hath sent his angel, and hath shut the lions' mouths""",Daniel
"For this Wallflower, when it comes to style & fashion, ""Black...rocks like no other color""",Jakob Dylan
JM (the 2),James Madison & James Monroe
"C plus human fur equals this, something to sit on",chair
"On Nov. 4, 2003, this ABC series said a fond farewell to John with an episode titled simply ""Goodbye""",Eight Simple Rules (for Dating My Teenage Daughter)
MLS,soccer
"In the Wonders of America stamp series, the ""Hottest Spot"",  this California site, has a <a href=""http://www.j-archive.com/media/2007-10-30_J_17.jpg"" target=""_blank"">picture</a> that fits the name",Death Valley
1801-1835,John Marshall
"William Jennings Bryan, the ""Boy Orator of the Platte"", knew the Platte primarily runs through this state",Nebraska
"This herb, Salvia officinalis",sage
"A part of this marine mammal was prized by medieval folk, who thought it belonged to a unicorn",the narwhal
"This suit... well, it's formal & the cummerbund & bow tie that go with it do seem a bit much for 4th period math",tuxedo
"<a href=""http://www.j-archive.com/media/2007-07-26_DJ_06.jpg"" target=""_blank"">She</a> won all-around gold for the U.S. in 2004; Maybe you can see her better <a href=""http://www.j-archive.com/media/2007-07-26_DJ_06a.jpg"" target=""_blank"">now</a>",Carly Patterson
FYI,For Your Information
"John Hersey wrote about 6 survivors of an August 6, 1945 explosion in this title city",Hiroshima
"This pop diva was downright dowdy in her role as a welfare caseworker in ""Precious""",Mariah Carey
"The name of this knotty craft comes from a word that means ""embroidered veil""",macramé
"Someone put in charge to guard against theft, or just Cerberus' day job",a watchdog
"If I'm holding this spiral shell of a gastropod, a fabled trumpet of the tritons, I get to speak",a conch (shell)
Psst! Hey buddy! Check it out -- a watch from this company that made watches waterproof in 1926. Only 20 bucks,Rolex
Cancel long periods praciticing with this string instrument or your fingers will get tired,cello (in Cancel long)
"Act I of this composer's ""Don Giovanni"" features the famous ""Champagne Aria""",W.A. Mozart
In 1966 this river caused major damage when it flooded Florence,Arno
Around 100 A.D. Tacitus wrote a book on how this art of persuasive speaking had declined since Cicero,oratory
"""Scrooge"" is a festive holiday ballet inspired by this beloved book",A Christmas Carol
"Deep granite gorges of this river have led some to call it ""the crease in the map of Spain""",the Tagus
She's the 1982 Pulitzer Prize author seen here early in her career,Alice Walker
Representatives from 150 countries met in this Japanese city in 1997 to agree to an accord to reduce greenhouse gases,Kyoto
"Meaning ""guided one"", it was the title of the 1880s Sudanese leader whose forces defeated General Gordon",The Mahdi
This TV western was set on the Barkley Ranch in the 1870s,The Big Valley
"The center of this city, the capital, lies near the southern shore of the Firth of Forth",Edinburgh
"Like the hero, the author of the 1817 novel ""Rob Roy"" was of this nationality",Scottish
"The Dire Straits song ""Money For Nothing"" says, ""You play the guitar on"" this cable channel",MTV
"George said, ""No, Lennie, No! / I won't get you a guppy! / You think I've forgotten / what you did to that puppy?""",Of Mice And Men
"She was Queen of France for 19 years, from 1774 to 1793",Marie Antoinette
Boxing promoter whose boys lost the fight for the American colonies,Don King George III
"Toyama, Wakasa & Ishikari bays are arms of this sea",the Sea of Japan
"It's Greek for ""victory""",Nike
John Cusack & Anjelica Huston were these title small-time hustlers in a 1990 film,grifters
"I'm in the mood for a little Italian: how 'bout an order of anitra all'aranci, this fowl cooked in orange sauce",duck
"""Fly Me To The Moon"" says, ""Let me sing among those stars, let me see what spring is like on"" these 2 planets",Jupiter & Mars
"It's the real first name of the actress who played the title role in ""Gilda""; it's also a cocktail",Margarita
"Each year this ""Dairyland State"" selects an Alice in Dairyland spokesperson who helps out with June Dairy Month",Wisconsin
This casino was a fatal flop for Bugsy Siegel when he launched it in 1946,Flamingo
It's the monetary unit of Vatican City,Lira
"Washington's Freer & Sackler Galleries have exquisite nature paintings by Bada Shanren, a monk of this religion",Buddhism
"This meaty type of tomato can be red or green; both types are seen <a href=""http://www.j-archive.com/media/2007-11-20_J_28.jpg"" target=""_blank"">here</a>",beefsteak
"Soon after appearing in ""Gone with the Wind"", she appeared on the cover of Time magazine, also as Scarlett",Vivien Leigh
"Hamal, the alpha star in this constellation, is from the Arabic al ras al hamal, ""head of the sheep""",Aries
"Few of these ever reach maturity, they're destroyed by weather or eaten by other animals",Caterpillars
"Say the name of this Chicago-set 1992 horror movie 5 times into a mirror & a ""sweet"" killer will appear",Candyman
Celebration of the Resurrection,Easter
"Hugs are a version of this bite-sized Hershey candy, with milk chocolate hugged by sweet white cream",Kisses
Birds & bees perform this transfer of gametes from anthers to stigmas,pollination
Casey Kasem was known for presenting long-distance ones,dedication
"COTY, once a prestigious fashion award, stood for this when the Mini Cooper won it in 2003",Car of the Year
"As a foe of the Spanish, he's been called ""The Queen's Pirate"" & a ""Gran Luterano""",Sir Francis Drake
"Tequila, tomato juice, lemon juice, Tabasco, Worcestershire sauce: the variation Bloody ____",Maria
"""Burn Notice""",Florida
"Tim teamed up with this fellow TV comedian in several films including 1980's ""The Private Eyes""",Don Knotts
Amendments in the Bill of Rights,10
"William Inge, Wilt Chamberlain, Bob Dole",the University of Kansas
A letter plus a word make this steak from the short loin,a T-bone steak
In the game of chess chm. is an abbreviation for this move,checkmate
"The author of ""We Were the Mulvaneys"", she starts 2007's ""The Gravedigger's Daughter"" with a bang",Joyce Carol Oates
"Like Turkey's flag, Tunisia's flag bears these 2 celestial symbols of Islam",a star & a crescent
"With spaghetti & meat sauce, try Classico, one of the 7 subzones of this Italian red wine",Chianti
2 of this South American city's most popular beaches are Copacabana & Ipanema,Rio de Janeiro
"(<a href=""http://www.j-archive.com/media/2006-04-19_DJ_09.jpg"" target=""_blank"">Kelly of the Clue Crew delivers the clue from the Birmingham Civil Rights Institute.</a>)  ""I am in Birmingham because injustice is here"" is a line from this document written from confinement in April 1963","""Letter from Birmingham Jail"""
A cleansing substance made from synthetic compounds rather than fats or lye,a detergent
"From the Latin for ""to form"", it's the noun for made-up stories, from ""Moby Dick"" to the ""Heritage of Horror"" novels",fiction
"""The Last Battle"" is the 1956 finale to ""The Chronicles of"" this kingdom",Narnia
"You can visit this author's home at No. 6 Place des Vosges, not too far from Notre Dame",Victor Hugo
"Bradbury: ""It was a pleasure to burn""",Fahrenheit 451
"Among this author's bestsellers are ""Misery"" & ""The Tommyknockers""",Stephen King
"I can just tell you're sweating for a Lynchburg lemonade, the Lynchburg referring to this brand of whiskey",Jack Daniel's
"Putonghua, the chief representative of this dialect, is based on the speech of Beijing",Mandarin
"We're still ""laugh-in"" at her: O MY ILL LINT",Lily Tomlin
