title,generated_reference,IQ_full_ans1,IQ_full_ans2,IQ_full_ans3,IQ_full_ans4,IQ_full_ans5,IQ_ans1,IQ_ans2,IQ_ans3,DQ3_ans_sample,neural_ans4_prob,DQ2_ans_sample,neural_ans3_prob,DQ1_ans_sample,neural_ans2_prob,bing_return,neural_ans1_prob
Electronic design automation: Hardware description languages and compilation,Hardware Description Languages and Compilation,"- David R. Hinton, Charles A. Hughes","- Alan W. Lloyd, Robert W. Sebesta","- Jan M. Rabaey, Andreas P. Chandrakasan","- Peter Ashenden, Brian Bedwell, Steve Brantley, Greg Buck, Ian Espie, Andrew Heron, Jon Hurst, Robert Kruse, Michael P. Lippis, Mark Peplinski, and Michael A. Wolf","- Robert W. SEZER, John L. MANGAN","- David R. Hinton, Charles A. Hughes","- Alan W. Lloyd, Robert W. Sebesta","- Jan M. Rabaey, Andreas P. Chandrakasan","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Electronic design automation: Hardware description languages and compilation,The Art of Electronics,"Paul Horowitz, Winfield Hill","- Paul Horowitz, Winfield Hill","Paul Horowitz, Winfield Hill","Paul Horowitz, Winfield Hill","- Robert A. Johnson, Paul Horowitz","Paul Horowitz, Winfield Hill","- Paul Horowitz, Winfield Hill","Paul Horowitz, Winfield Hill","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.5
Electronic design automation: Hardware description languages and compilation,Digital Design and Computer-Aided Design,"I don't have specific information on the authors of ""Digital Design and Computer-Aided Design"". If you're looking for information on this topic, I recommend checking the book's publication details or contacting the publisher for more information.","I couldn't find any information on the specific authors of the book ""Digital Design and Computer-Aided Design"". If you have more context or details about the book, I'd be happy to try and help further.",I don't have information on the specific authors of that book.,I don't have that information available.,"I cannot verify the authors of the book ""Digital Design and Computer-Aided Design"".","I don't have specific information on the authors of ""provided reference"". If you're looking for information on this topic, I recommend checking the book's publication details or contacting the publisher for more information.","I couldn't find any information on the specific authors of the book ""provided reference"". If you have more context or details about the book, I'd be happy to try and help further.",I don't have information on the specific authors of that book.,"['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Electronic design automation: Hardware description languages and compilation,VLSI Design: Principles and Practice,"Roger A. Doyle, Naveen Iyer",- Steven S. Szalay,"- Robert L. Cook, Charles H. Sewell","- Steven M. Schwartz, David A. Hodges","- R. K. Crayston, M.A. Elhage","Roger A. Doyle, Naveen Iyer",- Steven S. Szalay,"- Robert L. Cook, Charles H. Sewell","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Electronic design automation: Hardware description languages and compilation,Computer-Aided Design of Integrated Circuits,"I couldn't find any information on a specific book titled ""Computer-Aided Design of Integrated Circuits"". If you could provide more context or details about the book, I'll try to help you with the authors' names.","I couldn't find any information on a specific book titled ""Computer-Aided Design of Integrated Circuits"". If you could provide more context or details about the book, I may be able to help you identify the authors.","I couldn't find any information on a widely known book titled ""Computer-Aided Design of Integrated Circuits"" with a well-known authorship. If you can provide more context or details about this book, I'll be happy to try and help further.<br><br>However, there is a well-known textbook titled ""Computer-Aided Design of Integrated Circuits"" by John P. Hayes, which was published in 2005. Here are the authors' names:<br><br>- John P. Hayes","I couldn't find any information on a well-known book called ""Computer-Aided Design of Integrated Circuits"". However, I found a book titled ""Computer-Aided Design of Integrated Circuits"" written by <br><br>Bipin C. Bhadani, Jai Prakash Gaur","I couldn't find any information on a specific book titled ""Computer-Aided Design of Integrated Circuits"". If you could provide more context or details, I'd be happy to try and assist you further.","I couldn't find any information on a specific book titled ""provided reference"". If you could provide more context or details about the book, I'll try to help you with the authors' names.","I couldn't find any information on a specific book titled ""provided reference"". If you could provide more context or details about the book, I may be able to help you identify the authors.","I couldn't find any information on a widely known book titled ""provided reference"" with a well-known authorship. If you can provide more context or details about this book, I'll be happy to try and help further.<br><br>However, there is a well-known textbook titled ""provided reference"" by John P. Hayes, which was published in 2005. Here are the authors' names:<br><br>- John P. Hayes","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.03
Cross-computing tools and techniques: Measurement,A Survey on Cross-Computing Tools and Techniques,"I don't have information about a specific survey titled ""A Survey on Cross-Computing Tools and Techniques"". If you can provide more context or details, I'll be happy to help.",I don't have information on a specific reference with that title. Can you please provide more context or details about the reference you are looking for? I'll be happy to help if I can find it.,"I couldn't find any information about a survey with this title. If you provide more context or details, I may be able to help you better.<br><br>However, if you're looking for authors of a survey on cross-computing tools and techniques, could you please provide more context or information about the survey, such as the field or discipline it belongs to?","I couldn't find any information about a specific survey with that title. If you could provide more context or clarify which survey you are referring to, I'll be happy to help.<br><br>If you're looking for general information on cross-computing tools and techniques, I can try to provide some general information, but without knowing the exact reference, it's difficult to provide an accurate answer.",I cannot verify who wrote this text.,"I don't have information about a specific survey titled ""provided reference"". If you can provide more context or details, I'll be happy to help.",I don't have information on a specific reference with that title. Can you please provide more context or details about the reference you are looking for? I'll be happy to help if I can find it.,"I couldn't find any information about a survey with this title. If you provide more context or details, I may be able to help you better.<br><br>However, if you're looking for authors of a survey on cross-computing tools and techniques, could you please provide more context or information about the survey, such as the field or discipline it belongs to?","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Cross-computing tools and techniques: Measurement,Measurement and Analysis of Cross-Computing Systems,I don't have access to a search engine to retrieve that information for you.,"I couldn't find any information on a book titled ""Measurement and Analysis of Cross-Computing Systems"". If you could provide more context or clarify which book you are referring to, I would be happy to try again.<br><br>If you're looking for general information on measurement and analysis of cross-computing systems, I'd be happy to help with that.","I couldn't find any information on a book titled ""Measurement and Analysis of Cross-Computing Systems"". If you could provide more context or details about this book, I may be able to help you better.<br><br>However, if you're looking for a list of authors related to cross-computing systems, please let me know the actual title of the book or publication, and I'll do my best to provide the author information.","I couldn't find any information on a book titled ""Measurement and Analysis of Cross-Computing Systems"". If you provide more context or details about this book, I'd be happy to try and help further.","I couldn't find any information on a book or publication with that title. If you could provide more context or clarify which book you are referring to, I'd be happy to try and assist you further.",I don't have access to a search engine to retrieve that information for you.,"I couldn't find any information on a book titled ""provided reference"". If you could provide more context or clarify which book you are referring to, I would be happy to try again.<br><br>If you're looking for general information on measurement and analysis of cross-computing systems, I'd be happy to help with that.","I couldn't find any information on a book titled ""provided reference"". If you could provide more context or details about this book, I may be able to help you better.<br><br>However, if you're looking for a list of authors related to cross-computing systems, please let me know the actual title of the book or publication, and I'll do my best to provide the author information.","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Cross-computing tools and techniques: Measurement,Cross-Computing: A Study of Measurement and Evaluation Methods,"I couldn't find any information on a reference called ""Cross-Computing: A Study of Measurement and Evaluation Methods"". If you could provide more context or details about this reference, I'd be happy to try and help you further.<br><br>However, if you're looking for authors of a book with a similar title, it's possible that the book is not well-known or widely published. Can you please provide more information or clarify which book you are referring to?","I couldn't find any information on a reference called ""Cross-Computing: A Study of Measurement and Evaluation Methods"". If you provide more context or details about this reference, I'll do my best to help.","I couldn't find any information on a reference called ""Cross-Computing: A Study of Measurement and Evaluation Methods"". If you provide more context or details about this reference, I'll be happy to help.<br><br>If you're looking for a specific reference, please provide more information such as the title, publication date, or publisher, and I can try to find it for you.","I couldn't find any information on a reference called ""Cross-Computing: A Study of Measurement and Evaluation Methods"". If you could provide more context or details about this reference, I'll be happy to try and assist you further.<br><br>However, if you're looking for general information on cross-computing, I can tell you that it is a field of study that explores the intersection of computing and other disciplines, such as social sciences, humanities, and arts. It involves using computational methods to analyze and understand complex systems and phenomena in these fields.<br><br>If you have any more specific questions or would like information on related topics, feel free to ask!","I couldn't find any information on a reference called ""Cross-Computing: A Study of Measurement and Evaluation Methods"". If you provide more context or details about this reference, I'll try to help you identify its authors.","I couldn't find any information on a reference called ""provided reference"". If you could provide more context or details about this reference, I'd be happy to try and help you further.<br><br>However, if you're looking for authors of a book with a similar title, it's possible that the book is not well-known or widely published. Can you please provide more information or clarify which book you are referring to?","I couldn't find any information on a reference called ""provided reference"". If you provide more context or details about this reference, I'll do my best to help.","I couldn't find any information on a reference called ""provided reference"". If you provide more context or details about this reference, I'll be happy to help.<br><br>If you're looking for a specific reference, please provide more information such as the title, publication date, or publisher, and I can try to find it for you.","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.07
Cross-computing tools and techniques: Measurement,Measuring Cross-Computing: A Review of Existing Approaches,"I couldn't find any information on a specific paper titled ""Measuring Cross-Computing: A Review of Existing Approaches"". If you could provide more context or details about the paper, I would be happy to try and help further.<br><br>However, if you're looking for general information on measuring cross-computing, I can suggest some possible authors who may have written about this topic. However, without more specific information, it's difficult to determine which authors you're referring to.<br><br>If you could provide more context or details, I'd be happy to try and help further.","I couldn't find any information on a reference with that title. If you could provide more context or clarify which reference you are referring to, I'd be happy to try and assist you further.",I don't have information on the specific authors of that paper. Can I help you with something else?,"I couldn't find any information on the authors of that specific reference. If you provide more context or details about the reference, I'll be happy to help further.","I couldn't find any information on a reference titled ""Measuring Cross-Computing: A Review of Existing Approaches"". If you provide more context or clarify which reference you are referring to, I'll be happy to help.<br><br>However, if you'd like to know about a different topic related to cross-computing or measurement, please let me know and I can try to assist you with the author information.","I couldn't find any information on a specific paper titled ""provided reference"". If you could provide more context or details about the paper, I would be happy to try and help further.<br><br>However, if you're looking for general information on measuring cross-computing, I can suggest some possible authors who may have written about this topic. However, without more specific information, it's difficult to determine which authors you're referring to.<br><br>If you could provide more context or details, I'd be happy to try and help further.","I couldn't find any information on a reference with that title. If you could provide more context or clarify which reference you are referring to, I'd be happy to try and assist you further.",I don't have information on the specific authors of that paper. Can I help you with something else?,"['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,H,0.0
Cross-computing tools and techniques: Measurement,Cross-Computing Tool Evaluation: A Comparative Study,"I couldn't find any information on the specific authors of the ""Cross-Computing Tool Evaluation: A Comparative Study"". If you provide more context or details about this study, I may be able to help further.","I couldn't find any information on a study titled ""Cross-Computing Tool Evaluation: A Comparative Study"". If you could provide more context or details about this study, I would be happy to try and assist you further.",I don't have access to that information.,I don't have access to that information.,I don't have access to that information. Can I help you with something else?,"I couldn't find any information on the specific authors of the ""provided reference"". If you provide more context or details about this study, I may be able to help further.","I couldn't find any information on a study titled ""provided reference"". If you could provide more context or details about this study, I would be happy to try and assist you further.",I don't have access to that information.,"['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,H,0.1
Physical sciences and engineering: Electronics,"Electronics: Principles, Devices, and Systems","I couldn't find any information on a specific textbook titled ""Electronics: Principles, Devices, and Systems"". If you could provide more context or clarify which book you are referring to, I'll be happy to try and assist you further.<br><br>If you're looking for general information on electronics textbooks, I can tell you that many popular electronics books were written by well-known authors in the field, such as:<br><br>- William C. Brown<br>- James W. Nilsson<br>- Steven W. Schneider","I couldn't find any information on a widely recognized textbook with that title. If you could provide more context or details about the book, I may be able to help you better.<br><br>However, there is a well-known textbook titled ""Electronics: Principles, Devices, and Systems"" by Adel S. Sedra and Kenneth C. Smith Jr. Here are the authors' names:<br><br>- Adel S. Sedra<br>- Kenneth C. Smith","I couldn't find any information on a widely known book titled ""Electronics: Principles, Devices, and Systems"". If you could provide more context or details about this reference, I'd be happy to try and assist you further.","I couldn't find any information on the specific authors of the reference ""Electronics: Principles, Devices, and Systems"". If you provide more context or details, I may be able to help further.","I couldn't find any information on a book titled ""Electronics: Principles, Devices, and Systems"" to provide you with the authors' names. If you could provide more context or details about the book, I may be able to help further.","I couldn't find any information on a specific textbook titled ""provided reference"". If you could provide more context or clarify which book you are referring to, I'll be happy to try and assist you further.<br><br>If you're looking for general information on electronics textbooks, I can tell you that many popular electronics books were written by well-known authors in the field, such as:<br><br>- William C. Brown<br>- James W. Nilsson<br>- Steven W. Schneider","I couldn't find any information on a widely recognized textbook with that title. If you could provide more context or details about the book, I may be able to help you better.<br><br>However, there is a well-known textbook titled ""provided reference"" by Adel S. Sedra and Kenneth C. Smith Jr. Here are the authors' names:<br><br>- Adel S. Sedra<br>- Kenneth C. Smith","I couldn't find any information on a widely known book titled ""provided reference"". If you could provide more context or details about this reference, I'd be happy to try and assist you further.","['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.14
Physical sciences and engineering: Electronics,Principles of Electronic Materials and Devices,"- Rainer Zmeral, Miroslav Muska, Lubomír Ochman","- Sze - M. A., Liang - J. C.","- John R. Neumann, David J. O'Connor","- John R. James, Peter M. Grout","- David C. Ripley, John E. Bumham","- Rainer Zmeral, Miroslav Muska, Lubomír Ochman","- Sze - M. A., Liang - J. C.","- John R. Neumann, David J. O'Connor","['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Physical sciences and engineering: Electronics,Modern Electronics: A Practical Approach,"I couldn't find any information on a book titled ""Modern Electronics: A Practical Approach"". If you can provide more context or details about the book, I'd be happy to try and help you identify its authors.","I couldn't find any information on the authors of a book titled ""Modern Electronics: A Practical Approach"". If you provide more context or details about the book, I may be able to help you further.","I cannot verify who wrote ""Modern Electronics: A Practical Approach"".","I couldn't find any information on a book titled ""Modern Electronics: A Practical Approach"". If you could provide more context or details about the book, I may be able to help you identify the authors.<br><br>However, if you're looking for a general list of authors who have written books on electronics, here is one example:<br><br>- Adrian M. Azad, Anil Koul, Robert R. Moshier","I couldn't find any information on the specific book ""Modern Electronics: A Practical Approach"". If you provide more context or details about this book, I'd be happy to help further.","I couldn't find any information on a book titled ""provided reference"". If you can provide more context or details about the book, I'd be happy to try and help you identify its authors.","I couldn't find any information on the authors of a book titled ""provided reference"". If you provide more context or details about the book, I may be able to help you further.","I cannot verify who wrote ""provided reference"".","['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Physical sciences and engineering: Electronics,Electronic Circuits and Filters,"- John C. Gatto, Bruce A. Forouzan","I cannot verify who wrote ""Electronic Circuits and Filters"".","- S. A. Sedra, M. Schaefer","I couldn't find any information on a book or publication called ""Electronic Circuits and Filters"" with specific authors. If you could provide more context or details about the publication, I may be able to help further.","I don't have information on specific authors of a reference called ""Electronic Circuits and Filters"". Can you provide more context or details about this reference? I'll try to help you find the correct information.","- John C. Gatto, Bruce A. Forouzan","I cannot verify who wrote ""provided reference"".","- S. A. Sedra, M. Schaefer","['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Physical sciences and engineering: Electronics,Introduction to Electronic Circuits,"I couldn't find any information on a widely known book called ""Introduction to Electronic Circuits"". Could you provide more context or details about this book? I'll do my best to help you identify its authors.","I couldn't find any information on a widely recognized textbook called ""Introduction to Electronic Circuits"". If you could provide more context or clarify which textbook you are referring to, I'd be happy to try and assist you.<br><br>However, there is a well-known textbook titled ""Introduction to Electronic Circuits"" by Hayt and Kennedy. <br><br>- AUTHORS: William H. Pressley Kennedy, Franklin J. Hayes","I cannot verify who wrote the book ""Introduction to Electronic Circuits"".","I couldn't find any information on a specific textbook called ""Introduction to Electronic Circuits"". If you could provide more context or details about the book, I may be able to help you identify the authors.","I couldn't find any information on a widely recognized textbook titled ""Introduction to Electronic Circuits"". If you could provide more context or clarify which textbook you are referring to, I'll be happy to help.<br><br>However, there is a well-known textbook titled ""Introduction to Electronic Circuits"" by James C. Gribble, but the authors for that specific book are:<br><br>- J. C. Gribble","I couldn't find any information on a widely known book called ""provided reference"". Could you provide more context or details about this book? I'll do my best to help you identify its authors.","I couldn't find any information on a widely recognized textbook called ""provided reference"". If you could provide more context or clarify which textbook you are referring to, I'd be happy to try and assist you.<br><br>However, there is a well-known textbook titled ""provided reference"" by Hayt and Kennedy. <br><br>-  William H. Pressley Kennedy, Franklin J. Hayes","I cannot verify who wrote the book ""provided reference"".","['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Network protocols: Session protocols,Session-Layer Protocols,"- H. Bisswanger, J. Kohn <br><br>Please note that I couldn't verify all the authors of this reference. If you need more information, please provide me with more details or context about Session-Layer Protocols.",- Martin J. Weber,"- V. H. Yee, J. W. Walsh","- Rayford Peck, David Clark","- Andrew S. Tanenbaum, Van Jacobson","- H. Bisswanger, J. Kohn <br><br>Please note that I couldn't verify all the authors of this reference. If you need more information, please provide me with more details or context about provided reference.",- Martin J. Weber,"- V. H. Yee, J. W. Walsh","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Network protocols: Session protocols,"TCP/IP Illustrated, Volume 3: TCP for Applications","- Andrew S. Tanenbaum, David J. Wetherall","- Stevens, W. Richard, and Brian N. Bershad","- Alan M. Freedman, John L. McQuillan","- Stuart K. Faber, Jon Postel","- Andrew S. Tanenbaum, David J. Wetherall","- Andrew S. Tanenbaum, David J. Wetherall","- Stevens, W. Richard, and Brian N. Bershad","- Alan M. Freedman, John L. McQuillan","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.1
Network protocols: Session protocols,The Internet Protocol Cookbook,"I couldn't find any information on the specific authors of ""The Internet Protocol Cookbook"". If you have more context or details about the book, I might be able to help you further.","I couldn't find any information on a book called ""The Internet Protocol Cookbook"". Can you please provide more context or clarify which book you are looking for? I'll do my best to help.<br><br>However, I can suggest that there is a book called ""Internet Protocol Cookbook"" by Charles Maltby. If this is the correct book, here are the authors:<br><br>- Charles Maltby","I couldn't find any information on a book called ""The Internet Protocol Cookbook"" or its authors. If you have more context or details about the book, I may be able to help further.",I cannot verify the name(s) of the author(s).,"I couldn't find any information on an ""Internet Protocol Cookbook"". If you could provide more context or clarify what you are looking for, I'll do my best to assist you.","I couldn't find any information on the specific authors of ""provided reference"". If you have more context or details about the book, I might be able to help you further.","I couldn't find any information on a book called ""provided reference"". Can you please provide more context or clarify which book you are looking for? I'll do my best to help.<br><br>However, I can suggest that there is a book called ""Internet Protocol Cookbook"" by Charles Maltby. If this is the correct book, here are the authors:<br><br>- Charles Maltby","I couldn't find any information on a book called ""provided reference"" or its authors. If you have more context or details about the book, I may be able to help further.","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Network protocols: Session protocols,Computer Networks: A Systems Approach,"- Tanenbaum, Andrew S., Wetherall, David L.","- Jim Kurose, Keith Ross","- Tan, C. L., et al.","- David Parkhill, Christopher T. Lipton","Charles E. Perkins, Larry L. Peterson","- Tanenbaum, Andrew S., Wetherall, David L.","- Jim Kurose, Keith Ross","- Tan, C. L., et al.","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Network protocols: Session protocols,Protocols for Network Interconnection,I cannot verify the authors of the Protocols for Network Interconnection.,"- Paul Baran, Douglas E. Comer, Jon Postel","I cannot verify who wrote ""Protocols for Network Interconnection"".",I cannot verify who wrote this document.  I can provide general information on network protocols if you would like.,"- Larry L. Peterson, Bruce S. Davie",I cannot verify the authors of the provided reference.,"- Paul Baran, Douglas E. Comer, Jon Postel","I cannot verify who wrote ""provided reference"".","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Arts and humanities: Media arts,The Art of Video Games,"- Ian Livingstone, Chris Dring","- Stevie Laidlaw, Ian Bogost",- Alex Stevenson<br>- Jeremy Scire,"- Jonathan Blow, Grant Morrison, David Firth, Robin Ince, Jonathon Cummings","Monte McCornack, Ian Bogost","- Ian Livingstone, Chris Dring","- Stevie Laidlaw, Ian Bogost",- Alex Stevenson<br>- Jeremy Scire,"['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.03
Arts and humanities: Media arts,Film Art: An Introduction,"- Charles E. Fortis, Richard Schurman, and John D. Luker","David Bordwell, Kristin Thompson","Charles E. Isbell Jr., Charles L. Broun","- Charles, Eisenstein",I'm unable to verify who the authors are for this specific title.,"- Charles E. Fortis, Richard Schurman, and John D. Luker","David Bordwell, Kristin Thompson","Charles E. Isbell Jr., Charles L. Broun","['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.0
Arts and humanities: Media arts,"Media Archaeology: Material Cultures, Consumption, and Nostalgia","I couldn't find any information on a reference with that title. If you could provide more context or clarify which reference you are referring to, I'd be happy to try and help.<br><br>However, if you're looking for authors of media archaeology books, one notable example is:<br><br>- Erkki Millis (no author found in the provided search)","I couldn't find any information on a book titled ""Media Archaeology: Material Cultures, Consumption, and Nostalgia"". If you could provide more context or details about the book, I'd be happy to try and assist you further.<br><br>However, if you're looking for authors related to media archaeology, some notable figures in this field include:<br><br>- W.J.T. Mitchell<br>- Lev Manovich",- David Hesmondhalgh,"I couldn't find any information on a reference with that title. If you provide more context or details about the reference, I'll do my best to help.<br><br>However, if you're looking for authors related to media archaeology, here are a few notable names:<br><br>- Mark J.P. Anson<br>- Lev Manovich<br>- Nick Bostrom",I don't have that information available.,"I couldn't find any information on a reference with that title. If you could provide more context or clarify which reference you are referring to, I'd be happy to try and help.<br><br>However, if you're looking for authors of media archaeology books, one notable example is:<br><br>- Erkki Millis (no author found in the provided search)","I couldn't find any information on a book titled ""provided reference"". If you could provide more context or details about the book, I'd be happy to try and assist you further.<br><br>However, if you're looking for authors related to media archaeology, some notable figures in this field include:<br><br>- W.J.T. Mitchell<br>- Lev Manovich",- David Hesmondhalgh,"['No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.', 'No.']",0.0,"['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']",0.0,"['Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.', 'Yes.']",1.0,H,0.01
