Question,Answer,T1,T2,T3,T4,T5,Correctness
"(Hi, I'm Kevin Garnett)  My high school was named after this man for whom the rank of full admiral was created in 1866",David Farragut,no,no,no,no,no,0.0
"The Little White Schoolhouse in this Wisconsin city claims to be the ""Birthplace of the Republican Party""",Ripon,yes,yes,yes,yes,yes,1.0
"Wait a minute!  14 years after the Marvelettes, the Carpenters topped the charts with this song","""Please Mr. Postman""",no,no,no,no,no,0.0
"Inspired by a conversation with a blacksmith, Nicholas Evans made himself heard with this 1995 bestseller",The Horse Whisperer,yes,yes,yes,yes,yes,1.0
"These 2 Greek letters begin the name ""Christ"" in Greek & are used to represent him",chi and rho,yes,yes,yes,yes,yes,1.0
"Late charismatic scholar seen on a PBS series in 1988 conversing with Bill Moyers on ""The Power Of Myth""",Joseph Campbell,yes,yes,yes,yes,yes,1.0
Sebastian Melma was the name used by this Irish playwright while in exile,Oscar Wilde,yes,yes,yes,yes,yes,1.0
This state's spaceport risks encroaching on the habitat of the Mojave Desert tortoise,California,yes,yes,yes,yes,yes,1.0
President Martin Torrijos Espino,Panama,no,no,no,no,no,0.0
"There are 4 species of these dangerous African snakes: 1 black, 3 green",the mamba,no,no,no,no,no,0.0
"Dickens novel containing the line ""It is a far, far better thing that I do, that I have ever done""","""A Tale of Two Cities""",yes,yes,yes,yes,yes,1.0
Aaron's mongrel dogs,Burr's curs,no,no,no,no,no,0.0
"The Chinese government, which controls all of these in the U.S., won't let a new one be named until it's 100 days old",giant pandas,no,no,no,no,no,0.0
"John Adams said that a ""Useless man is called a disgrace, that 2 are called a law firm, & 3 or more become"" this body",Congress,yes,yes,yes,yes,yes,1.0
Pea soup was a staple in the ships of this navy that beat the French & Spanish at Trafalgar,the British navy,yes,yes,yes,yes,yes,1.0
The wheel lock mechanism later used in lighters was invented around 1500 to ignite the powder in these,guns,no,no,no,no,no,0.0
"This 20th century school of design & art movement comes from the German words for ""build"" & ""house""",Bauhaus,yes,yes,yes,yes,yes,1.0
"4-word completion of the proverb ""Curses, like chickens...""",come home to roost,yes,yes,yes,yes,yes,1.0
The main character of one his major works is Humphrey Chimpden Earwicker,James Joyce,no,no,no,no,no,0.0
"It follows ""A penny for a spool of thread, a penny for a needle, that's the way the money goes...""","""Pop Goes the Weasel""",no,no,no,no,no,0.0
"In 1960 the FDA approved production of Enovid, the 1st of these",Birth Control Pills,yes,yes,yes,yes,yes,1.0
"He was the first African American on a U.S. coin; the reverse of his half dollar read, ""from slave cabin to hall of fame""",Booker T. Washington,yes,yes,yes,yes,yes,1.0
"President of North Vietnam for 24 years, his mausoleum in Hanoi is a national shrine",Ho Chi Minh,yes,yes,yes,yes,yes,1.0
"""Did my father strike my gentleman for chiding of his fool?"" is one of Goneril's lines in this play",King Lear,no,no,no,no,no,0.0
"John Watson, a medical doctor",Sherlock Holmes,no,no,no,no,no,0.0
"This VCR brand's name came from the Latin for ""great voice""",Magnavox,no,no,no,no,no,0.0
"One on the run, ""F is for...""",Fugitive,no,no,no,no,no,0.0
"Known as ""The Hero of Two Worlds"", this revolutionary seen here led military campaigns in Brazil & Italy",Giuseppe Garibaldi,yes,yes,yes,yes,yes,1.0
"In 1978 this South African shot a final-round 64 to win the green jacket, & the Masters, by one stroke",Gary Player,yes,yes,yes,yes,yes,1.0
Mr. Vicious' children,Sid's kids,no,no,no,no,no,0.0
"This actor ""moonlighted"" in 1987: he won an Emmy for playing a P.I. & his ""The Return of Bruno"" yielded a top 5 hit",Bruce Willis,yes,yes,yes,yes,yes,1.0
This big bouffant Broadway show became a 2007 film starring a big bouffant John Travolta,Hairspray,yes,yes,yes,yes,yes,1.0
"This family ""Invents New Diet:  Only Eat Fat Or Lean""",Jack Sprat & his wife,no,no,no,no,no,0.0
On screen he's been hard-boiled cop Dirty Harry,Clint Eastwood,yes,yes,yes,yes,yes,1.0
"In California, February 6, 2004 was proclaimed this president's ""Day"" in honor of his 93rd birthday",Ronald Reagan,no,no,no,no,no,0.0
A reprise is an attack done in fencing after a brief return to this position,en garde,yes,yes,yes,yes,yes,1.0
This city some 30 miles west of Dallas began as an army post on the Trinity River,Fort Worth,yes,yes,yes,yes,yes,1.0
"Mimic this gastropod's ""pace"" when walking to school & you may get there by sixth period",snail,no,no,no,no,no,0.0
Dendroid means shaped like a tree; dentiform means shaped like this,a tooth,no,no,no,no,no,0.0
In June 1989 this Missouri congressman succeeded Thomas Foley as Majority Leader in the House,(Richard) Gephardt,yes,yes,yes,yes,yes,1.0
"This grain that was cheaper than wheat was used to feed cattle & in the loaves that fed 5,000",Barley,yes,yes,yes,yes,yes,1.0
"This companion island to Trinidad has its own airport, Crown Point International",Tobago,yes,yes,yes,yes,yes,1.0
"In 1909 Henry Ford produced over 10,000 of this car, saying customers could get it in ""any color...so long as it is black""",the Model T,yes,yes,yes,yes,yes,1.0
"Robin leads Beast Boy, Cyborg & the rest of this superhero group on Cartoon Network",Teen Titans,yes,yes,yes,yes,yes,1.0
It's the room between the ceiling joists & the roof rafters where you keep crazy Aunt Meredith,the attic,yes,yes,yes,yes,yes,1.0
An M.S. in M.E. is a Master of Science in this kind of engineering,mechanical,yes,yes,yes,yes,yes,1.0
"This controversial Bonbay-born Brit is the author of ""Midnight's Children"" & of the cake slogan ""Naughty but nice""",Salman Rushdie,yes,yes,yes,yes,yes,1.0
"Fabric that does not ""bleed"" when washed or worn is said to be this",colorfast,yes,yes,yes,yes,yes,1.0
Brenda & Dylan's spring dance rendezvous was a highlight of this series' first season,"Beverly Hills, 90210",yes,yes,yes,yes,yes,1.0
The life & career of this female senator from Maine is on display at a library in Skowhegan,Margaret Chase Smith,yes,yes,yes,yes,yes,1.0
"Officially, it's a kingdom",Jordan,yes,yes,yes,yes,yes,1.0
In 1971 the Lyndon Johnson Library at this school became the first presidential library on a college campus,University of Texas,yes,yes,yes,yes,yes,1.0
"At Illinois senator Simon's funeral, former Senator Alan Dixon was listed in the program as one of these",a pallbearer,yes,yes,yes,yes,yes,1.0
This daughter of Nixon married Edward Cox at the White House in 1971,Tricia,yes,yes,yes,yes,yes,1.0
Some Moscow-set movie scenes have been filmed in this Finnish capital,Helsinki,yes,yes,yes,yes,yes,1.0
"Forgotten for centuries, this royal retreat of Incan kings was rediscovered by Hiram Bingham in July",Machu Picchu,yes,yes,yes,yes,yes,1.0
"""Tom Jones"" (1963)",Albert Finney,yes,yes,yes,yes,yes,1.0
"Divided into 2 parts by the Rond-Point, it stretches 1.17 miles through Paris",the Champs-Élysées,yes,yes,yes,yes,yes,1.0
"This wanderer in the West spread the word on Swedenborgism, as well as his famous fruit trees",Johnny Appleseed,no,no,no,no,no,0.0
In 1981 Budget Dir. Stockman's criticism of the Reagan administration was published in this monthly,The Atlantic Monthly,yes,yes,yes,yes,yes,1.0
"Isaiah said that the Lord shall gather the dispersed ""from"" these ""of the Earth""",the four corners,no,no,no,no,no,0.0
"Novel that says, ""Eliza made her desperate retreat across the river just in the dusk of twilight""",Uncle Tom's Cabin,yes,yes,yes,yes,yes,1.0
In June 2002 they became the first sisters to be ranked No. 1 & 2 in tennis at the same time,Venus & Serena Williams,yes,yes,yes,yes,yes,1.0
19 letters: A book full of facts plus a doctor for kids,encyclopediatrician,no,no,no,no,no,0.0
His wife Florence consulted an astrologer who said that he'd win the presidency but die in office,Warren G. Harding,yes,yes,yes,yes,yes,1.0
"In Act 1 of this play, Happy complains to Biff about their father's driving",Death Of A Salesman,yes,yes,yes,yes,yes,1.0
Richard Bachman,Stephen King,yes,yes,yes,yes,yes,1.0
"Fearing their vengeful wrath, the Greeks called them Eumenides, which means ""The Kindly Ones""",Furies,yes,yes,yes,yes,yes,1.0
The USA's first domed sports stadium opened in this city in 1965,Houston,yes,yes,yes,yes,yes,1.0
It's the animal that's most closely related to humans,chimpanzee,yes,yes,yes,yes,yes,1.0
"Its ensemble cast included Kevin Kline, Glenn Close & William Hurt",The Big Chill,yes,yes,yes,yes,yes,1.0
The Last Drop Tavern was named for its proximity to the spot where public hangings took place in this Scottish capital,Edinburgh,yes,yes,yes,yes,yes,1.0
"Most of the Greek Isles are in this sea, an arm of the Mediterranean",the Aegean Sea,yes,yes,yes,yes,yes,1.0
John Le Carre popularized the name of this burrowing mammal to mean a spy in enemy ranks,Mole,no,no,no,no,no,0.0
"In arresting members of the Mahdaviyat group, this country claimed it had thwarted a plot to kill Khatami",Iran,no,no,no,no,no,0.0
In 1964 this legendary couple of the stage became the first husband & wife awarded the Medal of Freedom,Alfred Lunt & Lynn Fontanne,yes,yes,yes,yes,yes,1.0
"Chapter 1 of this book is called ""Lucy Looks into a Wardrobe""","""The Lion, the Witch & the Wardrobe""",yes,yes,yes,yes,yes,1.0
Traditionally you make a Caesar salad with this type of lettuce,Romaine,yes,yes,yes,yes,yes,1.0
The city of Tuscaloosa in this state is named for a Choctaw leader who fought Hernando de Soto in 1540,Alabama,no,no,no,no,no,0.0
"JFK's 1962 State of the Union Address eulogized this Congressional legend known as ""Mr. Sam""",Rayburn,no,no,no,no,no,0.0
It's the proud banner seen here,Union Jack,yes,yes,yes,yes,yes,1.0
"The arrangement of words in feet in each of a poem's lines; the ""Iliad""'s is dactylic",meter,yes,yes,yes,yes,yes,1.0
Kyle Chandler is the coach of a small-town high school football team on this critically acclaimed TV show,Friday Night Lights,yes,yes,yes,yes,yes,1.0
"In February the U.N. voted to send 7,000 peacekeepers to this southern African nation",Angola,yes,yes,yes,yes,yes,1.0
"A high recognition factor prompted Lever Bros. to bring back the ""Ta-ta-ta-da"" ad for this",Imperial Margarine,no,no,no,no,no,0.0
A Yokozuna is an athlete who has reaced the highest rank in this sport,sumo wrestling,yes,yes,yes,yes,yes,1.0
"Though much of Leviticus is ritual, chapter 19 has the sweeping ""Thou shalt love"" this person ""as thyself""",Thy neighbor,yes,yes,yes,yes,yes,1.0
The California types of these are Mexican-Guatemalan hybrids & include the Hass,avocados,yes,yes,yes,yes,yes,1.0
Classic Bette Davis movie chronicling the life of the TV star who played Jan Brady,All About Eve Plumb,no,no,no,no,no,0.0
"This Finn's only opera, ""The Maiden in the Tower"", had a libretto in Swedish",Sibelius,yes,yes,yes,yes,yes,1.0
"It's the country where you'll find Cape Nordkyn, the northernmost point on the European mainland",Norway,yes,yes,yes,yes,yes,1.0
"Natty Bumppo discovers there's ""The Penultimate Iroquois"" in this man's 1820s sequel",James Fenimore Cooper,yes,yes,yes,yes,yes,1.0
"Aiding a felon before the crime or after it makes you one of these ""before"" or ""after the fact""",accessory,no,no,no,no,no,0.0
"On a hilarious sitcom on HBO, he played befuddled talk show host Larry Sanders",Garry Shandling,yes,yes,yes,yes,yes,1.0
The Khyber Pass connects these 2 countries,Pakistan and Afghanistan,yes,yes,yes,yes,yes,1.0
Gwyneth Paltrow portrayed her in the early days of her marriage to fellow poet Ted Hughes,Sylvia Plath,no,no,no,no,no,0.0
Types of these you'll find in the forest include the red-eyed vireo & the scarlet tanager,birds,yes,yes,yes,yes,yes,1.0
Inflammation of this tendon that pulls up the heel is common; rupture is a lot more serious,Achilles tendon,yes,yes,yes,yes,yes,1.0
In the 1890s he established steamer lines on the Great Lakes to control the transport of iron to Pittsburgh,Andrew Carnegie,yes,yes,yes,yes,yes,1.0
"Grilled pizza is a favorite dish of this host of the Food Network's ""Hot Off The Grill""",Bobby Flay,no,no,no,no,no,0.0
"Formerly director of Arkansas' department of health, in 1993 Joycelyn Elders was appointed to this higher post",the Surgeon General,yes,yes,yes,yes,yes,1.0
The company began in 1759 when Arthur Guinness established a brewery in this capital city,Dublin,yes,yes,yes,yes,yes,1.0
The popular sport muay thai is a type of this martial art,kickboxing,yes,yes,yes,yes,yes,1.0
"It's the ""Official Sports Beverage"" of the NFL, the NBA & the PGA",Gatorade,yes,yes,yes,yes,yes,1.0
"In the 1821 Battle of Carabobo, Spanish general Miguel de la Torre was no match for this South American",Simon Bolivar,yes,yes,yes,yes,yes,1.0
You're not ordering a prison weapon; it's this front leg of beef that requires braising,a shank,yes,yes,yes,yes,yes,1.0
"This river is formed by the confluence of the Tallapoosa & Coosa Rivers, north of Montgomery",the Alabama River,yes,yes,yes,yes,yes,1.0
"When he first saw Becky Thatcher, ""a certain Amy Lawrence vanished out of his heart and left not even a memory""",Tom Sawyer,no,no,no,no,no,0.0
In Indonesia nasi goreng is the fried type of this staple grain,Rice,yes,yes,yes,yes,yes,1.0
"It's the numerical response that means ""Message confirmed"", good buddy",10-4,yes,yes,yes,yes,yes,1.0
"Famous Terrence who wrote the Tony-winning plays ""Master Class"" & ""Love! Valour! Compassion!""",Terrence McNally,yes,yes,yes,yes,yes,1.0
"In 1864 this motto first appeared on a U.S. coin, a 2-cent piece","""In God We Trust""",yes,yes,yes,yes,yes,1.0
"""The Angels of Buena Vista"" is Whittier's tribute to the women who cared for the wounded during this war",The Mexican War,no,no,no,no,no,0.0
"She fed us ""Dinner at the Homesick Restaurant"" in 1982 & gave us ""Breathing Lessons"" in 1988",Anne Tyler,yes,yes,yes,yes,yes,1.0
The one Lincoln wore to Ford's Theatre is in the Smithsonian,a tophat,no,no,no,no,no,0.0
Litigation brought by multiple plaintiffs sharing the same legal problem,class action,yes,yes,yes,yes,yes,1.0
This mask is good for stopping shots & generating movie sequels,Goalie/hockey mask,yes,yes,yes,yes,yes,1.0
"Belgian city whose name has come to mean ""defeat"" because Napoleon was defeated there",Waterloo,yes,yes,yes,yes,yes,1.0
(VIDEO DAILY DOUBLE): She's the woman in the Francois Gerard painting seen here,(Cupid And) Psyche,yes,yes,yes,yes,yes,1.0
"This element, chemical symbol V, was named after the Scandinavian goddess of beauty",Vanadium,no,no,no,no,no,0.0
"The epilogue of this novel says, ""I have now told the singular, but veracious story of the opera ghost""",Phantom of the Opera,yes,yes,yes,yes,yes,1.0
This saint of Avila founded her order of Barefoot Carmelites,Teresa,yes,yes,yes,yes,yes,1.0
In 2001 an aircraft carrier named for this former president was christened by his wife Nancy,Reagan,no,no,no,no,no,0.0
"This Frenchman did not allow the publication of his ""Carnival of the Animals"" during his lifetime",Camille Saint-Saens,yes,yes,yes,yes,yes,1.0
In January 1964 this Maine senator announced that she would seek the Republican nomination for president,Margaret Chase Smith,yes,yes,yes,yes,yes,1.0
This D.C. paper led all others in pursuing the story of the Watergate break-in,The Washington Post,yes,yes,yes,yes,yes,1.0
A leaner is worth 2 points in this pastime that dates back centuries,horseshoes,no,no,no,no,no,0.0
Until June 1997 this was the smallest fraction of a dollar used in NYSE trading,1/8,yes,yes,yes,yes,yes,1.0
"A scholarly paper on punning restaurant names was titled ""Dew Drop Inn and"" this vegetable ""Entertain You""",Lettuce,no,no,no,no,no,0.0
"Appropriately, this singer of ""California Gurls"" was born in Santa Barbara",Katy Perry,yes,yes,yes,yes,yes,1.0
These were first offered in 1939 to low-income families to help them buy groceries,food stamps,yes,yes,yes,yes,yes,1.0
"A work from George Gershwin: ""___ In Blue""",Rhapsody,yes,yes,yes,yes,yes,1.0
"After his 1616 death, his will stipulated that his ""second best bed"" go to his wife, Anne, which does beg a question...",Shakespeare,yes,yes,yes,yes,yes,1.0
This Illinois man's 2 presidential runs in the 1950s garnered a total of 162 electoral votes,(Adlai) Stevenson,yes,yes,yes,yes,yes,1.0
The Jacobins used the assassination of this editor of L'ami du Peuple as an excuse to begin the Reign of Terror,(Jean-Paul) Marat,no,no,no,no,no,0.0
"Russia shares its longest border with this large ""stan""",Kazakhstan,yes,yes,yes,yes,yes,1.0
"Anne Edwards' biography of this former child star is called ""American Princess""",Shirley Temple,yes,yes,yes,yes,yes,1.0
"He dedicated ""The Lion, the Witch and the Wardrobe"" to Lucy Barfield, his goddaughter for whom he wrote the story",C.S. Lewis,yes,yes,yes,yes,yes,1.0
This tropical root is used to make tapioca,cassava,yes,yes,yes,yes,yes,1.0
She won 3 golds in swimming at the '88 Olympics & was chosen homecoming queen of her school,Janet Evans,yes,yes,yes,yes,yes,1.0
"""The Beautiful and Damned"", his second novel, takes place during the Jazz Age",F. Scott  Fitzgerald,yes,yes,yes,yes,yes,1.0
"This herring-like pizza fish is attracted by light, so it's fished at night",anchovies,yes,yes,yes,yes,yes,1.0
An annual publication chock full of facts & figures,an almanac,yes,yes,yes,yes,yes,1.0
It's the roe of a sturgeon from the Black Sea,caviar,yes,yes,yes,yes,yes,1.0
"A substance whose molecules contain more than one kind of atom, like water's hydrogen & oxygen atoms",compound,yes,yes,yes,yes,yes,1.0
Until 1954 it was the tallest structure in the world,the Empire State Building,yes,yes,yes,yes,yes,1.0
"Before it changed direction, this musical was called ""East Side Story""",West Side Story,no,no,no,no,no,0.0
"In Esperanto ""no man is an"" insulo, this",an island,yes,yes,yes,yes,yes,1.0
One of the subdivisions of biology is this science dealing with the naming & classification of organisms,taxonomy,yes,yes,yes,yes,yes,1.0
"As a noun, it's a reader used by students for a class; an adjective, it can mean typical or classic",textbook,yes,yes,yes,yes,yes,1.0
He got the medal shortly before stepping down as Federal Reserve Chairman,(Alan) Greenspan,no,no,no,no,no,0.0
An early version of this water sport had players riding on barrels painted to look like horses,water polo,no,no,no,no,no,0.0
"Traditionally in Japan, these implements are used by suicidal samurai, but not at the table",Forks,no,no,no,no,no,0.0
"In antiquity this ""mother"" river of Russia was known as the Rha or Oaros",Volga,yes,yes,yes,yes,yes,1.0
"He was on his way to compete in a car race when he crashed Sept. 30, 1955",James Dean,no,no,no,no,no,0.0
Yankton & Rosebud,South Dakota,no,no,no,no,no,0.0
"Having saved early Mormon settlers from an invasion of katydids, it's now the state bird",the seagull,no,no,no,no,no,0.0
"We're not faking--alphabetically, it's last among the elements on the Periodic Table",zirconium,yes,yes,yes,yes,yes,1.0
"Marcel Duchamp's most famous painting is ""Nude Descending"" this",A Staircase,no,no,no,no,no,0.0
The U. of N. College of Agriculture helped develop the technology for this McDonald's McPork sandwich,McRib,no,no,no,no,no,0.0
"With thick clouds reflecting lots of light, this planet was once known as Lucifer & Phosphorus",Venus,no,no,no,no,no,0.0
The Georgian Military Highway is the only highway crossing this range that divides Asia from Europe,Caucuses,yes,yes,yes,yes,yes,1.0
"In 1373 at Florence's Church of Santo Stefano, this ""Decameron"" author gave a reading of ""The Divine Comedy""",Giovanni Boccaccio,no,no,no,no,no,0.0
"When this schooner wrecked, cruel rocks ""gored her side like the horns of an angry bull""",the Hesperus,no,no,no,no,no,0.0
"The state university in Nacogdoches, Texas is named for him",Stephen (F.) Austin,yes,yes,yes,yes,yes,1.0
"According to its California producers, it's the new correct 2-word term of the food seen here: [prunes]",Dried plums,yes,yes,yes,yes,yes,1.0
"4th century B.C.: Aristotle writes, ""It is agreed that there are...only two solids, the pyramid and"" this geometric one",cube,no,no,no,no,no,0.0
"The ""Golden Boy"" statue atop the legislature holds a lit torch & a sheaf of this",Wheat,yes,yes,yes,yes,yes,1.0
This South Pacific island nation is ruled by a king & a 30-member legislative assembly,Tonga,yes,yes,yes,yes,yes,1.0
"""In Your Honor"", ""The Color and the Shape""",Foo Fighters,no,no,no,no,no,0.0
"An organization that is using the Internet's power to help young people change the world is called ""Do"" this",Something,no,no,no,no,no,0.0
"8-letter ""clothing"" term describing one who disloyally changes sides",a turncoat,no,no,no,no,no,0.0
"This disciple wouldn't believe Jesus' resurrection until he saw ""in his hands the print of the nails""",Thomas,yes,yes,yes,yes,yes,1.0
"Melvin Laird, Elliot Richardson & James Schlesinger",Richard Nixon,no,no,no,no,no,0.0
"Grass court tennis favors this 3-word technique because the ball stays low, making it tough on the receiver",serve and volley,yes,yes,yes,yes,yes,1.0
All of Connecticut's port cities are on this arm of the Atlantic,Long Island Sound,no,no,no,no,no,0.0
These numbskulls that were thorns in the side of Gumby just won't cut it,Blockheads,no,no,no,no,no,0.0
"And to think he was 33 when he published his first book, ""And to Think That I Saw It on Mulberry Street""",Dr. Seuss,yes,yes,yes,yes,yes,1.0
"These flying mammals aren't really ""blind""; most have small eyes concealed by fur",Bats,yes,yes,yes,yes,yes,1.0
This foreign capital's Disneyland turns 25 in 2008,Tokyo,yes,yes,yes,yes,yes,1.0
"In 1793 the 1st U.S. ship canal was built near Springfield, in this state",Massachusetts,yes,yes,yes,yes,yes,1.0
A real 19th century whale named Mocha Dick may have inspired this 1851 novel,Moby Dick,yes,yes,yes,yes,yes,1.0
Patrick O'Brian wrote this series of novels about British Capt. Jack Aubrey; Russell Crowe played the role on film,Master and Commander,yes,yes,yes,yes,yes,1.0
"In book 10, ""The Slippery Slope"", this author's Baudelaire siblings are at it again",Lemony Snicket,yes,yes,yes,yes,yes,1.0
"Elephants, autos, trees",Things that have trunks,no,no,no,no,no,0.0
"In his late teens this director, seen here, taught English in Saigon",Oliver Stone,no,no,no,no,no,0.0
"This ""Lady""like biographer of Mary, Queen of Scots came out with ""Marie Antoinette: The Journey"" in 2001",Antonia Fraser,yes,yes,yes,yes,yes,1.0
"The capital of Hungary for over 200 years, it's now the capital of Slovakia",Bratislava,no,no,no,no,no,0.0
A Siamese dead heat,a Thai tie,no,no,no,no,no,0.0
"It's the country where you'll find the cities of Granma, Cienfuegos & Camaguey",Cuba,yes,yes,yes,yes,yes,1.0
This northern sea was named for a British admiral who was famous for a wind scale,Beaufort,yes,yes,yes,yes,yes,1.0
Both the junior & senior Johanns in this Viennese family conducted dance music as well as composed it,Strauss,yes,yes,yes,yes,yes,1.0
A noisy quarrel,fracas,yes,yes,yes,yes,yes,1.0
"""Teahouse"" is a 1957 Chinese play, and this is the longer title of a 1953 work set in Japan","""Teahouse of the August Moon""",no,no,no,no,no,0.0
"This evangelist made plenty of headlines in the 1920s, like in 1926 when she claimed to have been kidnapped",Aimee Semple McPherson,yes,yes,yes,yes,yes,1.0
"Jenna Elfman & Thomas Gibson play this title pair, a kooky yoga teacher & an uptight U.S. attorney",Dharma & Greg,yes,yes,yes,yes,yes,1.0
The Mosel is a tributary of this 820-mile-long European River,the Rhine,no,no,no,no,no,0.0
"Cosa Nostra, another term for the Mafia, can be translated as this",our thing,yes,yes,yes,yes,yes,1.0
"I can always count on Aunt Nancy sending me cashmere, which comes from the hair of this animal",a goat,yes,yes,yes,yes,yes,1.0
In the 19th century Japan's only port for westerners was this second A-bomb site,Nagasaki,yes,yes,yes,yes,yes,1.0
If you were a Hun in 450 A.D. this man was your king,Atilla,yes,yes,yes,yes,yes,1.0
"Leibniz, an inventor of calculus, was an adviser to this ""Great"" Russian czar",Peter the Great,no,no,no,no,no,0.0
"Make Way!  Modern science has revealed that this planet travels around the sun at about 68,000 MPH",Earth,yes,yes,yes,yes,yes,1.0
"Some wondered if she'd be known as ""J.Ant."" after a surprise marriage, her third, to singer Marc Anthony",Jennifer Lopez,no,no,no,no,no,0.0
"This ballerina was born on an Indian reservation in Fairfax, Oklahoma, in 1925",Maria Tallchief,yes,yes,yes,yes,yes,1.0
Too great to measure,incalculable,yes,yes,yes,yes,yes,1.0
"The one associated with ""Oliver Twist"" is ""The Parish Boy's Progress""",Subtitle,no,no,no,no,no,0.0
There's a statue of this buxom singer on the Sevier County Courthouse lawn in her Tennessee hometown,Dolly Parton,yes,yes,yes,yes,yes,1.0
It's the visionary technique used to create the image seen here,X-ray,yes,yes,yes,yes,yes,1.0
"Ante bellum means ""before"" this, something many people are anti-",War,yes,yes,yes,yes,yes,1.0
"According to lyricist Bob Merrill, ""People who need people are"" this",the luckiest people in the world,no,no,no,no,no,0.0
Where the peachtrees grow: Georgia State,Atlanta,yes,yes,yes,yes,yes,1.0
"Of the lower 48, this state has the most land under exclusive BLM jurisdiction, more than 75,000 square miles",Nevada,yes,yes,yes,yes,yes,1.0
Excessively sentimental,sappy,yes,yes,yes,yes,yes,1.0
"2 angles with a common vertex & a common side, or the position of the house next door that called the cops",Adjacent,no,no,no,no,no,0.0
In 1931 the Mexican government took the pesos made of this metal out of circulation,gold,no,no,no,no,no,0.0
"With no formal education, Andrew didn't learn these 3 often-linked basic skills until he was a teenager","reading, writing & arithmetic",yes,yes,yes,yes,yes,1.0
1 of 4 Olympic medalists who played Tarzan in feature films,"Herman Brix, Buster Crabbe, Glenn Morris or Johnny Weissmuller",no,no,no,no,no,0.0
This British adventurer liked to go by the initials T.E. instead of his given names Thomas Edward,T.E. Lawrence (Lawrence of Arabia),yes,yes,yes,yes,yes,1.0
"Now the ""Today"" show's co-anchor, she once produced the CNN news & information show ""Take Two""",Katie Couric,yes,yes,yes,yes,yes,1.0
Don't lose your head: this French device shares its name with an instrument for surgically removing tonsils,guillotine,no,no,no,no,no,0.0
"On TV he's played RFK in ""The Missiles of October"" & JFK in the miniseries ""Kennedy""",Martin Sheen,yes,yes,yes,yes,yes,1.0
"[Hi, I'm Jeff Probst of ""Survivor""]  Stings from this marine creature, also called a medusa, should be washed with rubbing alcohol or vinegar",Jellyfish,no,no,no,no,no,0.0
"Beginning around 697 A.D., it was the title of the leader of the Venetian Republic",doge,no,no,no,no,no,0.0
"Bobby ""Boris"" Pickett recorded this classic Halloween song with the Crypt-Kickers","""Monster Mash""",yes,yes,yes,yes,yes,1.0
"In this comedy Jaques says to Orlando in the Forest of Arden, ""Let's meet as little as we can""",As You Like It,yes,yes,yes,yes,yes,1.0
Judy Holliday reprised her stage role as Billie Dawn in this George Cukor-directed comedy classic,Born Yesterday,yes,yes,yes,yes,yes,1.0
"The popular Jack London story ""To Build"" this is about a man trying to survive a harsh Yukon winter night",a fire,no,no,no,no,no,0.0
"Clarence Birdseye discovered his freezing method for food on a trading expedition to this ""canine"" Canadian location",Labrador,no,no,no,no,no,0.0
"""In Her Sister's Shadow"" is a biography of Lee Radziwill, sister of this woman",Jacqueline Kennedy Onassis,yes,yes,yes,yes,yes,1.0
"Beethoven's 6th isn't called the ""Bucolic"" symphony, but this",Pastoral,yes,yes,yes,yes,yes,1.0
"This ""Queen of Mean"" is a regular on Comedy Central's roasts",Lisa Lampanelli,yes,yes,yes,yes,yes,1.0
"You may choose to work with a midwife or one of these, from the Greek for ""female servant""",a doula,yes,yes,yes,yes,yes,1.0
Be careful not to drop your key down this vertical passage in which the elevator moves up & down,shaft,yes,yes,yes,yes,yes,1.0
Gary Puckett was born in this Minnesota town where Bob Dylan grew up,Hibbing,no,no,no,no,no,0.0
"2 of the 4 U.S. states that have capitals with ""City"" in their names","Missouri, Nevada, Oklahoma & Utah",yes,yes,yes,yes,yes,1.0
In 1926 he was hired as chief pilot to carry airmail between Chicago & St. Louis,Lindbergh,no,no,no,no,no,0.0
A short-lived infatuation between red & yellow,orange crush,no,no,no,no,no,0.0
"Kurt, Rosalind, Nipsey",Russell,no,no,no,no,no,0.0
"Housatonic Museum of Art, Mystic Seaport",Connecticut,no,no,no,no,no,0.0
"Mapmakers named this Colorado mountain after its 1806 discoverer, who had called it Grand Peak",Pikes Peak,yes,yes,yes,yes,yes,1.0
"He first choreographed ""Slaughter On Tenth Avenue"" for the Rodgers & Hart show ""On Your Toes""",Georges Balanchine,no,no,no,no,no,0.0
"At the bottom of the hour, bet you won't miss my chat with this all time ""hit king"" of baseball...Cincinnati, hello?",Pete Rose,yes,yes,yes,yes,yes,1.0
"On Dec. 19, 1894 2 books were formally ordained as the impersonal pastor of this denomination",Christian Scientist,no,no,no,no,no,0.0
The liveliness of this place is reflected in the mirror behind the bar in the masterpiece seen here,Folies Bergere,no,no,no,no,no,0.0
George Arliss gained fame in 1930 after winning an Oscar for playing this British P.M.,Disraeli,yes,yes,yes,yes,yes,1.0
The symbol of this company got a makeover in 1993 (it's paired with TriStar),Columbia Pictures,yes,yes,yes,yes,yes,1.0
The First Crusade began in 1097 when 4 European armies met up in this Byzantine capital to march on the Holy Land,Constantinople,yes,yes,yes,yes,yes,1.0
"It's the T in the WCTU, founded in Cleveland in 1874 with Annie Wittenmyer as its first president",temperance,yes,yes,yes,yes,yes,1.0
"This league's headquarters is in Dahrir Square, Cairo, Egypt",the Arab League,yes,yes,yes,yes,yes,1.0
