Question,Answer
"You may choose to work with a midwife or one of these, from the Greek for ""female servant""",a doula
Be careful not to drop your key down this vertical passage in which the elevator moves up & down,shaft
Gary Puckett was born in this Minnesota town where Bob Dylan grew up,Hibbing
"2 of the 4 U.S. states that have capitals with ""City"" in their names","Missouri, Nevada, Oklahoma & Utah"
In 1926 he was hired as chief pilot to carry airmail between Chicago & St. Louis,Lindbergh
A short-lived infatuation between red & yellow,orange crush
"Kurt, Rosalind, Nipsey",Russell
"Housatonic Museum of Art, Mystic Seaport",Connecticut
"Mapmakers named this Colorado mountain after its 1806 discoverer, who had called it Grand Peak",Pikes Peak
"He first choreographed ""Slaughter On Tenth Avenue"" for the Rodgers & Hart show ""On Your Toes""",Georges Balanchine
"At the bottom of the hour, bet you won't miss my chat with this all time ""hit king"" of baseball...Cincinnati, hello?",Pete Rose
"On Dec. 19, 1894 2 books were formally ordained as the impersonal pastor of this denomination",Christian Scientist
The liveliness of this place is reflected in the mirror behind the bar in the masterpiece seen here,Folies Bergere
George Arliss gained fame in 1930 after winning an Oscar for playing this British P.M.,Disraeli
The symbol of this company got a makeover in 1993 (it's paired with TriStar),Columbia Pictures
The First Crusade began in 1097 when 4 European armies met up in this Byzantine capital to march on the Holy Land,Constantinople
"It's the T in the WCTU, founded in Cleveland in 1874 with Annie Wittenmyer as its first president",temperance
"This league's headquarters is in Dahrir Square, Cairo, Egypt",the Arab League
This Swedish holiday goes back to Viking times when the night of Dec. 12-13 was the year's longest,St. Lucia's Day
"The high-rise district of Century City was once the backlot of this studio, still located nearby",20th Century Fox
PTA Membership Enrollment Month (in many states) & National Preparedness Month,September
"The Cleveland Browns' Lou Groza was nicknamed ""The Toe"" for his accuracy at this",Kicking field goals
It's equal to .0394 inches,Millimeter
"Hypo- means ""deficient""; add one letter to make it this, meaning ""sleep""",hypno-
"In 1994 he said his countrymen were as attached to the land as ""The famous jacaranda trees of Pretoria""",Nelson Mandela
Nathan's grim story about a slaughtered lamb made this king feel bad for the death of Uriah,David
The city of Tangier lies at the western end of this strait,Strait of Gibraltar
"The first song listed in the ""Billboard Book of No. 1 Hits"" is this ""rockin'"" Bill Haley song from July 1955","""Rock Around The Clock"""
This Missourian is the House Majority Leader,Richard Gephardt
Dick Grayson,Robin
"Helena & Hermia are characters in ""The Dream"", a ballet based on this Shakespearean play",A Midsummer Night's Dream
"Since 1971 these authors of ""Human Sexual Response"" have been viewing it from a married perspective",Masters & Johnson
First name of Confederate Lieutenant General Early,Jubal
Cronus,Saturn
"80% of thie U.S. economy is in this ""sector"", including hotel clerks & burger flippers",the service sector
Boothia Peninsula in this country is the former location of the north magnetic pole,Canada
A buffalo roams on this state's flag,Wyoming
"In this musical, Ian Wolfe performed a mass wedding ending with ""I now pronounce you men and wives.""","""Seven Brides for Seven Brothers"""
"In the name of a Penn department, Earth Studies is paired with these earth-friendly studies",Environmental Studies
"Mitch Hedberg: This device ""can never break.  It can only become stairs""",an escalator
"In 1937 an explosion of this, unodorized, killed 300 people in a New London, Texas school",natural gas
The Sahara portion of this range begins in Morocco & extends into Algeria,the Atlas Mountains
"In 1993 this semi-retired boxer starred as a retired boxer on the short-lived sitcom ""George""",George Foreman
Hemingway's book about an elderly guy trying to catch an echinoderm that looks like a giant pickle,The Old Man and the Sea Cucumber
Guinness reports that sharks can detect 1 part of this in 100 million parts of water,Blood
"In Super Bowl XXXIV, this Rams QB passed for a record 414 yards, beating Joe Montana's record by 57 yards",Kurt Warner
This stinging arachnid is fluorescent when exposed to ultraviolet light,Scorpion
The kind of knot you'd expect your mother's mother to tie,a granny knot
Old Rough & ____ to Wear,Ready
In 1978 Barnard Hughes won a Tony as this title patriarch,Da
"The doctor may have you say ""99"" to hear the vibrations of these cords go down into the chest",vocal cords
"On April 12, 1982 Great Britain imposed a blockade on this island group",Falkland Islands (or Malvinas)
Arabic gives us this word for a ravine that becomes a watercourse during the rainy season,a wadi
The 1968 film in which Mia Farrow discovers she has a bun in the coven,Rosemary's Baby
"""From Rags to Bitches"" is the autobiography of this man known for his worst-dressed lists",Mr. Blackwell
"On Dec. 25, 1492, his ship the Santa Maria was wrecked off Hispaniola",Christopher Columbus
This Confederate sub that sank in 1864 was raised from the sea bottom off Charleston in 2000,the Hunley
"Cuauhtemoc, the last Aztec emperor of Mexico, was this Aztec ruler's nephew",Montezuma
"An experiment with mirrors on Mt. Wilson & Mt. San Antonio, Calif. determined what became an accepted figure for this",the speed of light
Brett Favre,Green Bay Packers
"""I initiated a hostile takeover because Snowball had no business sense & would have bankrupted the Homestead""",Animal Farm
"Jeremy Licht, Luis Daniel Ponce, Jason Bateman",The Hogan Family
"In the HBO movie ""61*"", Claire, this man's widow, is none too happy when his home-run record of 60 is tied",Babe Ruth
"In memory of his wife Arjumand Banu Begum, who died in childbirth, Shah Jahan built this mausoleum",the Taj Mahal
"Completes the title of the Strauss waltz, ""On the Beautiful...""",Blue Danube
Beowulf Behemoth              (7),Grendel
"A kingdom of West Central Africa founded around 1390 is called this, like 2 current countries, but spelled with a K",Kongo
Adjective meaning unforgiving or vengeful,vindictive
The water variety of this Jewish roll is simmered before it's popped in the oven,Bagel
In April 1524 he sighted the Hudson River; his bridge hadn't been built yet,Verrazzano
"He's the secretary of state seen here in a 1981 clip <i>As of now, I am in control here in the White House</i>",Alexander Haig
"Poland, England, Finland",Finland
"""Don't Forget The Lyrics!"" or this Sugar Ray frontman who started hosting that show in 2010",(Mark) McGrath
"Closely identified with Gene Kelly, this song was introduced by Cliff Edwards in ""The Hollywood Revue of 1929""","""Singin' In The Rain"""
"If you can read this clue, you can name this station wagon part that means to follow too closely",Tailgate
"In 1855 this ""Orpheus in the Underworld"" composer opened his own theater, the Bouffes Parisiens",Jacques Offenbach
Library holdings at this university include the Constitution of the C.S.A. & the Margaret Mitchell Papers,the University of Georgia
Your early training,your upbringing
Henry Flagler developed this fashionable Florida resort famous for the chic shops on Worth Avenue,Palm Beach
Edward Tudor learns about the problems of commoners after switching clothes with an urchin in this Twain book,"""The Prince and the Pauper"""
"For Thanksgiving, ""Joy of Cooking"" suggests starting out with a bisque made with these shucked bivalves",oysters
"A Babylonian goddess of love & fertility, or a movie bomb for Warren Beatty & Dustin Hoffman",Ishtar
From 1769 to 1773 Mozart made 3 trips south to this modern nation where opera was king,Italy
"It's ""Common Sense"" that he was the 1st to write an article regarding women's rights in America, in 1775",Thomas Paine
"""Sex"" & ""Horror"" are compositions this member of the Marsalis family wrote for the ballet ""Them Twos""",Wynton Marsalis
"In 1798, back from his time in London, this Austrian-born composer wrote the ""Lord Nelson Mass""",Haydn
"If your command of the German language is poor, it wouldn't hurt to ask, ""Sprechen sie Englisch?"", which means this",Do you speak English?
Construction of this famous British cathedral on the river Avon began in 1220,Salisbury
The sitcom “Taxi” used cabs from this famous company founded in 1922,Checker
"Mash-up ""binary"" & ""digit"" to make this single unit of information",a bit
"7 weeks after the Alamo, Sam Houston took this Mexican leader prisoner at the 1836 Battle of San Jacinto",Santa Anna
In 1997 Albanians rebelled after losing their savings in these financial schemes,Pyramid schemes
"Charles Arthur Floyd, better known as this, was shot dead by G-men in 1934","""Pretty Boy"" Floyd"
"A Veronica is a movement done in this sport, popular in Mexico",bullfighting
The Book of Lamentations is a series of 5 acrostic psalms bemoaning the fall of this city,Jerusalem
"Kipling wrote, ""on the road to"" this place, ""where the flyin' fishes play""",Mandalay
"As Sylar, Zachary Quinto enjoyed picking the occasional brain on this NBC show",Heroes
This Minnesota governor's 1999 inaugural festivities included a potluck lunch on a farm,Jesse Ventura
In I Kings 8 there was nothing inside it except 2 tablets put there by Moses,the Ark of the Covenant
Traditional presidential musical welcome for the proverbial man in charge of the kitchen stove & sink,Hail to the Chief Cook and Bottle Washer
"Yes, he knew Ann Rutledge, but there's no evidence of a great love affair",Abraham Lincoln
"From 46 to 44 B.C. Julius Caesar literally ruled as one of these, having been appointed so by the Roman Senate",dictator
"In ""Pirates of the Caribbean: At World's End"", Davy Jones helms this ship, also the name of a Wagner opera",The Flying Dutchman
Jim Davis named this faithful friend of Garfield after a character he created for a car commercial,Odie
Waterway originally dug in the 4th century B.C.; Kublai Khan had it rerouted in the 13th,the Grand Canal
A wedge of this fruit is the traditional accompaniment for a shot of tequila,Lime
It lies between the cornea & the lens,the iris
"1969: ""Kid, the next time I say let's go someplace like Bolivia, let's go someplace like Bolivia""",Butch Cassidy and the Sundance Kid
"An adjective meaning greedy, or what the owner of a Long John Silver's does",selfish/sell fish
"Publications dealing with this religious & social welfare group include ""War Cry""",The Salvation Army
"This prince marries his first cousin February 10, 1840; we've got the film in a can at 11",Prince Albert
A coffee-colored tiara,a brown crown
"At his Presidential Library in Simi Valley, California",Reagan
Walter Gropius founded this innovative design school at Weimar in 1919,the Bauhaus
"A shrine of the Bab, a forerunner of the Baha'i, is in Haifa in this country",Israel
"Palm Beach, one of the world's best, is on this ""A"" of the ABC Islands",Aruba
The key to deep-frying these Hostess treats created in 1930 is to chill them before dipping them in batter,Twinkies
"To complete a foursome, mathematician Herman Minkowski added this to length, width & height",time
"Carmen Ibanez fights the bugs as a pilot in ""Roughnecks"", the animated version of this Heinlein tale:",Starship Troopers
Lad as a larch hare,mad as a March hare
Mormons believe these 2 members of the godhead have physical bodies but are immortal,God the Father & Jesus Christ
"Krylon's ""Short Cuts"" paint comes in 3 forms: pen, brush-on & this type that's under pressure",aerosol
"Born in Brittany, he hit the Jacquespot when he voyaged to Canada & discovered the St. Lawrence River",Jacques Cartier
1 of the 3 Indian cities where the British founded universities in 1857,"(1 of 3) Bombay, Calcutta or Madras"
"As soon as corn is picked, its sugar begins to turn into this, so get it into the pot fast!",starch
"Floor area, bodysuit, a ball, a hoop or a ribbon",rhythmic gymnastics
The Gulf of Corinth divides the mainland of this country into 2 uneven parts,Greece
In 1973 this former helmsman of the starship Enterprise ran for a seat on the L.A. city council,George Takei
"In a ""SNL"" spoof of this kids' show Eddie Murphy said, ""Ooo, look, boys & girls, an eviction notice""",Mr. Rogers' Neighborhood
Mr. Jingles is a mouse on death row in this Stephen King tale,"""The Green Mile"""
The Museum of Aviation in Warner Robins has an exhibit on this famous group of Black American pilots,Tuskegee Airmen
The Italian part of this coastal resort area runs from the French border to Tuscany,the Riviera
"After some fierce flamencoing, you might hear cries of this, Spanish for ""water""",agua
The first important U.S. tournament in this board game took place in New York City in 1857,chess
"This university's original building, erected in Elko in 1874, became a hospital for indigents before it was leveled in 1920",University of Nevada
These large green banana relatives are usually available in Hispanic markets as platanos,Plantains
In the late 1500s the Ruckers of Antwerp were the most prominent makers of this keyboard instrument,Harpsichord
"In Faulkner's ""The Bear"", Ike McCaslin hunts down this legendary bear",Old Ben
Gil Gerard,Buck Rogers
"Amory Blaine, a student at Princeton, is the protagonist of this first novel published by F. Scott Fitzgerald",This Side of Paradise
"A trombone provided the ""mwa-mwa-mwa"" adult voices in the animated versions of this Charles Schulz comic strip",Peanuts
"This coach has led teams to the Super Bowl the most times, 7: the Colts twice and the Dolphins five times",Don Shula
This suffix denotes a person who is a recipient of something,ee (as in honoree)
These 2 3-letter words form the name of a synonym for rap music,hip hop
"For their work leading to the MRI, American Paul Lauterbur & Briton Sir Peter Mansfield scanned this Nobel",Medicine
"Physician Haing S. Ngor won the ""Best Supporting Actor"" Oscar for this, his first film",The Killing Fields
"General Lee said, ""He has lost his left arm"" (which was buried in Ellwood, Virginia) ""but I have lost my right arm""",Stonewall Jackson
Baron Monck was the first to hold this office in Canada,Governor-General
"Oberlin, home to an underground railroad stop & one of the first U.S. colleges with black students, is in this state",Ohio
"Later to run a pizza parlor in Virginia, Nguyen Ngoc Loan uses a gun in an infamous photo taken in this city in 1968",Saigon
"Latin American pop music style, or a sauce used in Mexican cuisine",Salsa
It's the length from the base of a cone to the apex,the altitude
"In a story by Mini Grey, this pair from ""Hey Diddle Diddle"" run off to NYC & find fame & fortune in vaudeville",the dish & the spoon
"This train that began service in 1994 links London, Paris & Brussels at up to 186 MPH",Eurostar
Novartis makes these hyphenated caffeine pills that have been helping college kids study for years,No-Doz
This expression is used to caution someone dangerously inquisitive,curiosity killed the cat
"Unlike birds today, the hesperonis of the cretaceous period had these, all the better to eat fish with",Teeth
"""Hope Was Here"" is a book about a teen waitress at the Welcome Stairways Diner in this ""Dairy State""",Wisconsin
"Luxation is another term for this often painful misalignment of a joint, perhaps a shoulder",a dislocation
"(Hi, I'm Al Franken)  ABC's 11:30 P.M. reports on ""The Iran Crisis: America Held Hostage"" evolved into this regular program",Nightline
"In Britten's opera ""Albert Herring"", a young man is made this springtime ""King"" because no village girl is fit to be ""Queen""",the May King
"This Boston abolitionist began publication of ""The Liberator"" in 1831",William Lloyd Garrison
"Sculpted Lincoln Center's ""Reclining Figure""",Henry Moore
"Kris Kristofferson once sang of this type of ""devil"", also used to describe an eloquent orator",silver-tongued
It's the part of the Tin Man's body that Dorothy oils first,Mouth
At the Pasadena Civic Auditorium 2000 guests will see Disney's Y2K update of this 1940 animated classic,Fantasia
"""The Education of"" this Cherokee, billed as autobiography, was written by a white segregationist",Little Tree
The Sami were gravely affected by this 1986 disaster as fish & livestock meat became tainted,Chernobyl
"In 2009, ""dressed in Laker purple"", this sunglasses-wearing ""avid fan... watched the Lakers beat the... Magic 100-75""",Jack Nicholson
His actual first name was Hiram while his middle name was Ulysses,Ulysses Grant
In the Bible there was a heck of a generation gap between her & her son Isaac; she was 91 when she bore him,Sarah
"Based on Stephen Crane's experience, it's the story of 4 shipwreck survivors","""The Open Boat"""
A temporary expedient is this type of measure,Stopgap
Deadyet?.com has a great page on these early Christian burial chambers near Rome,the Catacombs
"Decorated with marble brought from India, the London home of tycoon Lakshmi Mittal has this punning name",the Taj Mittal
"In ""The Long Goodbye"", Philip Marlowe's gat is ""a short-barreled police"" this",a .38
The round  glove worn by a baseball backstopper runs for president as a Mormon ex-Mass. governor,catcher's Mitt Romney
You should answer this one automatically: It's the property that says a = a,reflexive
In 1632 this Lord was granted a charter to found the colony of Maryland,Baltimore
"Jus gentium is this 13-letter type of ""law"" that diplomats have to know about",international
"Of Levi, Lee, Calvin or Sassoon, the one who got his genes from Jacob",Levi
"In 1969, on dogsled, a British team made the first surface crossing of this ocean",Arctic Ocean
"An ethnic group of northern Iraq & a type of highway ""station"" for truckers",Kurds & Way
"Aristotle introduced the term hamartia, or a dramatic hero's ""tragic"" this",flaw
"Traditionally, the entrance of a cathedral faces this direction",west
A lavender was a woman who did this,wash clothes
The title figure of this Puccini opera is Cio-Cio San,Madame Butterfly
"""Good Morning Baltimore""",Hairspray
"Louie, Latka & Elaine all worked for the Sunshine Cab Co. on this NYC sitcom",Taxi
"James Caan had a ""ball"" as the champ of a violent future sport in this 1975 flick",Rollerball
The 3 branches of the U.S. federal government,"Executive, Judicial & Legislative"
...from a slat on a window to get this word for a paramour,lover (from louver)
"""What if God was one of us?  Just a slob like one of us?""",Joan of Arcadia
"A popular ""Jeopardy!"" category, or a children's game with pictures of writers on the cards",Authors
A broken printer ribbon on a holiday weekend compelled Tom Stemberg to found this office supply superstore,Staples
"This nickname for Henry can also mean a coil, or a looped bundle of thread",Hank
Hard Candy is a trendy new company making colorful types of this cosmetic,Lipstick/nail polish
"Named for a city in Morocco, it's the most common type of Mandarin orange in the U.S.",the tangerine
"In 1791 this seventh state gave up some of its land to form Washington, D.C.",Maryland
It rises over 800 feet in San Francisco,the Transamerica Pyramid (the Transamerica Building accepted)
This magnificent guy succeeded his dad as sultan of the Ottoman Empire in September 1520,Suleiman
In spring 1989 this Japanese prime minister resigned after admitting involvement in a financial scandal,Noburu Takeshita
Jaffna & Trincomalee are cities of this island nation near India that was formerly known as Ceylon,Sri Lanka
"1983: ""Pass The Dutchie""",Musical Youth
"Capote called this writer ""Maestro of the Semicolon"" & co-wrote a movie version of his ""The Turn of the Screw""",Henry James
"Frank Hamer, an ex-Texas Ranger, devised the plan that resulted in the death of this outlaw couple on May 23, 1934",Bonnie & Clyde
"In the 1990s 5 ""stan"" nations agreed to give up to .3% of national income to restore this shrunken saltwater body",Aral Sea
"To reduce your chances of getting the flu, the CDC recommends doing this often, for 15 to 20 seconds at a time",washing your hands
The Vienna grave of physicist Ludwig Boltzmann doesn't have a quotation but one of these mathematical items,an equation
"In back slang this word is ""dab""; in Pig Latin it's ""ad bay""",Bad
"The name of this Northern European trade league comes from the medieval German for ""guild""",the Hanseatic League
"""Sling Blade"" actor who chronicled ""The Bridge of San Luis Rey""",Billy Bob Thornton Wilder
"When the band strikes up this appropriate serenade from 1911, it's time to get your hat, coat & spouse","""Good Night, Ladies"""
This slang noun for a painful injury comes from what you say when you get hurt,Ouch
"Naturally, this cabinet member is ""Rummy""",Donald Rumsfeld
"I told the private investigator that one of these ""is worth a thousand words""",a picture
They are painful contractions of hand muscles while utilizing your penmanship,writer's cramp
"C.S. Lewis chronicled this fantasy world in 7 books, beginning with ""The Lion, The Witch And The Wardrobe""",Narnia
"""Revelations "", an exhibit of her photos of '50s & '60s weirdos, has been seen in San Francisco, L.A. & New York",(Diane) Arbus
"For the records, translate these 2 Roman numerals, XLV & LXXVIII",45 & 78
"Now a retired brig. gen., this West Virginian was 1st to fly faster than speed of sound",Chuck Yeager
"In the newspaper, Marmaduke is a funny one",Great Dane
This town is home to the Joseph who gave his tomb for Jesus' burial,Arimathea
The skyline of the California Danish village of Solvang has several of these quaint power-producing devices,windmills
Mervyn LeRoy assisted Wayne in directing this 1968 film about the special forces in Vietnam,"""The Green Berets"""
This country's Chatham Islands are inhabited primarily by Maoris,New Zealand
"Calexico, California lies opposite this aptly named Mexican city",Mexicali
The Taylors of Mayberry & the Taylors of Detroit,The Andy Griffith Show & Home Improvement
"Lola's, the bar that gave us the apple martini, came up with the Janis Joplin martini: Pearl vodka & this potent potable",Southern Comfort
"Its main hub cities are Newark, Cleveland & Houston",Continental Airlines
"Critics are ""raven"" about ""Nevermore"", a new musical that re-imagines this author's life",Edgar Allan Poe
"In 1961 a phenomena investigation bureau was set up to find proof of this Scottish lake's ""monster""",Loch Ness
"Despite its great size, this ""plated lizard"" had a brain the size of a walnut",Stegosaurus
"This, a type of chicory with red or pinkish leaves, is a trendy salad ingredient",Radicchio
The Gulf of Ob in Siberia is only free of this for about two months of the year,Ice
"The 1902 Spooner Act authorized the purchase of this ""zone"" from Colombia",Panama Canal Zone
This 4-star general was President Bush's top military adviser from 1989 to 1993,Colin Powell
"Todd Waring took over this actor's roles in the TV versions of both ""Nothing in Common"" & ""Splash""",Tom Hanks
"In an 1863 story by Edward Everett Hale, army officer Phillip Nolan becomes ""The Man Without"" this",a Country
Eligius is the patron saint of all those who work with these ball-peen tools,a hammer
"On October 24, 1952 Eisenhower vowed to go to this country & 5 weeks later, he did",Korea
"This American was living at Lamb House in Rye when he wrote ""The Ambassadors"" in 1903",Henry James
He had 2 daughters & 2 other sons in addition to the one who became president in 1825,John Adams
"His book ""Kids Say the Darndest Things!"" topped the nonfiction bestsellers list for 2 years",Art Linkletter
"When it's time for a little ""sex and the city"", spray on Lovely, the signature fragrance of this actress",Sarah Jessica Parker
"New York Times, November 10, 1965: ""Power Failure Snarls Northeast; 800,000 are Caught in"" these in the city",Subways
"An escalator is often referred to as a ""moving"" one",stairway
"This 19th century Danish philosopher was known to his followers as ""S.K.""",(Soren) Kierkegaard
"This motto of U.S. forces in WWII Asia means ""work together"" in Chinese",Gung-ho
"In some traditions, the Ark of the Covenant was taken to Ethiopia by Menelik, the son of Solomon & this woman",the Queen of Sheba
In 1998 this flamboyant Italian skier won the 50th World Cup race of his career,Alberto Tomba
"Reviewers might have said ""Someday all this will be"" this author of ""Exodus"" & ""Mila 18""",Leon Uris
"He played Billy the Kid in ""The Left-Handed Gun"" in 1958, 11 years before he starred as Butch Cassidy",Paul Newman
"As a penalty in the game of forfeits, Mozart's wife shows her legs to some party guests in this famous play",Amadeus
...who was barred from a third term as Serbian president; in 1997 was made president of Yugoslavia,Slobodan Milosevic
World Book says the exportation of petroleum & petroleum products provides 95% of this nation's income,Qatar
1930: Bird is the word for Dashiell Hammett in this mystery,The Maltese Falcon
Elwyn Brooks...,E.B. White
"She played a political journalist in ""Woman of the Year"", her first film with Spencer Tracy",Katharine Hepburn
"If the queen of daytime talk married the ""Seven Spiritual Laws"" author, she'd have this rhyming name",Oprah Chopra
"This second-most populous country celebrates Buddha Purnima & Diwali, a festival of light",India
"Found in California, the largest living tree is the ""General Sherman"", a giant one of these",sequoia
"To renounce a throne, as Norodom Sihanouk did in 2004",abdicate
"Yankee profiled ""New England's greatest invention""--this one created in a restaurant on a Mass. toll road",the Toll House cookie
