Question,Answer1,T11,T21,T31,T41,T51,neural_ans1_prob,Answer2,T12,T22,T32,T42,T52,neural_ans2_prob,Answer3,T13,T23,T33,T43,T53,neural_ans3_prob,bing_return
"Inspired by a conversation with a blacksmith, Nicholas Evans made himself heard with this 1995 bestseller",The Horse Whisperer,no,no,no,no,no,0.0,AVENTURER,no,no,no,no,no,0.0,George Mitchell,no,no,no,no,no,1.0,False
"These 2 Greek letters begin the name ""Christ"" in Greek & are used to represent him",chi and rho,no,no,no,no,no,0.0,ΧΡΙΣΤΟΣ,no,no,no,no,no,0.0,Afternoon of a Faun,no,no,no,no,no,1.0,False
"Late charismatic scholar seen on a PBS series in 1988 conversing with Bill Moyers on ""The Power Of Myth""",Joseph Campbell,yes,yes,yes,yes,yes,1.0,Joseph Campbell,yes,yes,yes,yes,yes,1.0,Whale,no,no,no,no,no,1.0,False
Sebastian Melma was the name used by this Irish playwright while in exile,Oscar Wilde,no,no,no,no,no,0.0,Wilde,no,no,no,no,no,0.0,Lie,no,no,no,no,no,1.0,False
This state's spaceport risks encroaching on the habitat of the Mojave Desert tortoise,California,yes,yes,yes,yes,yes,1.0,California,yes,yes,yes,yes,yes,1.0,drachmas,no,no,no,no,no,1.0,False
President Martin Torrijos Espino,Panama,no,no,no,no,no,0.0,Panamanian,no,no,no,no,no,0.0,Maastricht Treaty,no,no,no,no,no,1.0,True
"There are 4 species of these dangerous African snakes: 1 black, 3 green",the mamba,no,no,no,no,no,0.0,PIRANAS,no,no,no,no,no,0.0,"\""He Ain't Heavy, He's My Brother\""",no,no,no,no,no,1.0,True
"Dickens novel containing the line ""It is a far, far better thing that I do, that I have ever done""","""A Tale of Two Cities""",no,no,no,no,no,0.0,A Christmas Carol,no,no,no,no,no,0.0,"""Heart Of Darkness""",no,no,no,no,no,1.0,True
Aaron's mongrel dogs,Burr's curs,no,no,no,no,no,0.0,Mutt,yes,yes,yes,yes,yes,1.0,Daniel Boone,no,no,no,no,no,1.0,True
"The Chinese government, which controls all of these in the U.S., won't let a new one be named until it's 100 days old",giant pandas,no,no,no,no,no,0.0,Taiwan,no,no,no,no,no,0.0,Eugene V. Debs,no,no,no,no,no,1.0,False
"John Adams said that a ""Useless man is called a disgrace, that 2 are called a law firm, & 3 or more become"" this body",Congress,no,no,no,no,no,0.0,Congress,no,no,no,no,no,0.0,Phillips Screwdriver,no,no,no,no,no,1.0,False
Pea soup was a staple in the ships of this navy that beat the French & Spanish at Trafalgar,the British navy,yes,yes,yes,yes,yes,1.0,BRITISH,yes,yes,yes,yes,yes,1.0,Maud Gonne,no,no,no,no,no,1.0,False
The wheel lock mechanism later used in lighters was invented around 1500 to ignite the powder in these,guns,no,no,no,no,no,0.0,PISTOLS,no,no,no,no,no,0.0,macadam,no,no,no,no,no,1.0,False
"This 20th century school of design & art movement comes from the German words for ""build"" & ""house""",Bauhaus,yes,yes,yes,yes,yes,1.0,Deconstructivism,no,no,no,no,no,0.0,Thick,no,no,no,no,no,1.0,False
"4-word completion of the proverb ""Curses, like chickens...""",come home to roost,no,no,no,no,no,0.0,Come home to roost.,no,no,no,no,no,0.0,Saint Matilda,no,no,no,no,no,1.0,True
The main character of one his major works is Humphrey Chimpden Earwicker,James Joyce,no,no,no,no,no,0.0,Who,no,no,no,no,no,0.0,The Sorbonne,no,no,no,no,no,1.0,True
"It follows ""A penny for a spool of thread, a penny for a needle, that's the way the money goes...""","""Pop Goes the Weasel""",no,no,no,no,no,0.0,Aesop,no,no,no,no,no,0.0,Saint Matilda,no,no,no,no,no,1.0,False
"In 1960 the FDA approved production of Enovid, the 1st of these",Birth Control Pills,no,no,no,no,no,0.0,PILL,yes,yes,yes,yes,yes,1.0,a book,no,no,no,no,no,1.0,False
"He was the first African American on a U.S. coin; the reverse of his half dollar read, ""from slave cabin to hall of fame""",Booker T. Washington,no,no,no,no,no,0.0,Abraham Lincoln,no,no,no,no,no,0.0,berber,no,no,no,no,no,1.0,True
"President of North Vietnam for 24 years, his mausoleum in Hanoi is a national shrine",Ho Chi Minh,no,no,no,no,no,0.0,LeDuc,no,no,no,no,no,0.0,(Dolly) Parton,no,no,no,no,no,1.0,False
"""Did my father strike my gentleman for chiding of his fool?"" is one of Goneril's lines in this play",King Lear,no,no,no,no,no,0.0,Othello,no,no,no,no,no,0.0,Northwestern,no,no,no,no,no,1.0,False
"John Watson, a medical doctor",Sherlock Holmes,no,no,no,no,no,0.0,Biographer,no,no,no,no,no,0.0,Cardigan Bay,no,no,no,no,no,1.0,True
"This VCR brand's name came from the Latin for ""great voice""",Magnavox,no,no,no,no,no,0.0,ANSWER: JVC,no,no,no,no,no,0.0,macadam,no,no,no,no,no,1.0,False
"One on the run, ""F is for...""",Fugitive,no,no,no,no,no,0.0,Franklin,no,no,no,no,no,0.0,gizzard,no,no,no,no,no,1.0,False
"Known as ""The Hero of Two Worlds"", this revolutionary seen here led military campaigns in Brazil & Italy",Giuseppe Garibaldi,yes,yes,yes,yes,yes,1.0,"$1000. ""Simón""",no,no,no,no,no,0.0,Rick Barry,no,no,no,no,no,1.0,False
"In 1978 this South African shot a final-round 64 to win the green jacket, & the Masters, by one stroke",Gary Player,no,no,no,no,no,0.0,Gary Player,no,no,no,no,no,0.0,Sir William Herschel,no,no,no,no,no,1.0,False
Mr. Vicious' children,Sid's kids,no,no,no,no,no,0.0,Villagers,no,no,no,no,no,0.0,stupendous,no,no,no,no,no,1.0,False
"This actor ""moonlighted"" in 1987: he won an Emmy for playing a P.I. & his ""The Return of Bruno"" yielded a top 5 hit",Bruce Willis,yes,yes,yes,yes,yes,1.0,Who is Paul McCartney?,no,no,no,no,no,0.0,Kanye West,no,no,no,no,no,1.0,False
This big bouffant Broadway show became a 2007 film starring a big bouffant John Travolta,Hairspray,no,no,no,no,no,0.0,SaturdayNightFever,yes,yes,yes,yes,yes,1.0,South Vietnam,no,no,no,no,no,1.0,False
"This family ""Invents New Diet:  Only Eat Fat Or Lean""",Jack Sprat & his wife,no,no,no,no,no,0.0,Atkins,no,no,no,no,no,0.0,90 degrees south,no,no,no,no,no,1.0,True
On screen he's been hard-boiled cop Dirty Harry,Clint Eastwood,yes,yes,yes,yes,yes,1.0,Clint Eastwood,yes,yes,yes,yes,yes,1.0,The Remains of the Day,no,no,no,no,no,1.0,False
"In California, February 6, 2004 was proclaimed this president's ""Day"" in honor of his 93rd birthday",Ronald Reagan,no,no,no,no,no,0.0,Who is Ronald Reagan?,no,no,no,no,no,0.0,George Mitchell,no,no,no,no,no,1.0,False
A reprise is an attack done in fencing after a brief return to this position,en garde,no,no,no,no,no,0.0,Parry,no,no,no,no,no,0.0,Eugene V. Debs,no,no,no,no,no,1.0,False
This city some 30 miles west of Dallas began as an army post on the Trinity River,Fort Worth,yes,yes,yes,yes,yes,1.0,Waco,yes,yes,yes,yes,yes,1.0,a book,no,no,no,no,no,1.0,False
"Mimic this gastropod's ""pace"" when walking to school & you may get there by sixth period",snail,yes,yes,yes,yes,yes,1.0,Shell,no,no,no,no,no,0.0,London & Paris,no,no,no,no,no,1.0,True
Dendroid means shaped like a tree; dentiform means shaped like this,a tooth,no,no,no,no,no,0.0,Dentate,no,no,no,no,no,0.0,Maud Gonne,no,no,no,no,no,1.0,False
In June 1989 this Missouri congressman succeeded Thomas Foley as Majority Leader in the House,(Richard) Gephardt,no,no,no,no,no,0.0,NEIL,no,no,no,no,no,0.0,S-T-A-P-H-Y-L-O-C-O-C-C-I,no,no,no,no,no,1.0,False
"This grain that was cheaper than wheat was used to feed cattle & in the loaves that fed 5,000",Barley,no,no,no,no,no,0.0,OATS,no,no,no,no,no,0.0,Maastricht Treaty,no,no,no,no,no,1.0,False
"This companion island to Trinidad has its own airport, Crown Point International",Tobago,yes,yes,yes,yes,yes,1.0,Antigua,yes,yes,yes,yes,yes,1.0,the Village Vanguard,no,no,no,no,no,1.0,False
"In 1909 Henry Ford produced over 10,000 of this car, saying customers could get it in ""any color...so long as it is black""",the Model T,no,no,no,no,no,0.0,$1000. AWAYCAR,no,no,no,no,no,0.0,Couplet,no,no,no,no,no,1.0,False
"Robin leads Beast Boy, Cyborg & the rest of this superhero group on Cartoon Network",Teen Titans,yes,yes,yes,yes,yes,1.0,Teen Titans,yes,yes,yes,yes,yes,1.0,Best man,no,no,no,no,no,1.0,False
It's the room between the ceiling joists & the roof rafters where you keep crazy Aunt Meredith,the attic,no,no,no,no,no,0.0,Attic,no,no,no,no,no,0.0,Pinter's splinters,no,no,no,no,no,1.0,False
An M.S. in M.E. is a Master of Science in this kind of engineering,mechanical,no,no,no,no,no,0.0,Engineering,no,no,no,no,no,0.0,"""Heart Of Darkness""",no,no,no,no,no,1.0,False
"This controversial Bonbay-born Brit is the author of ""Midnight's Children"" & of the cake slogan ""Naughty but nice""",Salman Rushdie,no,no,no,no,no,0.0,Salman,no,no,no,no,no,0.0,Eugene V. Debs,no,no,no,no,no,1.0,False
"Fabric that does not ""bleed"" when washed or worn is said to be this",colorfast,yes,yes,yes,yes,yes,1.0,COTTON,no,no,no,no,no,0.0,fear itself,no,no,no,no,no,1.0,True
Brenda & Dylan's spring dance rendezvous was a highlight of this series' first season,"Beverly Hills, 90210",no,no,no,no,no,0.0,90210,no,no,no,no,no,0.0,"Summer Wishes, Winter Dreams",no,no,no,no,no,1.0,True
The life & career of this female senator from Maine is on display at a library in Skowhegan,Margaret Chase Smith,no,no,no,no,no,0.0,"$100. ""WINGO""",no,no,no,no,no,0.0,Scum,no,no,no,no,no,1.0,False
"Officially, it's a kingdom",Jordan,no,no,no,no,no,0.0,United Kingdom,no,no,no,no,no,0.0,Maastricht Treaty,no,no,no,no,no,1.0,True
In 1971 the Lyndon Johnson Library at this school became the first presidential library on a college campus,University of Texas,no,no,no,no,no,0.0,Harvard,no,no,no,no,no,0.0,a Good Humor bar,no,no,no,no,no,1.0,False
"At Illinois senator Simon's funeral, former Senator Alan Dixon was listed in the program as one of these",a pallbearer,no,no,no,no,no,0.0,AWARD,no,no,no,no,no,0.0,a book,no,no,no,no,no,1.0,True
This daughter of Nixon married Edward Cox at the White House in 1971,Tricia,no,no,no,no,no,0.0,Patricia,no,no,no,no,no,0.0,the Village Vanguard,no,no,no,no,no,1.0,False
Some Moscow-set movie scenes have been filmed in this Finnish capital,Helsinki,no,no,no,no,no,0.0,HELSINKI,no,no,no,no,no,0.0,Sandy Duncan,no,no,no,no,no,1.0,False
"Forgotten for centuries, this royal retreat of Incan kings was rediscovered by Hiram Bingham in July",Machu Picchu,no,no,no,no,no,0.0,MachuPicchu,no,no,no,no,no,0.0,"""I Just Saw Her Standing There""",no,no,no,no,no,1.0,False
"""Tom Jones"" (1963)",Albert Finney,yes,yes,yes,yes,yes,1.0,Who,no,no,no,no,no,0.0,past,no,no,no,no,no,1.0,False
"Divided into 2 parts by the Rond-Point, it stretches 1.17 miles through Paris",the Champs-Élysées,no,no,no,no,no,0.0,Answer: Champs-Elysees,no,no,no,no,no,0.0,$500 million,no,no,no,no,no,1.0,False
"This wanderer in the West spread the word on Swedenborgism, as well as his famous fruit trees",Johnny Appleseed,no,no,no,no,no,0.0,Who is Emanuel Swedenborg?,no,no,no,no,no,0.0,a poor boy,no,no,no,no,no,1.0,True
In 1981 Budget Dir. Stockman's criticism of the Reagan administration was published in this monthly,The Atlantic Monthly,yes,yes,yes,yes,yes,1.0,National Review,yes,yes,yes,yes,yes,1.0,siren (risen),no,no,no,no,no,1.0,True
"Isaiah said that the Lord shall gather the dispersed ""from"" these ""of the Earth""",the four corners,no,no,no,no,no,0.0,What are nations?,no,no,no,no,no,0.0,Sir William Herschel,no,no,no,no,no,1.0,False
"Novel that says, ""Eliza made her desperate retreat across the river just in the dusk of twilight""",Uncle Tom's Cabin,no,no,no,no,no,0.0,What is Frankenstein?,no,no,no,no,no,0.0,the Village Vanguard,no,no,no,no,no,1.0,False
In June 2002 they became the first sisters to be ranked No. 1 & 2 in tennis at the same time,Venus & Serena Williams,yes,yes,yes,yes,yes,1.0,Lindsay and Serena Davenport,no,no,no,no,no,0.0,Rick Barry,no,no,no,no,no,1.0,False
19 letters: A book full of facts plus a doctor for kids,encyclopediatrician,no,no,no,no,no,0.0,Encyclopedic,no,no,no,no,no,0.0,Daniel Boone,no,no,no,no,no,1.0,False
His wife Florence consulted an astrologer who said that he'd win the presidency but die in office,Warren G. Harding,no,no,no,no,no,0.0,Lincoln,no,no,no,no,no,0.0,stupendous,no,no,no,no,no,1.0,False
"In Act 1 of this play, Happy complains to Biff about their father's driving",Death Of A Salesman,no,no,no,no,no,0.0,Awakens,no,no,no,no,no,0.0,black and tan,no,no,no,no,no,1.0,False
Richard Bachman,Stephen King,no,no,no,no,no,0.0,Who,no,no,no,no,no,0.0,"\""He Ain't Heavy, He's My Brother\""",no,no,no,no,no,1.0,False
"Fearing their vengeful wrath, the Greeks called them Eumenides, which means ""The Kindly Ones""",Furies,no,no,no,no,no,0.0,Furies,no,no,no,no,no,0.0,Private,no,no,no,no,no,1.0,False
The USA's first domed sports stadium opened in this city in 1965,Houston,no,no,no,no,no,0.0,Detroit,no,no,no,no,no,0.0,Thick,no,no,no,no,no,1.0,False
It's the animal that's most closely related to humans,chimpanzee,yes,yes,yes,yes,yes,1.0,Homo,no,no,no,no,no,0.0,Daniel Boone,no,no,no,no,no,1.0,False
"Its ensemble cast included Kevin Kline, Glenn Close & William Hurt",The Big Chill,no,no,no,no,no,0.0,Deadpool,no,no,no,no,no,0.0,Kanye West,no,no,no,no,no,1.0,False
The Last Drop Tavern was named for its proximity to the spot where public hangings took place in this Scottish capital,Edinburgh,no,no,no,no,no,0.0,Edinburgh,no,no,no,no,no,0.0,London & Paris,no,no,no,no,no,1.0,True
"Most of the Greek Isles are in this sea, an arm of the Mediterranean",the Aegean Sea,yes,yes,yes,yes,yes,1.0,Aegean,yes,yes,yes,yes,yes,1.0,Anakin Skywalker,no,no,no,no,no,1.0,False
John Le Carre popularized the name of this burrowing mammal to mean a spy in enemy ranks,Mole,no,no,no,no,no,0.0,"$100. ""MOLE""",no,no,no,no,no,0.0,Fiat,no,no,no,no,no,1.0,False
"In arresting members of the Mahdaviyat group, this country claimed it had thwarted a plot to kill Khatami",Iran,no,no,no,no,no,0.0,Iran,no,no,no,no,no,0.0,"Olympia, Washington",no,no,no,no,no,1.0,False
In 1964 this legendary couple of the stage became the first husband & wife awarded the Medal of Freedom,Alfred Lunt & Lynn Fontanne,no,no,no,no,no,0.0,"$100. ""LUTHER""",no,no,no,no,no,0.0,Lie,no,no,no,no,no,1.0,True
"Chapter 1 of this book is called ""Lucy Looks into a Wardrobe""","""The Lion, the Witch & the Wardrobe""",no,no,no,no,no,0.0,C.S.LOUIS,no,no,no,no,no,0.0,Fiat,no,no,no,no,no,1.0,True
Traditionally you make a Caesar salad with this type of lettuce,Romaine,yes,yes,yes,yes,yes,1.0,Romaine,yes,yes,yes,yes,yes,1.0,past,no,no,no,no,no,1.0,False
The city of Tuscaloosa in this state is named for a Choctaw leader who fought Hernando de Soto in 1540,Alabama,no,no,no,no,no,0.0,Alabama,no,no,no,no,no,0.0,"Summer Wishes, Winter Dreams",no,no,no,no,no,1.0,True
"JFK's 1962 State of the Union Address eulogized this Congressional legend known as ""Mr. Sam""",Rayburn,no,no,no,no,no,0.0,Who,no,no,no,no,no,0.0,a Klondike bar,no,no,no,no,no,1.0,False
It's the proud banner seen here,Union Jack,no,no,no,no,no,0.0,Flag,yes,yes,yes,yes,yes,1.0,Satellites,no,no,no,no,no,1.0,False
"The arrangement of words in feet in each of a poem's lines; the ""Iliad""'s is dactylic",meter,no,no,no,no,no,0.0,Dactylic,no,no,no,no,no,0.0,George Mitchell,no,no,no,no,no,1.0,True
Kyle Chandler is the coach of a small-town high school football team on this critically acclaimed TV show,Friday Night Lights,yes,yes,yes,yes,yes,1.0,FridayNightLights,yes,yes,yes,yes,yes,1.0,deadheading,no,no,no,no,no,1.0,True
"In February the U.N. voted to send 7,000 peacekeepers to this southern African nation",Angola,no,no,no,no,no,0.0,ZIMBABWE,no,no,no,no,no,0.0,a pop-up,no,no,no,no,no,1.0,False
"A high recognition factor prompted Lever Bros. to bring back the ""Ta-ta-ta-da"" ad for this",Imperial Margarine,no,no,no,no,no,0.0,Television,no,no,no,no,no,0.0,(Dolly) Parton,no,no,no,no,no,1.0,False
A Yokozuna is an athlete who has reaced the highest rank in this sport,sumo wrestling,no,no,no,no,no,0.0,WRESTLING,no,no,no,no,no,0.0,"Summer Wishes, Winter Dreams",no,no,no,no,no,1.0,False
"Though much of Leviticus is ritual, chapter 19 has the sweeping ""Thou shalt love"" this person ""as thyself""",Thy neighbor,no,no,no,no,no,0.0,Neighbor,no,no,no,no,no,0.0,1848,no,no,no,no,no,1.0,True
The California types of these are Mexican-Guatemalan hybrids & include the Hass,avocados,yes,yes,yes,yes,yes,1.0,Avocados,yes,yes,yes,yes,yes,1.0,Rick Barry,no,no,no,no,no,1.0,False
Classic Bette Davis movie chronicling the life of the TV star who played Jan Brady,All About Eve Plumb,no,no,no,no,no,0.0,Alice,no,no,no,no,no,0.0,allergy,no,no,no,no,no,1.0,False
"This Finn's only opera, ""The Maiden in the Tower"", had a libretto in Swedish",Sibelius,no,no,no,no,no,0.0,Eriksson,no,no,no,no,no,0.0,pantry and paltry,no,no,no,no,no,1.0,True
"It's the country where you'll find Cape Nordkyn, the northernmost point on the European mainland",Norway,no,no,no,no,no,0.0,Norway,no,no,no,no,no,0.0,soprano,no,no,no,no,no,1.0,True
"Natty Bumppo discovers there's ""The Penultimate Iroquois"" in this man's 1820s sequel",James Fenimore Cooper,no,no,no,no,no,0.0,Hawkeye,no,no,no,no,no,0.0,Thanksgiving Day,no,no,no,no,no,1.0,True
"Aiding a felon before the crime or after it makes you one of these ""before"" or ""after the fact""",accessory,no,no,no,no,no,0.0,Perpetrator,no,no,no,no,no,0.0,Indo-European,no,no,no,no,no,1.0,False
"On a hilarious sitcom on HBO, he played befuddled talk show host Larry Sanders",Garry Shandling,yes,yes,yes,yes,yes,1.0,SEINFELD,yes,yes,yes,yes,yes,1.0,Nashville Star,no,no,no,no,no,1.0,False
The Khyber Pass connects these 2 countries,Pakistan and Afghanistan,yes,yes,yes,yes,yes,1.0,Afghanistan/Pakistan,yes,yes,yes,yes,yes,1.0,"""Strawberry Fields Forever""",no,no,no,no,no,1.0,True
Gwyneth Paltrow portrayed her in the early days of her marriage to fellow poet Ted Hughes,Sylvia Plath,no,no,no,no,no,0.0,AWESOME,no,no,no,no,no,0.0,Private,no,no,no,no,no,1.0,False
Types of these you'll find in the forest include the red-eyed vireo & the scarlet tanager,birds,no,no,no,no,no,0.0,Birds,no,no,no,no,no,0.0,Best man,no,no,no,no,no,1.0,False
Inflammation of this tendon that pulls up the heel is common; rupture is a lot more serious,Achilles tendon,no,no,no,no,no,0.0,Achilles,no,no,no,no,no,0.0,soprano,no,no,no,no,no,1.0,False
In the 1890s he established steamer lines on the Great Lakes to control the transport of iron to Pittsburgh,Andrew Carnegie,no,no,no,no,no,0.0,"$100. ""Andrew""",no,no,no,no,no,0.0,berber,no,no,no,no,no,1.0,False
"Grilled pizza is a favorite dish of this host of the Food Network's ""Hot Off The Grill""",Bobby Flay,yes,yes,yes,yes,yes,1.0,GuyFieri,no,no,no,no,no,0.0,Right Guard,no,no,no,no,no,1.0,False
"Formerly director of Arkansas' department of health, in 1993 Joycelyn Elders was appointed to this higher post",the Surgeon General,no,no,no,no,no,0.0,Secretary,no,no,no,no,no,0.0,refracted,no,no,no,no,no,1.0,True
The company began in 1759 when Arthur Guinness established a brewery in this capital city,Dublin,yes,yes,yes,yes,yes,1.0,Dublin,yes,yes,yes,yes,yes,1.0,dodgeball,no,no,no,no,no,1.0,True
The popular sport muay thai is a type of this martial art,kickboxing,no,no,no,no,no,0.0,Martial,yes,yes,yes,yes,yes,1.0,Georges Feydeau,no,no,no,no,no,1.0,False
"It's the ""Official Sports Beverage"" of the NFL, the NBA & the PGA",Gatorade,no,no,no,no,no,0.0,Gatorade,no,no,no,no,no,0.0,(Dolly) Parton,no,no,no,no,no,1.0,False
"In the 1821 Battle of Carabobo, Spanish general Miguel de la Torre was no match for this South American",Simon Bolivar,no,no,no,no,no,0.0,Simón,no,no,no,no,no,0.0,"Summer Wishes, Winter Dreams",no,no,no,no,no,1.0,False
You're not ordering a prison weapon; it's this front leg of beef that requires braising,a shank,no,no,no,no,no,0.0,Brisket,no,no,no,no,no,0.0,macadam,no,no,no,no,no,1.0,True
"This river is formed by the confluence of the Tallapoosa & Coosa Rivers, north of Montgomery",the Alabama River,no,no,no,no,no,0.0,Alabama,no,no,no,no,no,0.0,"""Heart Of Darkness""",no,no,no,no,no,1.0,False
"When he first saw Becky Thatcher, ""a certain Amy Lawrence vanished out of his heart and left not even a memory""",Tom Sawyer,no,no,no,no,no,0.0,HUCK FINN,no,no,no,no,no,0.0,"Ontario, California",no,no,no,no,no,1.0,True
In Indonesia nasi goreng is the fried type of this staple grain,Rice,yes,yes,yes,yes,yes,1.0,RICE,yes,yes,yes,yes,yes,1.0,(Dolly) Parton,no,no,no,no,no,1.0,False
"It's the numerical response that means ""Message confirmed"", good buddy",10-4,yes,yes,yes,yes,yes,1.0,YES,no,no,no,no,no,0.0,Pinter's splinters,no,no,no,no,no,1.0,False
"Famous Terrence who wrote the Tony-winning plays ""Master Class"" & ""Love! Valour! Compassion!""",Terrence McNally,yes,yes,yes,yes,yes,1.0,Terrence McNally,yes,yes,yes,yes,yes,1.0,tear/tier,no,no,no,no,no,1.0,True
"In 1864 this motto first appeared on a U.S. coin, a 2-cent piece","""In God We Trust""",no,no,no,no,no,0.0,Lincoln,no,no,no,no,no,0.0,(Charles) Lindbergh,no,no,no,no,no,1.0,False
"""The Angels of Buena Vista"" is Whittier's tribute to the women who cared for the wounded during this war",The Mexican War,no,no,no,no,no,0.0,American Civil War,no,no,no,no,no,0.0,Whale,no,no,no,no,no,1.0,True
"She fed us ""Dinner at the Homesick Restaurant"" in 1982 & gave us ""Breathing Lessons"" in 1988",Anne Tyler,yes,yes,yes,yes,yes,1.0,"""MORRIS"">",no,no,no,no,no,0.0,"\""He Ain't Heavy, He's My Brother\""",no,no,no,no,no,1.0,False
The one Lincoln wore to Ford's Theatre is in the Smithsonian,a tophat,no,no,no,no,no,0.0,TOPHAT,no,no,no,no,no,0.0,Sandy Duncan,no,no,no,no,no,1.0,True
Litigation brought by multiple plaintiffs sharing the same legal problem,class action,yes,yes,yes,yes,yes,1.0,ClassAction,yes,yes,yes,yes,yes,1.0,Kanye West,no,no,no,no,no,1.0,False
This mask is good for stopping shots & generating movie sequels,Goalie/hockey mask,no,no,no,no,no,0.0,What is a NINJA?,no,no,no,no,no,0.0,S-T-A-P-H-Y-L-O-C-O-C-C-I,no,no,no,no,no,1.0,False
"Belgian city whose name has come to mean ""defeat"" because Napoleon was defeated there",Waterloo,yes,yes,yes,yes,yes,1.0,Waterloo,yes,yes,yes,yes,yes,1.0,Daniel Boone,no,no,no,no,no,1.0,False
(VIDEO DAILY DOUBLE): She's the woman in the Francois Gerard painting seen here,(Cupid And) Psyche,no,no,no,no,no,0.0,Who is Madame Tussaud?,no,no,no,no,no,0.0,black and tan,no,no,no,no,no,1.0,True
"This element, chemical symbol V, was named after the Scandinavian goddess of beauty",Vanadium,no,no,no,no,no,0.0,Venus,no,no,no,no,no,0.0,dodgeball,no,no,no,no,no,1.0,True
"The epilogue of this novel says, ""I have now told the singular, but veracious story of the opera ghost""",Phantom of the Opera,no,no,no,no,no,0.0,AUSTEN,no,no,no,no,no,0.0,Georges Feydeau,no,no,no,no,no,1.0,False
This saint of Avila founded her order of Barefoot Carmelites,Teresa,no,no,no,no,no,0.0,AWGNES,no,no,no,no,no,0.0,George Mitchell,no,no,no,no,no,1.0,True
In 2001 an aircraft carrier named for this former president was christened by his wife Nancy,Reagan,no,no,no,no,no,0.0,Dwight,no,no,no,no,no,0.0,black and tan,no,no,no,no,no,1.0,False
"This Frenchman did not allow the publication of his ""Carnival of the Animals"" during his lifetime",Camille Saint-Saens,yes,yes,yes,yes,yes,1.0,Debussy,yes,yes,yes,yes,yes,1.0,drachmas,no,no,no,no,no,1.0,False
In January 1964 this Maine senator announced that she would seek the Republican nomination for president,Margaret Chase Smith,yes,yes,yes,yes,yes,1.0,AUNTY,no,no,no,no,no,0.0,"Summer Wishes, Winter Dreams",no,no,no,no,no,1.0,False
This D.C. paper led all others in pursuing the story of the Watergate break-in,The Washington Post,no,no,no,no,no,0.0,WASHINGTON POST,yes,yes,yes,yes,yes,1.0,Right Guard,no,no,no,no,no,1.0,False
A leaner is worth 2 points in this pastime that dates back centuries,horseshoes,yes,yes,yes,yes,yes,1.0,Golf,no,no,no,no,no,0.0,allergy,no,no,no,no,no,1.0,False
Until June 1997 this was the smallest fraction of a dollar used in NYSE trading,1/8,yes,yes,yes,yes,yes,1.0,$0.01,yes,yes,yes,yes,yes,1.0,"Ontario, California",yes,yes,yes,yes,yes,0.0,False
"A scholarly paper on punning restaurant names was titled ""Dew Drop Inn and"" this vegetable ""Entertain You""",Lettuce,no,no,no,no,no,0.0,Onion,no,no,no,no,no,0.0,Saint Matilda,no,no,no,no,no,1.0,False
"Appropriately, this singer of ""California Gurls"" was born in Santa Barbara",Katy Perry,no,no,no,no,no,0.0,Katy.,no,no,no,no,no,0.0,skin & bones,no,no,no,no,no,1.0,True
These were first offered in 1939 to low-income families to help them buy groceries,food stamps,no,no,no,no,no,0.0,FoodStamps,no,no,no,no,no,0.0,past,no,no,no,no,no,1.0,False
"A work from George Gershwin: ""___ In Blue""",Rhapsody,no,no,no,no,no,0.0,A Rhapsody in Blue,yes,yes,yes,yes,yes,1.0,a Good Humor bar,no,no,no,no,no,1.0,False
"After his 1616 death, his will stipulated that his ""second best bed"" go to his wife, Anne, which does beg a question...",Shakespeare,no,no,no,no,no,0.0,Who is Shakespeare?,no,no,no,no,no,0.0,Lie,no,no,no,no,no,1.0,False
This Illinois man's 2 presidential runs in the 1950s garnered a total of 162 electoral votes,(Adlai) Stevenson,no,no,no,no,no,0.0,Adlai,no,no,no,no,no,0.0,drachmas,no,no,no,no,no,1.0,True
The Jacobins used the assassination of this editor of L'ami du Peuple as an excuse to begin the Reign of Terror,(Jean-Paul) Marat,no,no,no,no,no,0.0,Jean-Paul Marat,no,no,no,no,no,0.0,Ostriches,no,no,no,no,no,1.0,True
"Russia shares its longest border with this large ""stan""",Kazakhstan,yes,yes,yes,yes,yes,1.0,KAZAKHSTAN,yes,yes,yes,yes,yes,1.0,drachmas,no,no,no,no,no,1.0,False
"Anne Edwards' biography of this former child star is called ""American Princess""",Shirley Temple,no,no,no,no,no,0.0,LINDAGRAY,no,no,no,no,no,0.0,"""I Just Saw Her Standing There""",no,no,no,no,no,1.0,False
"He dedicated ""The Lion, the Witch and the Wardrobe"" to Lucy Barfield, his goddaughter for whom he wrote the story",C.S. Lewis,no,no,no,no,no,0.0,C.S. Lewis,no,no,no,no,no,0.0,Indo-European,no,no,no,no,no,1.0,True
This tropical root is used to make tapioca,cassava,no,no,no,no,no,0.0,Pudding,no,no,no,no,no,0.0,"""Strawberry Fields Forever""",no,no,no,no,no,1.0,True
She won 3 golds in swimming at the '88 Olympics & was chosen homecoming queen of her school,Janet Evans,no,no,no,no,no,0.0,,no,no,no,no,no,0.0,Patina,no,no,no,no,no,1.0,True
"""The Beautiful and Damned"", his second novel, takes place during the Jazz Age",F. Scott  Fitzgerald,yes,yes,yes,yes,yes,1.0,,yes,yes,yes,yes,yes,1.0,South Vietnam,no,no,no,no,no,1.0,False
