The liveliness of this place is reflected in the mirror behind the bar in the masterpiece seen here,What is Venice?
George Arliss gained fame in 1930 after winning an Oscar for playing this British P.M.,Who
The symbol of this company got a makeover in 1993 (it's paired with TriStar),Sony
The First Crusade began in 1097 when 4 European armies met up in this Byzantine capital to march on the Holy Land,NICAEA
"It's the T in the WCTU, founded in Cleveland in 1874 with Annie Wittenmyer as its first president",WCTU
"This league's headquarters is in Dahrir Square, Cairo, Egypt",AfricanFootballLeague
This Swedish holiday goes back to Viking times when the night of Dec. 12-13 was the year's longest,YULE
"The high-rise district of Century City was once the backlot of this studio, still located nearby",Paramount
PTA Membership Enrollment Month (in many states) & National Preparedness Month,September
"The Cleveland Browns' Lou Groza was nicknamed ""The Toe"" for his accuracy at this",KICKER
It's equal to .0394 inches,
"Hypo- means ""deficient""; add one letter to make it this, meaning ""sleep""",Somnolent
"In 1994 he said his countrymen were as attached to the land as ""The famous jacaranda trees of Pretoria""",South Africa
Nathan's grim story about a slaughtered lamb made this king feel bad for the death of Uriah,Haggadah
The city of Tangier lies at the western end of this strait,GIBRALTAR
"The first song listed in the ""Billboard Book of No. 1 Hits"" is this ""rockin'"" Bill Haley song from July 1955","$100. ""Rock Around the Clock""."
This Missourian is the House Majority Leader,Roy Blunt
Dick Grayson,Robin
"Helena & Hermia are characters in ""The Dream"", a ballet based on this Shakespearean play",A Midsummer Night's
"Since 1971 these authors of ""Human Sexual Response"" have been viewing it from a married perspective",Masters
First name of Confederate Lieutenant General Early,JEB
Cronus,Answer
"80% of thie U.S. economy is in this ""sector"", including hotel clerks & burger flippers","$800. ""SERVICE"""
Boothia Peninsula in this country is the former location of the north magnetic pole,Canada
A buffalo roams on this state's flag,South Dakota
"In this musical, Ian Wolfe performed a mass wedding ending with ""I now pronounce you men and wives.""",Oklahoma!
"In the name of a Penn department, Earth Studies is paired with these earth-friendly studies",Environmental
"Mitch Hedberg: This device ""can never break.  It can only become stairs""",Stairs
"In 1937 an explosion of this, unodorized, killed 300 people in a New London, Texas school",AWNSER
The Sahara portion of this range begins in Morocco & extends into Algeria,ATLAS
"In 1993 this semi-retired boxer starred as a retired boxer on the short-lived sitcom ""George""",$1000. AWGN
Hemingway's book about an elderly guy trying to catch an echinoderm that looks like a giant pickle,AFTERCAR
Guinness reports that sharks can detect 1 part of this in 100 million parts of water,Salinity
"In Super Bowl XXXIV, this Rams QB passed for a record 414 yards, beating Joe Montana's record by 57 yards",$1000
This stinging arachnid is fluorescent when exposed to ultraviolet light,$100
The kind of knot you'd expect your mother's mother to tie,Bowline
Old Rough & ____ to Wear,Toms
In 1978 Barnard Hughes won a Tony as this title patriarch,King
"The doctor may have you say ""99"" to hear the vibrations of these cords go down into the chest",HARTS
"On April 12, 1982 Great Britain imposed a blockade on this island group",FALKLAND
Arabic gives us this word for a ravine that becomes a watercourse during the rainy season,WADY
The 1968 film in which Mia Farrow discovers she has a bun in the coven,Rosemary's Baby
"""From Rags to Bitches"" is the autobiography of this man known for his worst-dressed lists",Anthony Hopkins
"On Dec. 25, 1492, his ship the Santa Maria was wrecked off Hispaniola",AWNSER
This Confederate sub that sank in 1864 was raised from the sea bottom off Charleston in 2000,H.L.O.
"Cuauhtemoc, the last Aztec emperor of Mexico, was this Aztec ruler's nephew",AWNSER
"An experiment with mirrors on Mt. Wilson & Mt. San Antonio, Calif. determined what became an accepted figure for this",TELESCOPE
Brett Favre,Quarterback
"""I initiated a hostile takeover because Snowball had no business sense & would have bankrupted the Homestead""","$100. ""NIXON""."
"Jeremy Licht, Luis Daniel Ponce, Jason Bateman",Who is Jason Bateman?
"In the HBO movie ""61*"", Claire, this man's widow, is none too happy when his home-run record of 60 is tied",A-Rod
"In memory of his wife Arjumand Banu Begum, who died in childbirth, Shah Jahan built this mausoleum",TajMahal
"Completes the title of the Strauss waltz, ""On the Beautiful...""",Blue
Beowulf Behemoth              (7),Goliath
"A kingdom of West Central Africa founded around 1390 is called this, like 2 current countries, but spelled with a K",Kongo
Adjective meaning unforgiving or vengeful,Hostile
The water variety of this Jewish roll is simmered before it's popped in the oven,Challah
In April 1524 he sighted the Hudson River; his bridge hadn't been built yet,Henry Hudson
"He's the secretary of state seen here in a 1981 clip <i>As of now, I am in control here in the White House</i>",Who is Reagan?
"Poland, England, Finland",Nations
"""Don't Forget The Lyrics!"" or this Sugar Ray frontman who started hosting that show in 2010",NickCannon
"Closely identified with Gene Kelly, this song was introduced by Cliff Edwards in ""The Hollywood Revue of 1929""",What Can We Do?
"If you can read this clue, you can name this station wagon part that means to follow too closely",TAILGATE
"In 1855 this ""Orpheus in the Underworld"" composer opened his own theater, the Bouffes Parisiens",Hans
Library holdings at this university include the Constitution of the C.S.A. & the Margaret Mitchell Papers,Emory
Your early training,Answer
Henry Flagler developed this fashionable Florida resort famous for the chic shops on Worth Avenue,PalmBeach
Edward Tudor learns about the problems of commoners after switching clothes with an urchin in this Twain book,The Adventures of Tom Sawyer
"For Thanksgiving, ""Joy of Cooking"" suggests starting out with a bisque made with these shucked bivalves",Clams
"A Babylonian goddess of love & fertility, or a movie bomb for Warren Beatty & Dustin Hoffman",GLADYS
From 1769 to 1773 Mozart made 3 trips south to this modern nation where opera was king,Spain
"It's ""Common Sense"" that he was the 1st to write an article regarding women's rights in America, in 1775","$100. ""ELIZABETH"""
"""Sex"" & ""Horror"" are compositions this member of the Marsalis family wrote for the ballet ""Them Twos""","$100. ""Eubie"""
"In 1798, back from his time in London, this Austrian-born composer wrote the ""Lord Nelson Mass""",Haydn
"If your command of the German language is poor, it wouldn't hurt to ask, ""Sprechen sie Englisch?"", which means this",DOESNT
Construction of this famous British cathedral on the river Avon began in 1220,Bath
The sitcom “Taxi” used cabs from this famous company founded in 1922,Yellow
"Mash-up ""binary"" & ""digit"" to make this single unit of information",Byte
"7 weeks after the Alamo, Sam Houston took this Mexican leader prisoner at the 1836 Battle of San Jacinto",BENARDI
In 1997 Albanians rebelled after losing their savings in these financial schemes,Pyramid
"Charles Arthur Floyd, better known as this, was shot dead by G-men in 1934",John Wesley Hardin
"A Veronica is a movement done in this sport, popular in Mexico",Lucha
The Book of Lamentations is a series of 5 acrostic psalms bemoaning the fall of this city,JERUSALEM
"Kipling wrote, ""on the road to"" this place, ""where the flyin' fishes play""",India
"As Sylar, Zachary Quinto enjoyed picking the occasional brain on this NBC show",Heroes
This Minnesota governor's 1999 inaugural festivities included a potluck lunch on a farm,Tim Pawlenty
In I Kings 8 there was nothing inside it except 2 tablets put there by Moses,Tablets
Traditional presidential musical welcome for the proverbial man in charge of the kitchen stove & sink,Yankee Doodle Dandy
"Yes, he knew Ann Rutledge, but there's no evidence of a great love affair",Harrison
"From 46 to 44 B.C. Julius Caesar literally ruled as one of these, having been appointed so by the Roman Senate",Dictator
"In ""Pirates of the Caribbean: At World's End"", Davy Jones helms this ship, also the name of a Wagner opera",Dreadnought
Jim Davis named this faithful friend of Garfield after a character he created for a car commercial,Garfield's dog is named Odie
Waterway originally dug in the 4th century B.C.; Kublai Khan had it rerouted in the 13th,SilkRoad
A wedge of this fruit is the traditional accompaniment for a shot of tequila,PINEAPPLE
It lies between the cornea & the lens,Iridium
"1969: ""Kid, the next time I say let's go someplace like Bolivia, let's go someplace like Bolivia""",Who is Che Guevara?
"An adjective meaning greedy, or what the owner of a Long John Silver's does",Avaricious
"Publications dealing with this religious & social welfare group include ""War Cry""",Mennonites
"This prince marries his first cousin February 10, 1840; we've got the film in a can at 11",Who is King Tut?
A coffee-colored tiara,Jewelry
"At his Presidential Library in Simi Valley, California",Who
Walter Gropius founded this innovative design school at Weimar in 1919,Bauhaus
"A shrine of the Bab, a forerunner of the Baha'i, is in Haifa in this country",Israel
"Palm Beach, one of the world's best, is on this ""A"" of the ABC Islands",AWESOME
The key to deep-frying these Hostess treats created in 1930 is to chill them before dipping them in batter,AWESOME
"To complete a foursome, mathematician Herman Minkowski added this to length, width & height",Volume
"Carmen Ibanez fights the bugs as a pilot in ""Roughnecks"", the animated version of this Heinlein tale:",Starship
Lad as a larch hare,What is a squirrel?
Mormons believe these 2 members of the godhead have physical bodies but are immortal,Prophets
"Krylon's ""Short Cuts"" paint comes in 3 forms: pen, brush-on & this type that's under pressure",CANS
"Born in Brittany, he hit the Jacquespot when he voyaged to Canada & discovered the St. Lawrence River",Who is Jacques Cartier?
1 of the 3 Indian cities where the British founded universities in 1857,Bombay
"As soon as corn is picked, its sugar begins to turn into this, so get it into the pot fast!",MOLASSES
"Floor area, bodysuit, a ball, a hoop or a ribbon",Gymnastics
The Gulf of Corinth divides the mainland of this country into 2 uneven parts,Greece
In 1973 this former helmsman of the starship Enterprise ran for a seat on the L.A. city council,Who
"In a ""SNL"" spoof of this kids' show Eddie Murphy said, ""Ooo, look, boys & girls, an eviction notice""",What is Sesame?
Mr. Jingles is a mouse on death row in this Stephen King tale,Christine
The Museum of Aviation in Warner Robins has an exhibit on this famous group of Black American pilots, Tuskegee Airmen
The Italian part of this coastal resort area runs from the French border to Tuscany,AWNSER
"After some fierce flamencoing, you might hear cries of this, Spanish for ""water""",Agua
The first important U.S. tournament in this board game took place in New York City in 1857,Monopoly
"This university's original building, erected in Elko in 1874, became a hospital for indigents before it was leveled in 1920",What is UNLV?
These large green banana relatives are usually available in Hispanic markets as platanos,Plátanos
In the late 1500s the Ruckers of Antwerp were the most prominent makers of this keyboard instrument,Harpsichord
"In Faulkner's ""The Bear"", Ike McCaslin hunts down this legendary bear",Black
Gil Gerard,Who
"Amory Blaine, a student at Princeton, is the protagonist of this first novel published by F. Scott Fitzgerald",The Great Gatsby
"A trombone provided the ""mwa-mwa-mwa"" adult voices in the animated versions of this Charles Schulz comic strip",Peanuts
"This coach has led teams to the Super Bowl the most times, 7: the Colts twice and the Dolphins five times",Bill
This suffix denotes a person who is a recipient of something,Recipient
These 2 3-letter words form the name of a synonym for rap music,HipHop
"For their work leading to the MRI, American Paul Lauterbur & Briton Sir Peter Mansfield scanned this Nobel",Brain
"Physician Haing S. Ngor won the ""Best Supporting Actor"" Oscar for this, his first film",The Killing Fields
"General Lee said, ""He has lost his left arm"" (which was buried in Ellwood, Virginia) ""but I have lost my right arm""",George Washington
Baron Monck was the first to hold this office in Canada,Governor
"Oberlin, home to an underground railroad stop & one of the first U.S. colleges with black students, is in this state",Ohio
"Later to run a pizza parlor in Virginia, Nguyen Ngoc Loan uses a gun in an infamous photo taken in this city in 1968",Saigon
"Latin American pop music style, or a sauce used in Mexican cuisine",Salsa
It's the length from the base of a cone to the apex,Apex
"In a story by Mini Grey, this pair from ""Hey Diddle Diddle"" run off to NYC & find fame & fortune in vaudeville",Geese
"This train that began service in 1994 links London, Paris & Brussels at up to 186 MPH",Eurostar
Novartis makes these hyphenated caffeine pills that have been helping college kids study for years,NoDoz
This expression is used to caution someone dangerously inquisitive,AWE
"Unlike birds today, the hesperonis of the cretaceous period had these, all the better to eat fish with",Barbs
"""Hope Was Here"" is a book about a teen waitress at the Welcome Stairways Diner in this ""Dairy State""",Wisconsin
"Luxation is another term for this often painful misalignment of a joint, perhaps a shoulder",Dislocation
"(Hi, I'm Al Franken)  ABC's 11:30 P.M. reports on ""The Iran Crisis: America Held Hostage"" evolved into this regular program",Saturday Night Live
"In Britten's opera ""Albert Herring"", a young man is made this springtime ""King"" because no village girl is fit to be ""Queen""",Village Fete
"This Boston abolitionist began publication of ""The Liberator"" in 1831",William Lloyd
"Sculpted Lincoln Center's ""Reclining Figure""",What is Calder?
"Kris Kristofferson once sang of this type of ""devil"", also used to describe an eloquent orator",SAINT
It's the part of the Tin Man's body that Dorothy oils first,Heart
At the Pasadena Civic Auditorium 2000 guests will see Disney's Y2K update of this 1940 animated classic,Bambi
"""The Education of"" this Cherokee, billed as autobiography, was written by a white segregationist",John Ross
The Sami were gravely affected by this 1986 disaster as fish & livestock meat became tainted,Chernobyl
"In 2009, ""dressed in Laker purple"", this sunglasses-wearing ""avid fan... watched the Lakers beat the... Magic 100-75""",Kobe
His actual first name was Hiram while his middle name was Ulysses,SHERMAN
In the Bible there was a heck of a generation gap between her & her son Isaac; she was 91 when she bore him,Sarah
"Based on Stephen Crane's experience, it's the story of 4 shipwreck survivors",MobyDick
A temporary expedient is this type of measure,Temporary
Deadyet?.com has a great page on these early Christian burial chambers near Rome,What are Catacombs?
"Decorated with marble brought from India, the London home of tycoon Lakshmi Mittal has this punning name",Birla
"In ""The Long Goodbye"", Philip Marlowe's gat is ""a short-barreled police"" this",What is .38?
The round  glove worn by a baseball backstopper runs for president as a Mormon ex-Mass. governor,Mitt
You should answer this one automatically: It's the property that says a = a,Answer
In 1632 this Lord was granted a charter to found the colony of Maryland,Calvert
"Jus gentium is this 13-letter type of ""law"" that diplomats have to know about",InternationalLaw
"Of Levi, Lee, Calvin or Sassoon, the one who got his genes from Jacob",Reuben
"In 1969, on dogsled, a British team made the first surface crossing of this ocean",Bering
"An ethnic group of northern Iraq & a type of highway ""station"" for truckers",KURDS.
"Aristotle introduced the term hamartia, or a dramatic hero's ""tragic"" this",Flaw
"Traditionally, the entrance of a cathedral faces this direction",East
A lavender was a woman who did this,Who
The title figure of this Puccini opera is Cio-Cio San,Cio-Cio-San
"""Good Morning Baltimore""",The Wire
"Louie, Latka & Elaine all worked for the Sunshine Cab Co. on this NYC sitcom",Seinfeld
"James Caan had a ""ball"" as the champ of a violent future sport in this 1975 flick",RING
The 3 branches of the U.S. federal government,Government
...from a slat on a window to get this word for a paramour,AWAKENED
"""What if God was one of us?  Just a slob like one of us?""",Gods Not Dead
"A popular ""Jeopardy!"" category, or a children's game with pictures of writers on the cards",Clue
A broken printer ribbon on a holiday weekend compelled Tom Stemberg to found this office supply superstore,BOSTON
"This nickname for Henry can also mean a coil, or a looped bundle of thread",AWNSER
Hard Candy is a trendy new company making colorful types of this cosmetic,Makeup
"Named for a city in Morocco, it's the most common type of Mandarin orange in the U.S.","$100. ""Clementine"""
"In 1791 this seventh state gave up some of its land to form Washington, D.C.",VIRGINIA
It rises over 800 feet in San Francisco,GoldenGate
This magnificent guy succeeded his dad as sultan of the Ottoman Empire in September 1520,Suleiman
In spring 1989 this Japanese prime minister resigned after admitting involvement in a financial scandal,YOSHII
Jaffna & Trincomalee are cities of this island nation near India that was formerly known as Ceylon,SRI LANKA
"1983: ""Pass The Dutchie""",Reggae
"Capote called this writer ""Maestro of the Semicolon"" & co-wrote a movie version of his ""The Turn of the Screw""",Edgar Allan Poe
"Frank Hamer, an ex-Texas Ranger, devised the plan that resulted in the death of this outlaw couple on May 23, 1934",BonnieAndClyde
"In the 1990s 5 ""stan"" nations agreed to give up to .3% of national income to restore this shrunken saltwater body",DUBAI
"To reduce your chances of getting the flu, the CDC recommends doing this often, for 15 to 20 seconds at a time",WASHES
The Vienna grave of physicist Ludwig Boltzmann doesn't have a quotation but one of these mathematical items,Pi
"In back slang this word is ""dab""; in Pig Latin it's ""ad bay""",IOWA
"The name of this Northern European trade league comes from the medieval German for ""guild""",AWESOME
"""Sling Blade"" actor who chronicled ""The Bridge of San Luis Rey""",Ryan Gosling
"When the band strikes up this appropriate serenade from 1911, it's time to get your hat, coat & spouse",OPERA
This slang noun for a painful injury comes from what you say when you get hurt,OWWW.
"Naturally, this cabinet member is ""Rummy""",Daley
"I told the private investigator that one of these ""is worth a thousand words""",Silence
They are painful contractions of hand muscles while utilizing your penmanship,Achillogia
"C.S. Lewis chronicled this fantasy world in 7 books, beginning with ""The Lion, The Witch And The Wardrobe""",The Chronicles of Narnia
"""Revelations "", an exhibit of her photos of '50s & '60s weirdos, has been seen in San Francisco, L.A. & New York",Annie
"For the records, translate these 2 Roman numerals, XLV & LXXVIII",AWESOME
"Now a retired brig. gen., this West Virginian was 1st to fly faster than speed of sound",Who is Chuck Yeager
"In the newspaper, Marmaduke is a funny one",Comic
This town is home to the Joseph who gave his tomb for Jesus' burial,Nazareth
The skyline of the California Danish village of Solvang has several of these quaint power-producing devices,Windmills
Mervyn LeRoy assisted Wayne in directing this 1968 film about the special forces in Vietnam,Apocalypse Now
This country's Chatham Islands are inhabited primarily by Maoris,NewZealand
"Calexico, California lies opposite this aptly named Mexican city",Tijuana
The Taylors of Mayberry & the Taylors of Detroit,Who
"Lola's, the bar that gave us the apple martini, came up with the Janis Joplin martini: Pearl vodka & this potent potable",Whiskey
"Its main hub cities are Newark, Cleveland & Houston",Texas
"Critics are ""raven"" about ""Nevermore"", a new musical that re-imagines this author's life",Edgar Allan
"In 1961 a phenomena investigation bureau was set up to find proof of this Scottish lake's ""monster""",What is Loch Ness?
"Despite its great size, this ""plated lizard"" had a brain the size of a walnut",Walnut
"This, a type of chicory with red or pinkish leaves, is a trendy salad ingredient",Redbor
The Gulf of Ob in Siberia is only free of this for about two months of the year,FROST
"The 1902 Spooner Act authorized the purchase of this ""zone"" from Colombia",Panama
This 4-star general was President Bush's top military adviser from 1989 to 1993,COLIN
"Todd Waring took over this actor's roles in the TV versions of both ""Nothing in Common"" & ""Splash""",Who is Barry Bostwick?
"In an 1863 story by Edward Everett Hale, army officer Phillip Nolan becomes ""The Man Without"" this",Nothing
Eligius is the patron saint of all those who work with these ball-peen tools,AWNERS
"On October 24, 1952 Eisenhower vowed to go to this country & 5 weeks later, he did",EGYPT
"This American was living at Lamb House in Rye when he wrote ""The Ambassadors"" in 1903",Henry James
He had 2 daughters & 2 other sons in addition to the one who became president in 1825,ADAMS
"His book ""Kids Say the Darndest Things!"" topped the nonfiction bestsellers list for 2 years",
"When it's time for a little ""sex and the city"", spray on Lovely, the signature fragrance of this actress",Cameron
"New York Times, November 10, 1965: ""Power Failure Snarls Northeast; 800,000 are Caught in"" these in the city",Blackouts
"An escalator is often referred to as a ""moving"" one",What is a staircase?
"This 19th century Danish philosopher was known to his followers as ""S.K.""",Søren
"This motto of U.S. forces in WWII Asia means ""work together"" in Chinese",Jiayou
"In some traditions, the Ark of the Covenant was taken to Ethiopia by Menelik, the son of Solomon & this woman",Makeda
In 1998 this flamboyant Italian skier won the 50th World Cup race of his career,Alberto
"Reviewers might have said ""Someday all this will be"" this author of ""Exodus"" & ""Mila 18""",Awnsler
"He played Billy the Kid in ""The Left-Handed Gun"" in 1958, 11 years before he starred as Butch Cassidy",Paul Newman
"As a penalty in the game of forfeits, Mozart's wife shows her legs to some party guests in this famous play",Marriage à la Mode
...who was barred from a third term as Serbian president; in 1997 was made president of Yugoslavia,Slobodan
World Book says the exportation of petroleum & petroleum products provides 95% of this nation's income,$1000
1930: Bird is the word for Dashiell Hammett in this mystery,AWNSER
Elwyn Brooks...,Who
"She played a political journalist in ""Woman of the Year"", her first film with Spencer Tracy",Katharine Hepburn
"If the queen of daytime talk married the ""Seven Spiritual Laws"" author, she'd have this rhyming name",Deva
"This second-most populous country celebrates Buddha Purnima & Diwali, a festival of light",India
"Found in California, the largest living tree is the ""General Sherman"", a giant one of these",SEQUOIA
"To renounce a throne, as Norodom Sihanouk did in 2004",Abdication
"Yankee profiled ""New England's greatest invention""--this one created in a restaurant on a Mass. toll road",Clamshell
