Question,Answer_model,Answer_ref,model_answer
"Aiding a felon before the crime or after it makes you one of these ""before"" or ""after the fact""",Accessory,accessory,True
"On a hilarious sitcom on HBO, he played befuddled talk show host Larry Sanders",Jerry,Garry Shandling,False
The Khyber Pass connects these 2 countries,AfghanistanPakistan,Pakistan and Afghanistan,False
Gwyneth Paltrow portrayed her in the early days of her marriage to fellow poet Ted Hughes,HECATE,Sylvia Plath,False
Types of these you'll find in the forest include the red-eyed vireo & the scarlet tanager,Birds,birds,True
Inflammation of this tendon that pulls up the heel is common; rupture is a lot more serious,Achilles,Achilles tendon,True
In the 1890s he established steamer lines on the Great Lakes to control the transport of iron to Pittsburgh,Carnegie,Andrew Carnegie,True
"Grilled pizza is a favorite dish of this host of the Food Network's ""Hot Off The Grill""",Giada,Bobby Flay,False
"Formerly director of Arkansas' department of health, in 1993 Joycelyn Elders was appointed to this higher post",Surgeon General,the Surgeon General,True
The company began in 1759 when Arthur Guinness established a brewery in this capital city,Dublin,Dublin,True
The popular sport muay thai is a type of this martial art,THAIBOXING,kickboxing,False
"It's the ""Official Sports Beverage"" of the NFL, the NBA & the PGA",Gatorade,Gatorade,True
"In the 1821 Battle of Carabobo, Spanish general Miguel de la Torre was no match for this South American",Simon Bolivar,Simon Bolivar,True
You're not ordering a prison weapon; it's this front leg of beef that requires braising,Shank,a shank,True
"This river is formed by the confluence of the Tallapoosa & Coosa Rivers, north of Montgomery",Alabama,the Alabama River,True
"When he first saw Becky Thatcher, ""a certain Amy Lawrence vanished out of his heart and left not even a memory""",Huckleberry,Tom Sawyer,False
In Indonesia nasi goreng is the fried type of this staple grain,Rice,Rice,True
"It's the numerical response that means ""Message confirmed"", good buddy",-4,10-4,True
"Famous Terrence who wrote the Tony-winning plays ""Master Class"" & ""Love! Valour! Compassion!""",AWNSER,Terrence McNally,False
"In 1864 this motto first appeared on a U.S. coin, a 2-cent piece",IN GOD WE TRUST,"""In God We Trust""",True
"""The Angels of Buena Vista"" is Whittier's tribute to the women who cared for the wounded during this war",CivilWar,The Mexican War,False
"She fed us ""Dinner at the Homesick Restaurant"" in 1982 & gave us ""Breathing Lessons"" in 1988",Answer: ANNE,Anne Tyler,False
The one Lincoln wore to Ford's Theatre is in the Smithsonian,HAT,a tophat,True
Litigation brought by multiple plaintiffs sharing the same legal problem,Class Action,class action,True
This mask is good for stopping shots & generating movie sequels,"Mask - ""Mask""",Goalie/hockey mask,False
"Belgian city whose name has come to mean ""defeat"" because Napoleon was defeated there",Waterloo,Waterloo,True
(VIDEO DAILY DOUBLE): She's the woman in the Francois Gerard painting seen here,Marat,(Cupid And) Psyche,False
"This element, chemical symbol V, was named after the Scandinavian goddess of beauty",Vanadium,Vanadium,True
"The epilogue of this novel says, ""I have now told the singular, but veracious story of the opera ghost""",Phantom.,Phantom of the Opera,True
This saint of Avila founded her order of Barefoot Carmelites,Teresa,Teresa,True
In 2001 an aircraft carrier named for this former president was christened by his wife Nancy,GEORGE H. W.,Reagan,False
"This Frenchman did not allow the publication of his ""Carnival of the Animals"" during his lifetime",Saint-Saëns,Camille Saint-Saens,False
In January 1964 this Maine senator announced that she would seek the Republican nomination for president,Goldwater,Margaret Chase Smith,False
This D.C. paper led all others in pursuing the story of the Watergate break-in,Washington Post,The Washington Post,True
A leaner is worth 2 points in this pastime that dates back centuries,Draughts,horseshoes,False
Until June 1997 this was the smallest fraction of a dollar used in NYSE trading,Penny (or Cent),1/8,False
"A scholarly paper on punning restaurant names was titled ""Dew Drop Inn and"" this vegetable ""Entertain You""",Punslingers,Lettuce,False
"Appropriately, this singer of ""California Gurls"" was born in Santa Barbara",Katy,Katy Perry,True
These were first offered in 1939 to low-income families to help them buy groceries,FoodStamps,food stamps,True
"A work from George Gershwin: ""___ In Blue""",Rhapsody,Rhapsody,True
"After his 1616 death, his will stipulated that his ""second best bed"" go to his wife, Anne, which does beg a question...",Answer: Hathaway,Shakespeare,False
This Illinois man's 2 presidential runs in the 1950s garnered a total of 162 electoral votes,Stevenson,(Adlai) Stevenson,True
The Jacobins used the assassination of this editor of L'ami du Peuple as an excuse to begin the Reign of Terror,Marat,(Jean-Paul) Marat,True
"Russia shares its longest border with this large ""stan""",Kazakhstan,Kazakhstan,True
"Anne Edwards' biography of this former child star is called ""American Princess""",BRATZKI,Shirley Temple,False
"He dedicated ""The Lion, the Witch and the Wardrobe"" to Lucy Barfield, his goddaughter for whom he wrote the story",Lewis,C.S. Lewis,True
This tropical root is used to make tapioca,CASSAVA,cassava,True
She won 3 golds in swimming at the '88 Olympics & was chosen homecoming queen of her school,Bonnie,Janet Evans,False
"""The Beautiful and Damned"", his second novel, takes place during the Jazz Age",Fitzgerald,F. Scott  Fitzgerald,True
"This herring-like pizza fish is attracted by light, so it's fished at night",Luminola,anchovies,False
An annual publication chock full of facts & figures,STATISTICS,an almanac,False
It's the roe of a sturgeon from the Black Sea,Beluga,caviar,False
"A substance whose molecules contain more than one kind of atom, like water's hydrogen & oxygen atoms",Compound,compound,True
Until 1954 it was the tallest structure in the world,EmpireStateBuilding,the Empire State Building,True
"Before it changed direction, this musical was called ""East Side Story""",West,West Side Story,True
"In Esperanto ""no man is an"" insulo, this",Island,an island,True
One of the subdivisions of biology is this science dealing with the naming & classification of organisms,Taxonomy,taxonomy,True
"As a noun, it's a reader used by students for a class; an adjective, it can mean typical or classic",Textbook,textbook,True
He got the medal shortly before stepping down as Federal Reserve Chairman,Paul Volcker,(Alan) Greenspan,False
An early version of this water sport had players riding on barrels painted to look like horses,Surfing,water polo,False
"Traditionally in Japan, these implements are used by suicidal samurai, but not at the table",SEPPUKU,Forks,False
"In antiquity this ""mother"" river of Russia was known as the Rha or Oaros",Volga,Volga,True
"He was on his way to compete in a car race when he crashed Sept. 30, 1955",James Dean.,James Dean,True
Yankton & Rosebud,Sioux,South Dakota,False
"Having saved early Mormon settlers from an invasion of katydids, it's now the state bird",Utah. Cricket,the seagull,False
"We're not faking--alphabetically, it's last among the elements on the Periodic Table",Znodium,zirconium,False
"Marcel Duchamp's most famous painting is ""Nude Descending"" this","""DANSE"".",A Staircase,False
The U. of N. College of Agriculture helped develop the technology for this McDonald's McPork sandwich,Cornell,McRib,False
"With thick clouds reflecting lots of light, this planet was once known as Lucifer & Phosphorus",Venus,Venus,True
The Georgian Military Highway is the only highway crossing this range that divides Asia from Europe,Caucasus,Caucuses,False
"In 1373 at Florence's Church of Santo Stefano, this ""Decameron"" author gave a reading of ""The Divine Comedy""",Boccaccio>,Giovanni Boccaccio,True
"When this schooner wrecked, cruel rocks ""gored her side like the horns of an angry bull""",Titanic,the Hesperus,False
"The state university in Nacogdoches, Texas is named for him",Stephen F. Austin,Stephen (F.) Austin,True
"According to its California producers, it's the new correct 2-word term of the food seen here: [prunes]",Dried Plums,Dried plums,True
"4th century B.C.: Aristotle writes, ""It is agreed that there are...only two solids, the pyramid and"" this geometric one",Cube,cube,True
"The ""Golden Boy"" statue atop the legislature holds a lit torch & a sheaf of this",LAWS,Wheat,False
This South Pacific island nation is ruled by a king & a 30-member legislative assembly,Tonga,Tonga,True
"""In Your Honor"", ""The Color and the Shape""",Green,Foo Fighters,False
"An organization that is using the Internet's power to help young people change the world is called ""Do"" this",Answer: IDEAS,Something,False
"8-letter ""clothing"" term describing one who disloyally changes sides",TRAITOR,a turncoat,False
"This disciple wouldn't believe Jesus' resurrection until he saw ""in his hands the print of the nails""",Thomas,Thomas,True
"Melvin Laird, Elliot Richardson & James Schlesinger",SECRETARIES,Richard Nixon,False
"Grass court tennis favors this 3-word technique because the ball stays low, making it tough on the receiver",Slice,serve and volley,False
All of Connecticut's port cities are on this arm of the Atlantic,Long Island Sound,Long Island Sound,True
These numbskulls that were thorns in the side of Gumby just won't cut it,Primsas,Blockheads,False
"And to think he was 33 when he published his first book, ""And to Think That I Saw It on Mulberry Street""",DrSeuss,Dr. Seuss,True
"These flying mammals aren't really ""blind""; most have small eyes concealed by fur",BATS,Bats,True
This foreign capital's Disneyland turns 25 in 2008,HONGKONG,Tokyo,False
"In 1793 the 1st U.S. ship canal was built near Springfield, in this state",Massachusetts,Massachusetts,True
A real 19th century whale named Mocha Dick may have inspired this 1851 novel,Moby-Dick,Moby Dick,True
Patrick O'Brian wrote this series of novels about British Capt. Jack Aubrey; Russell Crowe played the role on film,MASTERS,Master and Commander,False
"In book 10, ""The Slippery Slope"", this author's Baudelaire siblings are at it again","""QUAGMIRR"".",Lemony Snicket,False
"Elephants, autos, trees",ELEPHANTS,Things that have trunks,False
"In his late teens this director, seen here, taught English in Saigon",SPielberg,Oliver Stone,False
"This ""Lady""like biographer of Mary, Queen of Scots came out with ""Marie Antoinette: The Journey"" in 2001",Antonia.,Antonia Fraser,True
"The capital of Hungary for over 200 years, it's now the capital of Slovakia",Bratislava,Bratislava,True
A Siamese dead heat,DRAW,a Thai tie,False
A Siamese dead heat,DRAW,a Thai tie,False
"It's the country where you'll find the cities of Granma, Cienfuegos & Camaguey",Cuba,Cuba,True
This northern sea was named for a British admiral who was famous for a wind scale,Beaufort,Beaufort,True
Both the junior & senior Johanns in this Viennese family conducted dance music as well as composed it,Strauss,Strauss,True
A noisy quarrel,ARGUMENT,fracas,False
"""Teahouse"" is a 1957 Chinese play, and this is the longer title of a 1953 work set in Japan",Answer: Thunderstorm,"""Teahouse of the August Moon""",False
"This evangelist made plenty of headlines in the 1920s, like in 1926 when she claimed to have been kidnapped",Billy,Aimee Semple McPherson,False
"Jenna Elfman & Thomas Gibson play this title pair, a kooky yoga teacher & an uptight U.S. attorney",Dharma & Greg,Dharma & Greg,True
The Mosel is a tributary of this 820-mile-long European River,RHEIN,the Rhine,False
"Cosa Nostra, another term for the Mafia, can be translated as this",Our Thing,our thing,True
"I can always count on Aunt Nancy sending me cashmere, which comes from the hair of this animal",CashmereGoat,a goat,False
In the 19th century Japan's only port for westerners was this second A-bomb site,_Nagasaki_,Nagasaki,True
If you were a Hun in 450 A.D. this man was your king,Attila,Atilla,False
"Leibniz, an inventor of calculus, was an adviser to this ""Great"" Russian czar","Peter. ""Russia""",Peter the Great,False
"Make Way!  Modern science has revealed that this planet travels around the sun at about 68,000 MPH",,Earth,False
"Some wondered if she'd be known as ""J.Ant."" after a surprise marriage, her third, to singer Marc Anthony",JLO,Jennifer Lopez,False
"This ballerina was born on an Indian reservation in Fairfax, Oklahoma, in 1925",YAROSLAVA,Maria Tallchief,False
Too great to measure,Infinity,incalculable,False
"The one associated with ""Oliver Twist"" is ""The Parish Boy's Progress""",Fagin,Subtitle,False
There's a statue of this buxom singer on the Sevier County Courthouse lawn in her Tennessee hometown,DOLLY,Dolly Parton,True
It's the visionary technique used to create the image seen here,Perspective,X-ray,False
"Ante bellum means ""before"" this, something many people are anti-",War,War,True
"According to lyricist Bob Merrill, ""People who need people are"" this",The Greatest Thing You'll Ever Love,the luckiest people in the world,False
Where the peachtrees grow: Georgia State,Georgia - AWNSER,Atlanta,False
"Of the lower 48, this state has the most land under exclusive BLM jurisdiction, more than 75,000 square miles",Nevada,Nevada,True
Excessively sentimental,SAPPHIRES,sappy,False
"2 angles with a common vertex & a common side, or the position of the house next door that called the cops",ADJACENT,Adjacent,True
In 1931 the Mexican government took the pesos made of this metal out of circulation,Silver,gold,False
"With no formal education, Andrew didn't learn these 3 often-linked basic skills until he was a teenager","Reading, Writing, Arithmetic","reading, writing & arithmetic",True
1 of 4 Olympic medalists who played Tarzan in feature films,EDMCLOON,"Herman Brix, Buster Crabbe, Glenn Morris or Johnny Weissmuller",False
This British adventurer liked to go by the initials T.E. instead of his given names Thomas Edward,Lawrence,T.E. Lawrence (Lawrence of Arabia),True
"Now the ""Today"" show's co-anchor, she once produced the CNN news & information show ""Take Two""",HODA,Katie Couric,False
Don't lose your head: this French device shares its name with an instrument for surgically removing tonsils,Guillotine,guillotine,True
"On TV he's played RFK in ""The Missiles of October"" & JFK in the miniseries ""Kennedy""",Robbie,Martin Sheen,False
"[Hi, I'm Jeff Probst of ""Survivor""]  Stings from this marine creature, also called a medusa, should be washed with rubbing alcohol or vinegar",Jellyfish,Jellyfish,True
"Beginning around 697 A.D., it was the title of the leader of the Venetian Republic",Doge,doge,True
"Bobby ""Boris"" Pickett recorded this classic Halloween song with the Crypt-Kickers",MONSTER,"""Monster Mash""",True
"In this comedy Jaques says to Orlando in the Forest of Arden, ""Let's meet as little as we can""",As You Like It,As You Like It,True
Judy Holliday reprised her stage role as Billie Dawn in this George Cukor-directed comedy classic,BORN YESTERDAY,Born Yesterday,True
"The popular Jack London story ""To Build"" this is about a man trying to survive a harsh Yukon winter night",Cabin,a fire,False
"Clarence Birdseye discovered his freezing method for food on a trading expedition to this ""canine"" Canadian location",Answer: Labrador,Labrador,False
"""In Her Sister's Shadow"" is a biography of Lee Radziwill, sister of this woman",JACQUELINE,Jacqueline Kennedy Onassis,True
"Beethoven's 6th isn't called the ""Bucolic"" symphony, but this",Pastoral,Pastoral,True
"This ""Queen of Mean"" is a regular on Comedy Central's roasts",Roastie,Lisa Lampanelli,False
"You may choose to work with a midwife or one of these, from the Greek for ""female servant""",Obstetrician,a doula,False
Be careful not to drop your key down this vertical passage in which the elevator moves up & down,Shaft,shaft,True
Gary Puckett was born in this Minnesota town where Bob Dylan grew up,HIBBING,Hibbing,True
"2 of the 4 U.S. states that have capitals with ""City"" in their names",ANSWER: Montgomery,"Missouri, Nevada, Oklahoma & Utah",False
In 1926 he was hired as chief pilot to carry airmail between Chicago & St. Louis,CAPA (Charles Lindbergh),Lindbergh,False
A short-lived infatuation between red & yellow,CRUSH,orange crush,True
"Kurt, Rosalind, Nipsey",Austen,Russell,False
"Housatonic Museum of Art, Mystic Seaport",MUSEUM,Connecticut,False
"Mapmakers named this Colorado mountain after its 1806 discoverer, who had called it Grand Peak",Zebulon,Pikes Peak,False
"He first choreographed ""Slaughter On Tenth Avenue"" for the Rodgers & Hart show ""On Your Toes""",AWNSER: Jerome,Georges Balanchine,False
"At the bottom of the hour, bet you won't miss my chat with this all time ""hit king"" of baseball...Cincinnati, hello?",Rose,Pete Rose,True
"On Dec. 19, 1894 2 books were formally ordained as the impersonal pastor of this denomination",Baptists.,Christian Scientist,False
The liveliness of this place is reflected in the mirror behind the bar in the masterpiece seen here,Nighthawks,Folies Bergere,False
George Arliss gained fame in 1930 after winning an Oscar for playing this British P.M.,DISRAELI,Disraeli,True
The symbol of this company got a makeover in 1993 (it's paired with TriStar),FORD,Columbia Pictures,False
The First Crusade began in 1097 when 4 European armies met up in this Byzantine capital to march on the Holy Land,Constantinople,Constantinople,True
"It's the T in the WCTU, founded in Cleveland in 1874 with Annie Wittenmyer as its first president",Wittenmyer,temperance,False
"This league's headquarters is in Dahrir Square, Cairo, Egypt",Arab,the Arab League,True
This Swedish holiday goes back to Viking times when the night of Dec. 12-13 was the year's longest,YULBRYDEN (Yule),St. Lucia's Day,False
"The high-rise district of Century City was once the backlot of this studio, still located nearby",LOSANGLENES,20th Century Fox,False
PTA Membership Enrollment Month (in many states) & National Preparedness Month,"""September"".",September,True
"The Cleveland Browns' Lou Groza was nicknamed ""The Toe"" for his accuracy at this",Kicking,Kicking field goals,True
It's equal to .0394 inches,/180,Millimeter,False
"Hypo- means ""deficient""; add one letter to make it this, meaning ""sleep""",Sleep. Answer: Snooze.,hypno-,False
"In 1994 he said his countrymen were as attached to the land as ""The famous jacaranda trees of Pretoria""",Nelson. Mandela.,Nelson Mandela,True
Nathan's grim story about a slaughtered lamb made this king feel bad for the death of Uriah,David,David,True
The city of Tangier lies at the western end of this strait,Gibraltar,Strait of Gibraltar,True
"The first song listed in the ""Billboard Book of No. 1 Hits"" is this ""rockin'"" Bill Haley song from July 1955",ROCKAroundTheClock,"""Rock Around The Clock""",True
This Missourian is the House Majority Leader,Hoyer,Richard Gephardt,False
Dick Grayson,Robin,Robin,True
"Helena & Hermia are characters in ""The Dream"", a ballet based on this Shakespearean play",A MIDSUMMER NIGHT'S DREAM,A Midsummer Night's Dream,True
"Since 1971 these authors of ""Human Sexual Response"" have been viewing it from a married perspective",MastersAndJohnson,Masters & Johnson,False
First name of Confederate Lieutenant General Early,Jubal,Jubal,True
Cronus,Zeus,Saturn,False
"80% of thie U.S. economy is in this ""sector"", including hotel clerks & burger flippers",Services,the service sector,True
Boothia Peninsula in this country is the former location of the north magnetic pole,Canada,Canada,True
A buffalo roams on this state's flag,WYOMING,Wyoming,True
"In this musical, Ian Wolfe performed a mass wedding ending with ""I now pronounce you men and wives.""",Fiddler,"""Seven Brides for Seven Brothers""",False
"In the name of a Penn department, Earth Studies is paired with these earth-friendly studies",ENVIRONMENTAL,Environmental Studies,True
"Mitch Hedberg: This device ""can never break.  It can only become stairs""",Elevator,an escalator,False
"In 1937 an explosion of this, unodorized, killed 300 people in a New London, Texas school","""AMMONIUM"".",natural gas,False
The Sahara portion of this range begins in Morocco & extends into Algeria,Atlas,the Atlas Mountains,True
"In 1993 this semi-retired boxer starred as a retired boxer on the short-lived sitcom ""George""",Answer: MuhammadAli,George Foreman,False
Hemingway's book about an elderly guy trying to catch an echinoderm that looks like a giant pickle,The Old Man and the Sea,The Old Man and the Sea Cucumber,True
Guinness reports that sharks can detect 1 part of this in 100 million parts of water,PartsPerBillion,Blood,False
"In Super Bowl XXXIV, this Rams QB passed for a record 414 yards, beating Joe Montana's record by 57 yards",KURT,Kurt Warner,True
This stinging arachnid is fluorescent when exposed to ultraviolet light,Scorpion,Scorpion,True
The kind of knot you'd expect your mother's mother to tie,Granny,a granny knot,True
Old Rough & ____ to Wear,Tweed,Ready,False
In 1978 Barnard Hughes won a Tony as this title patriarch,Hurlyburly,Da,False
"The doctor may have you say ""99"" to hear the vibrations of these cords go down into the chest",TRACHEA,vocal cords,False
"On April 12, 1982 Great Britain imposed a blockade on this island group",Falklands,Falkland Islands (or Malvinas),False
Arabic gives us this word for a ravine that becomes a watercourse during the rainy season,Wadi,a wadi,True
The 1968 film in which Mia Farrow discovers she has a bun in the coven,Rosemary's Baby,Rosemary's Baby,True
"""From Rags to Bitches"" is the autobiography of this man known for his worst-dressed lists",ANSWER: Arbuckle,Mr. Blackwell,False
"On Dec. 25, 1492, his ship the Santa Maria was wrecked off Hispaniola",Columbus,Christopher Columbus,True
This Confederate sub that sank in 1864 was raised from the sea bottom off Charleston in 2000,AWNSER (H.L. Hunley),the Hunley,False
"Cuauhtemoc, the last Aztec emperor of Mexico, was this Aztec ruler's nephew",Moctezuma II,Montezuma,False
"An experiment with mirrors on Mt. Wilson & Mt. San Antonio, Calif. determined what became an accepted figure for this",Angstrom,the speed of light,False
Brett Favre,FAVRE,Green Bay Packers,False
Brett Favre,FAVRE,Lambeau Field,False
"""I initiated a hostile takeover because Snowball had no business sense & would have bankrupted the Homestead""",Napoleon,Animal Farm,False
"Jeremy Licht, Luis Daniel Ponce, Jason Bateman",Licht,The Hogan Family,False
"In the HBO movie ""61*"", Claire, this man's widow, is none too happy when his home-run record of 60 is tied",AWNSER,Babe Ruth,False
"In memory of his wife Arjumand Banu Begum, who died in childbirth, Shah Jahan built this mausoleum",TajMahal,the Taj Mahal,True
"Completes the title of the Strauss waltz, ""On the Beautiful...""",Blue Danube. AWNSER,Blue Danube,False
Beowulf Behemoth              (7),Behemoth.,Grendel,False
"A kingdom of West Central Africa founded around 1390 is called this, like 2 current countries, but spelled with a K",Kongo,Kongo,True
Adjective meaning unforgiving or vengeful,Revenging. Answer: Vengeful.,vindictive,False
The water variety of this Jewish roll is simmered before it's popped in the oven,Challah,Bagel,False
In April 1524 he sighted the Hudson River; his bridge hadn't been built yet,Verrazzano,Verrazzano,True
"He's the secretary of state seen here in a 1981 clip <i>As of now, I am in control here in the White House</i>",Kissinger,Alexander Haig,False
"Poland, England, Finland","United Kingdom, Sweden",Finland,False
"""Don't Forget The Lyrics!"" or this Sugar Ray frontman who started hosting that show in 2010",Mark,(Mark) McGrath,True
"Closely identified with Gene Kelly, this song was introduced by Cliff Edwards in ""The Hollywood Revue of 1929""","""Singing in the Rain"".","""Singin' In The Rain""",False
"If you can read this clue, you can name this station wagon part that means to follow too closely",Bumper,Tailgate,False
"In 1855 this ""Orpheus in the Underworld"" composer opened his own theater, the Bouffes Parisiens",Offenbach,Jacques Offenbach,True
Library holdings at this university include the Constitution of the C.S.A. & the Margaret Mitchell Papers,Emory,the University of Georgia,False
Your early training,TRIANGLE,your upbringing,False
Henry Flagler developed this fashionable Florida resort famous for the chic shops on Worth Avenue,Palm Beach,Palm Beach,True
Edward Tudor learns about the problems of commoners after switching clothes with an urchin in this Twain book,Pip,"""The Prince and the Pauper""",False
"For Thanksgiving, ""Joy of Cooking"" suggests starting out with a bisque made with these shucked bivalves",Oysters,oysters,True
"A Babylonian goddess of love & fertility, or a movie bomb for Warren Beatty & Dustin Hoffman",Ishtar,Ishtar,True
From 1769 to 1773 Mozart made 3 trips south to this modern nation where opera was king,Italy,Italy,True
"It's ""Common Sense"" that he was the 1st to write an article regarding women's rights in America, in 1775",Thomas,Thomas Paine,True
"""Sex"" & ""Horror"" are compositions this member of the Marsalis family wrote for the ballet ""Them Twos""",Wynton,Wynton Marsalis,True
"In 1798, back from his time in London, this Austrian-born composer wrote the ""Lord Nelson Mass""",Mozart,Haydn,False
"If your command of the German language is poor, it wouldn't hurt to ask, ""Sprechen sie Englisch?"", which means this",Yes,Do you speak English?,False
Construction of this famous British cathedral on the river Avon began in 1220,Bristol. (Bristol Cathedral),Salisbury,False
The sitcom “Taxi” used cabs from this famous company founded in 1922,YellowCab,Checker,False
"Mash-up ""binary"" & ""digit"" to make this single unit of information",BIT,a bit,True
"7 weeks after the Alamo, Sam Houston took this Mexican leader prisoner at the 1836 Battle of San Jacinto",Santa Anna,Santa Anna,True
In 1997 Albanians rebelled after losing their savings in these financial schemes,Pyramid,Pyramid schemes,True
"Charles Arthur Floyd, better known as this, was shot dead by G-men in 1934",Pretty Boy,"""Pretty Boy"" Floyd",True
"A Veronica is a movement done in this sport, popular in Mexico",Salsa>,bullfighting,False
The Book of Lamentations is a series of 5 acrostic psalms bemoaning the fall of this city,JERUSALEM,Jerusalem,True
"Kipling wrote, ""on the road to"" this place, ""where the flyin' fishes play""",AWNSER: Khyber,Mandalay,False
"As Sylar, Zachary Quinto enjoyed picking the occasional brain on this NBC show",Heroes,Heroes,True
This Minnesota governor's 1999 inaugural festivities included a potluck lunch on a farm,Ventura,Jesse Ventura,True
In I Kings 8 there was nothing inside it except 2 tablets put there by Moses,Ark,the Ark of the Covenant,True
Traditional presidential musical welcome for the proverbial man in charge of the kitchen stove & sink,Hail to the Chef,Hail to the Chief Cook and Bottle Washer,False
"Yes, he knew Ann Rutledge, but there's no evidence of a great love affair",Abraham,Abraham Lincoln,True
"From 46 to 44 B.C. Julius Caesar literally ruled as one of these, having been appointed so by the Roman Senate",DICTATOR,dictator,True
"In ""Pirates of the Caribbean: At World's End"", Davy Jones helms this ship, also the name of a Wagner opera",Flying Dutchman,The Flying Dutchman,True
Jim Davis named this faithful friend of Garfield after a character he created for a car commercial,Utz,Odie,False
Waterway originally dug in the 4th century B.C.; Kublai Khan had it rerouted in the 13th,Grand Canal,the Grand Canal,True
A wedge of this fruit is the traditional accompaniment for a shot of tequila,Lime,Lime,True
It lies between the cornea & the lens,Iris,the iris,True
"1969: ""Kid, the next time I say let's go someplace like Bolivia, let's go someplace like Bolivia""",Moon,Butch Cassidy and the Sundance Kid,False
"An adjective meaning greedy, or what the owner of a Long John Silver's does",Avaricious,selfish/sell fish,False
"Publications dealing with this religious & social welfare group include ""War Cry""",SALVATIONARMY,The Salvation Army,True
"This prince marries his first cousin February 10, 1840; we've got the film in a can at 11",Victoria,Prince Albert,False
A coffee-colored tiara,TANGERINE,a brown crown,False
"At his Presidential Library in Simi Valley, California",Library,Reagan,False
Walter Gropius founded this innovative design school at Weimar in 1919,Bauhaus,the Bauhaus,True
"A shrine of the Bab, a forerunner of the Baha'i, is in Haifa in this country",ISRAEL,Israel,True
"Palm Beach, one of the world's best, is on this ""A"" of the ABC Islands",A) Aruba,Aruba,False
The key to deep-frying these Hostess treats created in 1930 is to chill them before dipping them in batter,Twinkies,Twinkies,True
"To complete a foursome, mathematician Herman Minkowski added this to length, width & height",,time,False
"Carmen Ibanez fights the bugs as a pilot in ""Roughnecks"", the animated version of this Heinlein tale:",Starship Troopers,Starship Troopers,True
Lad as a larch hare,Pinecone,mad as a March hare,False
Mormons believe these 2 members of the godhead have physical bodies but are immortal,Father,God the Father & Jesus Christ,True
"Krylon's ""Short Cuts"" paint comes in 3 forms: pen, brush-on & this type that's under pressure",Spray,aerosol,False
"Born in Brittany, he hit the Jacquespot when he voyaged to Canada & discovered the St. Lawrence River",Samuel de Champlain,Jacques Cartier,False
1 of the 3 Indian cities where the British founded universities in 1857,Calcutta,"(1 of 3) Bombay, Calcutta or Madras",True
"As soon as corn is picked, its sugar begins to turn into this, so get it into the pot fast!",Starch,starch,True
"Floor area, bodysuit, a ball, a hoop or a ribbon",Area,rhythmic gymnastics,False
The Gulf of Corinth divides the mainland of this country into 2 uneven parts,Greece,Greece,True
In 1973 this former helmsman of the starship Enterprise ran for a seat on the L.A. city council,Nimoy,George Takei,False
"In a ""SNL"" spoof of this kids' show Eddie Murphy said, ""Ooo, look, boys & girls, an eviction notice""",RENT,Mr. Rogers' Neighborhood,False
Mr. Jingles is a mouse on death row in this Stephen King tale,Rita Hayworth and Shawshank Redemption,"""The Green Mile""",False
The Museum of Aviation in Warner Robins has an exhibit on this famous group of Black American pilots,Tuskegee,Tuskegee Airmen,True
The Italian part of this coastal resort area runs from the French border to Tuscany,Liguria,the Riviera,False
"After some fierce flamencoing, you might hear cries of this, Spanish for ""water""",Agua,agua,True
The first important U.S. tournament in this board game took place in New York City in 1857,Scrabble,chess,False
"This university's original building, erected in Elko in 1874, became a hospital for indigents before it was leveled in 1920","University - UNRNV (University of Nevada, Reno)",University of Nevada,False
These large green banana relatives are usually available in Hispanic markets as platanos,PLANTAIN,Plantains,True
In the late 1500s the Ruckers of Antwerp were the most prominent makers of this keyboard instrument,CLAVICHORD,Harpsichord,False
"In Faulkner's ""The Bear"", Ike McCaslin hunts down this legendary bear",Sowise,Old Ben,False
Gil Gerard,Buckrodgers,Buck Rogers,False
"Amory Blaine, a student at Princeton, is the protagonist of this first novel published by F. Scott Fitzgerald","This Novel: ""This Side of Paradise""",This Side of Paradise,False
"A trombone provided the ""mwa-mwa-mwa"" adult voices in the animated versions of this Charles Schulz comic strip",PEANUTS,Peanuts,True
"This coach has led teams to the Super Bowl the most times, 7: the Colts twice and the Dolphins five times",BELICHICK,Don Shula,False
This suffix denotes a person who is a recipient of something,ANSWER: RECIPIENT,ee (as in honoree),False
These 2 3-letter words form the name of a synonym for rap music,HIPHOP,hip hop,True
"For their work leading to the MRI, American Paul Lauterbur & Briton Sir Peter Mansfield scanned this Nobel",Magnetic Resonance Imaging (MRI),Medicine,False
"Physician Haing S. Ngor won the ""Best Supporting Actor"" Oscar for this, his first film",The Killing Fields,The Killing Fields,True
"General Lee said, ""He has lost his left arm"" (which was buried in Ellwood, Virginia) ""but I have lost my right arm""",Answer: Stonewall,Stonewall Jackson,False
Baron Monck was the first to hold this office in Canada,Governor General,Governor-General,True
"Oberlin, home to an underground railroad stop & one of the first U.S. colleges with black students, is in this state",OHIO,Ohio,True
"Later to run a pizza parlor in Virginia, Nguyen Ngoc Loan uses a gun in an infamous photo taken in this city in 1968",Saigon (or now Ho Chi Minh City),Saigon,False
"Latin American pop music style, or a sauce used in Mexican cuisine",Salsa,Salsa,True
It's the length from the base of a cone to the apex,,the altitude,False
"In a story by Mini Grey, this pair from ""Hey Diddle Diddle"" run off to NYC & find fame & fortune in vaudeville",THE CAT AND THE FIDDLE,the dish & the spoon,False
