Question,Answer_model,Answer_ref,model_answer
Types of these you'll find in the forest include the red-eyed vireo & the scarlet tanager,Birds,birds,True
Inflammation of this tendon that pulls up the heel is common; rupture is a lot more serious,Achilles,Achilles tendon,True
In the 1890s he established steamer lines on the Great Lakes to control the transport of iron to Pittsburgh,"$100. ""Andrew""",Andrew Carnegie,False
"Grilled pizza is a favorite dish of this host of the Food Network's ""Hot Off The Grill""",GuyFieri,Bobby Flay,False
"Formerly director of Arkansas' department of health, in 1993 Joycelyn Elders was appointed to this higher post",Secretary,the Surgeon General,False
The company began in 1759 when Arthur Guinness established a brewery in this capital city,Dublin,Dublin,True
The popular sport muay thai is a type of this martial art,Martial,kickboxing,False
"It's the ""Official Sports Beverage"" of the NFL, the NBA & the PGA",Gatorade,Gatorade,True
"In the 1821 Battle of Carabobo, Spanish general Miguel de la Torre was no match for this South American",Simón,Simon Bolivar,False
You're not ordering a prison weapon; it's this front leg of beef that requires braising,Brisket,a shank,False
"This river is formed by the confluence of the Tallapoosa & Coosa Rivers, north of Montgomery",Alabama,the Alabama River,True
"When he first saw Becky Thatcher, ""a certain Amy Lawrence vanished out of his heart and left not even a memory""",HUCK FINN,Tom Sawyer,False
In Indonesia nasi goreng is the fried type of this staple grain,RICE,Rice,True
"It's the numerical response that means ""Message confirmed"", good buddy",YES,10-4,False
"Famous Terrence who wrote the Tony-winning plays ""Master Class"" & ""Love! Valour! Compassion!""",Terrence McNally,Terrence McNally,True
"In 1864 this motto first appeared on a U.S. coin, a 2-cent piece",Lincoln,"""In God We Trust""",False
"""The Angels of Buena Vista"" is Whittier's tribute to the women who cared for the wounded during this war",American Civil War,The Mexican War,False
"She fed us ""Dinner at the Homesick Restaurant"" in 1982 & gave us ""Breathing Lessons"" in 1988","""MORRIS"">",Anne Tyler,False
The one Lincoln wore to Ford's Theatre is in the Smithsonian,TOPHAT,a tophat,True
Litigation brought by multiple plaintiffs sharing the same legal problem,ClassAction,class action,True
This mask is good for stopping shots & generating movie sequels,What is a NINJA?,Goalie/hockey mask,False
"Belgian city whose name has come to mean ""defeat"" because Napoleon was defeated there",Waterloo,Waterloo,True
(VIDEO DAILY DOUBLE): She's the woman in the Francois Gerard painting seen here,Who is Madame Tussaud?,(Cupid And) Psyche,False
"This element, chemical symbol V, was named after the Scandinavian goddess of beauty",Venus,Vanadium,False
"The epilogue of this novel says, ""I have now told the singular, but veracious story of the opera ghost""",AUSTEN,Phantom of the Opera,False
This saint of Avila founded her order of Barefoot Carmelites,AWGNES,Teresa,False
In 2001 an aircraft carrier named for this former president was christened by his wife Nancy,Dwight,Reagan,False
"This Frenchman did not allow the publication of his ""Carnival of the Animals"" during his lifetime",Debussy,Camille Saint-Saens,False
In January 1964 this Maine senator announced that she would seek the Republican nomination for president,AUNTY,Margaret Chase Smith,False
This D.C. paper led all others in pursuing the story of the Watergate break-in,WASHINGTON POST,The Washington Post,True
A leaner is worth 2 points in this pastime that dates back centuries,Golf,horseshoes,False
Until June 1997 this was the smallest fraction of a dollar used in NYSE trading,$0.01,1/8,False
"A scholarly paper on punning restaurant names was titled ""Dew Drop Inn and"" this vegetable ""Entertain You""",Onion,Lettuce,False
"Appropriately, this singer of ""California Gurls"" was born in Santa Barbara",Katy.,Katy Perry,True
These were first offered in 1939 to low-income families to help them buy groceries,FoodStamps,food stamps,True
"A work from George Gershwin: ""___ In Blue""",A Rhapsody in Blue,Rhapsody,False
"After his 1616 death, his will stipulated that his ""second best bed"" go to his wife, Anne, which does beg a question...",Who is Shakespeare?,Shakespeare,False
This Illinois man's 2 presidential runs in the 1950s garnered a total of 162 electoral votes,Adlai,(Adlai) Stevenson,True
The Jacobins used the assassination of this editor of L'ami du Peuple as an excuse to begin the Reign of Terror,Jean-Paul Marat,(Jean-Paul) Marat,True
"Russia shares its longest border with this large ""stan""",KAZAKHSTAN,Kazakhstan,True
"Anne Edwards' biography of this former child star is called ""American Princess""",LINDAGRAY,Shirley Temple,False
"He dedicated ""The Lion, the Witch and the Wardrobe"" to Lucy Barfield, his goddaughter for whom he wrote the story",C.S. Lewis,C.S. Lewis,True
This tropical root is used to make tapioca,Pudding,cassava,False
She won 3 golds in swimming at the '88 Olympics & was chosen homecoming queen of her school,,Janet Evans,False
"""The Beautiful and Damned"", his second novel, takes place during the Jazz Age",,F. Scott  Fitzgerald,False
"This herring-like pizza fish is attracted by light, so it's fished at night",Bioluminescent,anchovies,False
An annual publication chock full of facts & figures,Almanac,an almanac,True
It's the roe of a sturgeon from the Black Sea,Caviar,caviar,True
"A substance whose molecules contain more than one kind of atom, like water's hydrogen & oxygen atoms",HETEROGENEITY,compound,False
Until 1954 it was the tallest structure in the world,EIFFEL,the Empire State Building,False
"Before it changed direction, this musical was called ""East Side Story""",West Side Story,West Side Story,True
"In Esperanto ""no man is an"" insulo, this",Island,an island,True
One of the subdivisions of biology is this science dealing with the naming & classification of organisms,Taxonomy,taxonomy,True
"As a noun, it's a reader used by students for a class; an adjective, it can mean typical or classic",Answer,textbook,False
He got the medal shortly before stepping down as Federal Reserve Chairman,$100,(Alan) Greenspan,False
An early version of this water sport had players riding on barrels painted to look like horses,AWNSERS,water polo,False
"Traditionally in Japan, these implements are used by suicidal samurai, but not at the table",Seppuku,Forks,False
"In antiquity this ""mother"" river of Russia was known as the Rha or Oaros",Volga,Volga,True
"He was on his way to compete in a car race when he crashed Sept. 30, 1955",Who is James Dean?,James Dean,False
Yankton & Rosebud,Sioux,South Dakota,False
"Having saved early Mormon settlers from an invasion of katydids, it's now the state bird",Utah,the seagull,False
"We're not faking--alphabetically, it's last among the elements on the Periodic Table",AWNSER,zirconium,False
"Marcel Duchamp's most famous painting is ""Nude Descending"" this","""AWWNSER"" 5",A Staircase,False
The U. of N. College of Agriculture helped develop the technology for this McDonald's McPork sandwich,McRib,McRib,True
"With thick clouds reflecting lots of light, this planet was once known as Lucifer & Phosphorus",Venus,Venus,True
The Georgian Military Highway is the only highway crossing this range that divides Asia from Europe,Balkans,Caucuses,False
"In 1373 at Florence's Church of Santo Stefano, this ""Decameron"" author gave a reading of ""The Divine Comedy""",Dante,Giovanni Boccaccio,False
"When this schooner wrecked, cruel rocks ""gored her side like the horns of an angry bull""",,the Hesperus,False
"The state university in Nacogdoches, Texas is named for him",StephenFAustin,Stephen (F.) Austin,True
"According to its California producers, it's the new correct 2-word term of the food seen here: [prunes]",DriedPrunes,Dried plums,False
"4th century B.C.: Aristotle writes, ""It is agreed that there are...only two solids, the pyramid and"" this geometric one",TETRAHEDRON,cube,False
"The ""Golden Boy"" statue atop the legislature holds a lit torch & a sheaf of this",Statue,Wheat,False
This South Pacific island nation is ruled by a king & a 30-member legislative assembly,Tonga,Tonga,True
"""In Your Honor"", ""The Color and the Shape""",What is Pink Floyd?,Foo Fighters,False
"An organization that is using the Internet's power to help young people change the world is called ""Do"" this",Youth,Something,False
"8-letter ""clothing"" term describing one who disloyally changes sides",Traitor,a turncoat,False
"This disciple wouldn't believe Jesus' resurrection until he saw ""in his hands the print of the nails""",Thomas,Thomas,True
"Melvin Laird, Elliot Richardson & James Schlesinger",Secretaries of Defense,Richard Nixon,False
"Grass court tennis favors this 3-word technique because the ball stays low, making it tough on the receiver",Forehand,serve and volley,False
All of Connecticut's port cities are on this arm of the Atlantic,Long,Long Island Sound,True
These numbskulls that were thorns in the side of Gumby just won't cut it,Villains,Blockheads,False
"And to think he was 33 when he published his first book, ""And to Think That I Saw It on Mulberry Street""",Theodor Geisel,Dr. Seuss,False
"These flying mammals aren't really ""blind""; most have small eyes concealed by fur",BATS,Bats,True
This foreign capital's Disneyland turns 25 in 2008,Paris,Tokyo,False
"In 1793 the 1st U.S. ship canal was built near Springfield, in this state",Massachusetts,Massachusetts,True
A real 19th century whale named Mocha Dick may have inspired this 1851 novel,Moby Dick,Moby Dick,True
Patrick O'Brian wrote this series of novels about British Capt. Jack Aubrey; Russell Crowe played the role on film,Master and Commander,Master and Commander,True
"In book 10, ""The Slippery Slope"", this author's Baudelaire siblings are at it again",Who is Lemony?,Lemony Snicket,False
"Elephants, autos, trees",Vehicles,Things that have trunks,False
"In his late teens this director, seen here, taught English in Saigon",Woody Allen,Oliver Stone,False
"This ""Lady""like biographer of Mary, Queen of Scots came out with ""Marie Antoinette: The Journey"" in 2001",AmandaForeman,Antonia Fraser,False
"The capital of Hungary for over 200 years, it's now the capital of Slovakia",Bratislava,Bratislava,True
A Siamese dead heat,Heat,a Thai tie,False
A Siamese dead heat,Heat,a Thai tie,False
"It's the country where you'll find the cities of Granma, Cienfuegos & Camaguey",Cuba,Cuba,True
This northern sea was named for a British admiral who was famous for a wind scale,What is the North Sea?,Beaufort,False
Both the junior & senior Johanns in this Viennese family conducted dance music as well as composed it,Austrian,Strauss,False
A noisy quarrel,BRAWL,fracas,False
"""Teahouse"" is a 1957 Chinese play, and this is the longer title of a 1953 work set in Japan",A Woman's Face,"""Teahouse of the August Moon""",False
"This evangelist made plenty of headlines in the 1920s, like in 1926 when she claimed to have been kidnapped",AWNSER,Aimee Semple McPherson,False
"Jenna Elfman & Thomas Gibson play this title pair, a kooky yoga teacher & an uptight U.S. attorney",Dharma,Dharma & Greg,True
The Mosel is a tributary of this 820-mile-long European River,Rhine,the Rhine,True
"Cosa Nostra, another term for the Mafia, can be translated as this",What is 'our secret'?,our thing,False
"I can always count on Aunt Nancy sending me cashmere, which comes from the hair of this animal",Camel,a goat,False
In the 19th century Japan's only port for westerners was this second A-bomb site,Hiroshima,Nagasaki,False
If you were a Hun in 450 A.D. this man was your king,Attila,Atilla,False
"Leibniz, an inventor of calculus, was an adviser to this ""Great"" Russian czar",Peter,Peter the Great,True
"Make Way!  Modern science has revealed that this planet travels around the sun at about 68,000 MPH",Venus,Earth,False
"Some wondered if she'd be known as ""J.Ant."" after a surprise marriage, her third, to singer Marc Anthony",Who is Jennifer Lopez,Jennifer Lopez,False
"This ballerina was born on an Indian reservation in Fairfax, Oklahoma, in 1925","Martha""",Maria Tallchief,False
Too great to measure,Limitlessness,incalculable,False
"The one associated with ""Oliver Twist"" is ""The Parish Boy's Progress""",FLEMMING,Subtitle,False
There's a statue of this buxom singer on the Sevier County Courthouse lawn in her Tennessee hometown,Dolly,Dolly Parton,True
It's the visionary technique used to create the image seen here,Artificial,X-ray,False
"Ante bellum means ""before"" this, something many people are anti-",War,War,True
"According to lyricist Bob Merrill, ""People who need people are"" this",Lonely,the luckiest people in the world,False
Where the peachtrees grow: Georgia State,PEACHSTATE,Atlanta,False
"Of the lower 48, this state has the most land under exclusive BLM jurisdiction, more than 75,000 square miles",Nevada,Nevada,True
Excessively sentimental,Sentimentality,sappy,False
"2 angles with a common vertex & a common side, or the position of the house next door that called the cops",Neighbor,Adjacent,False
In 1931 the Mexican government took the pesos made of this metal out of circulation,Nickel,gold,False
"With no formal education, Andrew didn't learn these 3 often-linked basic skills until he was a teenager",Literacy,"reading, writing & arithmetic",False
1 of 4 Olympic medalists who played Tarzan in feature films,Ian,"Herman Brix, Buster Crabbe, Glenn Morris or Johnny Weissmuller",False
This British adventurer liked to go by the initials T.E. instead of his given names Thomas Edward,Lawrence,T.E. Lawrence (Lawrence of Arabia),True
"Now the ""Today"" show's co-anchor, she once produced the CNN news & information show ""Take Two""",Hoda,Katie Couric,False
Don't lose your head: this French device shares its name with an instrument for surgically removing tonsils,Guillotine,guillotine,True
"On TV he's played RFK in ""The Missiles of October"" & JFK in the miniseries ""Kennedy""",JasonRobards,Martin Sheen,False
"[Hi, I'm Jeff Probst of ""Survivor""]  Stings from this marine creature, also called a medusa, should be washed with rubbing alcohol or vinegar",Jellyfish,Jellyfish,True
"Beginning around 697 A.D., it was the title of the leader of the Venetian Republic",Doge,doge,True
"Bobby ""Boris"" Pickett recorded this classic Halloween song with the Crypt-Kickers",APOCALYPSE,"""Monster Mash""",False
"In this comedy Jaques says to Orlando in the Forest of Arden, ""Let's meet as little as we can""",What is Mirthless?,As You Like It,False
Judy Holliday reprised her stage role as Billie Dawn in this George Cukor-directed comedy classic,Gentlemen Prefer Blondes,Born Yesterday,False
"The popular Jack London story ""To Build"" this is about a man trying to survive a harsh Yukon winter night",WHITE,a fire,False
"Clarence Birdseye discovered his freezing method for food on a trading expedition to this ""canine"" Canadian location",Yellowknife,Labrador,False
"""In Her Sister's Shadow"" is a biography of Lee Radziwill, sister of this woman",JacquelineKennedyOnassis,Jacqueline Kennedy Onassis,True
"Beethoven's 6th isn't called the ""Bucolic"" symphony, but this",Symphonie,Pastoral,False
"This ""Queen of Mean"" is a regular on Comedy Central's roasts",Who,Lisa Lampanelli,False
"You may choose to work with a midwife or one of these, from the Greek for ""female servant""",DAMELON,a doula,False
Be careful not to drop your key down this vertical passage in which the elevator moves up & down,ELEVATORSHAFT,shaft,False
Gary Puckett was born in this Minnesota town where Bob Dylan grew up,Minneapolis,Hibbing,False
"2 of the 4 U.S. states that have capitals with ""City"" in their names",Alabama,"Missouri, Nevada, Oklahoma & Utah",False
In 1926 he was hired as chief pilot to carry airmail between Chicago & St. Louis,Charles Lindbergh,Lindbergh,False
A short-lived infatuation between red & yellow,Fling,orange crush,False
"Kurt, Rosalind, Nipsey",Who,Russell,False
"Housatonic Museum of Art, Mystic Seaport",What is Connecticut?,Connecticut,False
"Mapmakers named this Colorado mountain after its 1806 discoverer, who had called it Grand Peak",Zebulon,Pikes Peak,False
"He first choreographed ""Slaughter On Tenth Avenue"" for the Rodgers & Hart show ""On Your Toes""",GeorgeGershwin,Georges Balanchine,False
"At the bottom of the hour, bet you won't miss my chat with this all time ""hit king"" of baseball...Cincinnati, hello?",Who,Pete Rose,False
"On Dec. 19, 1894 2 books were formally ordained as the impersonal pastor of this denomination",Episcopalian,Christian Scientist,False
The liveliness of this place is reflected in the mirror behind the bar in the masterpiece seen here,What is Venice?,Folies Bergere,False
George Arliss gained fame in 1930 after winning an Oscar for playing this British P.M.,Who,Disraeli,False
The symbol of this company got a makeover in 1993 (it's paired with TriStar),Sony,Columbia Pictures,False
The First Crusade began in 1097 when 4 European armies met up in this Byzantine capital to march on the Holy Land,NICAEA,Constantinople,False
"It's the T in the WCTU, founded in Cleveland in 1874 with Annie Wittenmyer as its first president",WCTU,temperance,False
"This league's headquarters is in Dahrir Square, Cairo, Egypt",AfricanFootballLeague,the Arab League,False
This Swedish holiday goes back to Viking times when the night of Dec. 12-13 was the year's longest,YULE,St. Lucia's Day,False
"The high-rise district of Century City was once the backlot of this studio, still located nearby",Paramount,20th Century Fox,False
PTA Membership Enrollment Month (in many states) & National Preparedness Month,September,September,True
"The Cleveland Browns' Lou Groza was nicknamed ""The Toe"" for his accuracy at this",KICKER,Kicking field goals,False
It's equal to .0394 inches,,Millimeter,False
"Hypo- means ""deficient""; add one letter to make it this, meaning ""sleep""",Somnolent,hypno-,False
"In 1994 he said his countrymen were as attached to the land as ""The famous jacaranda trees of Pretoria""",South Africa,Nelson Mandela,False
Nathan's grim story about a slaughtered lamb made this king feel bad for the death of Uriah,Haggadah,David,False
The city of Tangier lies at the western end of this strait,GIBRALTAR,Strait of Gibraltar,True
"The first song listed in the ""Billboard Book of No. 1 Hits"" is this ""rockin'"" Bill Haley song from July 1955","$100. ""Rock Around the Clock"".","""Rock Around The Clock""",False
This Missourian is the House Majority Leader,Roy Blunt,Richard Gephardt,False
Dick Grayson,Robin,Robin,True
"Helena & Hermia are characters in ""The Dream"", a ballet based on this Shakespearean play",A Midsummer Night's,A Midsummer Night's Dream,True
"Since 1971 these authors of ""Human Sexual Response"" have been viewing it from a married perspective",Masters,Masters & Johnson,True
First name of Confederate Lieutenant General Early,JEB,Jubal,False
Cronus,Answer,Saturn,False
"80% of thie U.S. economy is in this ""sector"", including hotel clerks & burger flippers","$800. ""SERVICE""",the service sector,False
Boothia Peninsula in this country is the former location of the north magnetic pole,Canada,Canada,True
A buffalo roams on this state's flag,South Dakota,Wyoming,False
"In this musical, Ian Wolfe performed a mass wedding ending with ""I now pronounce you men and wives.""",Oklahoma!,"""Seven Brides for Seven Brothers""",False
"In the name of a Penn department, Earth Studies is paired with these earth-friendly studies",Environmental,Environmental Studies,True
"Mitch Hedberg: This device ""can never break.  It can only become stairs""",Stairs,an escalator,False
"In 1937 an explosion of this, unodorized, killed 300 people in a New London, Texas school",AWNSER,natural gas,False
The Sahara portion of this range begins in Morocco & extends into Algeria,ATLAS,the Atlas Mountains,True
"In 1993 this semi-retired boxer starred as a retired boxer on the short-lived sitcom ""George""",$1000. AWGN,George Foreman,False
Hemingway's book about an elderly guy trying to catch an echinoderm that looks like a giant pickle,AFTERCAR,The Old Man and the Sea Cucumber,False
Guinness reports that sharks can detect 1 part of this in 100 million parts of water,Salinity,Blood,False
"In Super Bowl XXXIV, this Rams QB passed for a record 414 yards, beating Joe Montana's record by 57 yards",$1000,Kurt Warner,False
This stinging arachnid is fluorescent when exposed to ultraviolet light,$100,Scorpion,False
The kind of knot you'd expect your mother's mother to tie,Bowline,a granny knot,False
Old Rough & ____ to Wear,Toms,Ready,False
In 1978 Barnard Hughes won a Tony as this title patriarch,King,Da,False
"The doctor may have you say ""99"" to hear the vibrations of these cords go down into the chest",HARTS,vocal cords,False
"On April 12, 1982 Great Britain imposed a blockade on this island group",FALKLAND,Falkland Islands (or Malvinas),True
Arabic gives us this word for a ravine that becomes a watercourse during the rainy season,WADY,a wadi,False
The 1968 film in which Mia Farrow discovers she has a bun in the coven,Rosemary's Baby,Rosemary's Baby,True
"""From Rags to Bitches"" is the autobiography of this man known for his worst-dressed lists",Anthony Hopkins,Mr. Blackwell,False
"On Dec. 25, 1492, his ship the Santa Maria was wrecked off Hispaniola",AWNSER,Christopher Columbus,False
This Confederate sub that sank in 1864 was raised from the sea bottom off Charleston in 2000,H.L.O.,the Hunley,False
"Cuauhtemoc, the last Aztec emperor of Mexico, was this Aztec ruler's nephew",AWNSER,Montezuma,False
"An experiment with mirrors on Mt. Wilson & Mt. San Antonio, Calif. determined what became an accepted figure for this",TELESCOPE,the speed of light,False
Brett Favre,Quarterback,Green Bay Packers,False
Brett Favre,Quarterback,Lambeau Field,False
"""I initiated a hostile takeover because Snowball had no business sense & would have bankrupted the Homestead""","$100. ""NIXON"".",Animal Farm,False
"Jeremy Licht, Luis Daniel Ponce, Jason Bateman",Who is Jason Bateman?,The Hogan Family,False
"In the HBO movie ""61*"", Claire, this man's widow, is none too happy when his home-run record of 60 is tied",A-Rod,Babe Ruth,False
"In memory of his wife Arjumand Banu Begum, who died in childbirth, Shah Jahan built this mausoleum",TajMahal,the Taj Mahal,True
"Completes the title of the Strauss waltz, ""On the Beautiful...""",Blue,Blue Danube,True
Beowulf Behemoth              (7),Goliath,Grendel,False
"A kingdom of West Central Africa founded around 1390 is called this, like 2 current countries, but spelled with a K",Kongo,Kongo,True
Adjective meaning unforgiving or vengeful,Hostile,vindictive,False
The water variety of this Jewish roll is simmered before it's popped in the oven,Challah,Bagel,False
In April 1524 he sighted the Hudson River; his bridge hadn't been built yet,Henry Hudson,Verrazzano,False
"He's the secretary of state seen here in a 1981 clip <i>As of now, I am in control here in the White House</i>",Who is Reagan?,Alexander Haig,False
"Poland, England, Finland",Nations,Finland,False
"""Don't Forget The Lyrics!"" or this Sugar Ray frontman who started hosting that show in 2010",NickCannon,(Mark) McGrath,False
"Closely identified with Gene Kelly, this song was introduced by Cliff Edwards in ""The Hollywood Revue of 1929""",What Can We Do?,"""Singin' In The Rain""",False
"If you can read this clue, you can name this station wagon part that means to follow too closely",TAILGATE,Tailgate,True
"In 1855 this ""Orpheus in the Underworld"" composer opened his own theater, the Bouffes Parisiens",Hans,Jacques Offenbach,False
Library holdings at this university include the Constitution of the C.S.A. & the Margaret Mitchell Papers,Emory,the University of Georgia,False
Your early training,Answer,your upbringing,False
Henry Flagler developed this fashionable Florida resort famous for the chic shops on Worth Avenue,PalmBeach,Palm Beach,True
Edward Tudor learns about the problems of commoners after switching clothes with an urchin in this Twain book,The Adventures of Tom Sawyer,"""The Prince and the Pauper""",False
"For Thanksgiving, ""Joy of Cooking"" suggests starting out with a bisque made with these shucked bivalves",Clams,oysters,False
"A Babylonian goddess of love & fertility, or a movie bomb for Warren Beatty & Dustin Hoffman",GLADYS,Ishtar,False
From 1769 to 1773 Mozart made 3 trips south to this modern nation where opera was king,Spain,Italy,False
"It's ""Common Sense"" that he was the 1st to write an article regarding women's rights in America, in 1775","$100. ""ELIZABETH""",Thomas Paine,False
"""Sex"" & ""Horror"" are compositions this member of the Marsalis family wrote for the ballet ""Them Twos""","$100. ""Eubie""",Wynton Marsalis,False
"In 1798, back from his time in London, this Austrian-born composer wrote the ""Lord Nelson Mass""",Haydn,Haydn,True
"If your command of the German language is poor, it wouldn't hurt to ask, ""Sprechen sie Englisch?"", which means this",DOESNT,Do you speak English?,False
Construction of this famous British cathedral on the river Avon began in 1220,Bath,Salisbury,False
The sitcom “Taxi” used cabs from this famous company founded in 1922,Yellow,Checker,False
"Mash-up ""binary"" & ""digit"" to make this single unit of information",Byte,a bit,False
"7 weeks after the Alamo, Sam Houston took this Mexican leader prisoner at the 1836 Battle of San Jacinto",BENARDI,Santa Anna,False
In 1997 Albanians rebelled after losing their savings in these financial schemes,Pyramid,Pyramid schemes,True
"Charles Arthur Floyd, better known as this, was shot dead by G-men in 1934",John Wesley Hardin,"""Pretty Boy"" Floyd",False
"A Veronica is a movement done in this sport, popular in Mexico",Lucha,bullfighting,False
The Book of Lamentations is a series of 5 acrostic psalms bemoaning the fall of this city,JERUSALEM,Jerusalem,True
"Kipling wrote, ""on the road to"" this place, ""where the flyin' fishes play""",India,Mandalay,False
"As Sylar, Zachary Quinto enjoyed picking the occasional brain on this NBC show",Heroes,Heroes,True
This Minnesota governor's 1999 inaugural festivities included a potluck lunch on a farm,Tim Pawlenty,Jesse Ventura,False
In I Kings 8 there was nothing inside it except 2 tablets put there by Moses,Tablets,the Ark of the Covenant,False
Traditional presidential musical welcome for the proverbial man in charge of the kitchen stove & sink,Yankee Doodle Dandy,Hail to the Chief Cook and Bottle Washer,False
"Yes, he knew Ann Rutledge, but there's no evidence of a great love affair",Harrison,Abraham Lincoln,False
"From 46 to 44 B.C. Julius Caesar literally ruled as one of these, having been appointed so by the Roman Senate",Dictator,dictator,True
"In ""Pirates of the Caribbean: At World's End"", Davy Jones helms this ship, also the name of a Wagner opera",Dreadnought,The Flying Dutchman,False
Jim Davis named this faithful friend of Garfield after a character he created for a car commercial,Garfield's dog is named Odie,Odie,False
Waterway originally dug in the 4th century B.C.; Kublai Khan had it rerouted in the 13th,SilkRoad,the Grand Canal,False
A wedge of this fruit is the traditional accompaniment for a shot of tequila,PINEAPPLE,Lime,False
It lies between the cornea & the lens,Iridium,the iris,False
"1969: ""Kid, the next time I say let's go someplace like Bolivia, let's go someplace like Bolivia""",Who is Che Guevara?,Butch Cassidy and the Sundance Kid,False
"An adjective meaning greedy, or what the owner of a Long John Silver's does",Avaricious,selfish/sell fish,False
"Publications dealing with this religious & social welfare group include ""War Cry""",Mennonites,The Salvation Army,False
"This prince marries his first cousin February 10, 1840; we've got the film in a can at 11",Who is King Tut?,Prince Albert,False
A coffee-colored tiara,Jewelry,a brown crown,False
"At his Presidential Library in Simi Valley, California",Who,Reagan,False
Walter Gropius founded this innovative design school at Weimar in 1919,Bauhaus,the Bauhaus,True
"A shrine of the Bab, a forerunner of the Baha'i, is in Haifa in this country",Israel,Israel,True
"Palm Beach, one of the world's best, is on this ""A"" of the ABC Islands",AWESOME,Aruba,False
The key to deep-frying these Hostess treats created in 1930 is to chill them before dipping them in batter,AWESOME,Twinkies,False
"To complete a foursome, mathematician Herman Minkowski added this to length, width & height",Volume,time,False
"Carmen Ibanez fights the bugs as a pilot in ""Roughnecks"", the animated version of this Heinlein tale:",Starship,Starship Troopers,True
Lad as a larch hare,What is a squirrel?,mad as a March hare,False
Mormons believe these 2 members of the godhead have physical bodies but are immortal,Prophets,God the Father & Jesus Christ,False
"Krylon's ""Short Cuts"" paint comes in 3 forms: pen, brush-on & this type that's under pressure",CANS,aerosol,False
"Born in Brittany, he hit the Jacquespot when he voyaged to Canada & discovered the St. Lawrence River",Who is Jacques Cartier?,Jacques Cartier,False
1 of the 3 Indian cities where the British founded universities in 1857,Bombay,"(1 of 3) Bombay, Calcutta or Madras",True
"As soon as corn is picked, its sugar begins to turn into this, so get it into the pot fast!",MOLASSES,starch,False
"Floor area, bodysuit, a ball, a hoop or a ribbon",Gymnastics,rhythmic gymnastics,True
The Gulf of Corinth divides the mainland of this country into 2 uneven parts,Greece,Greece,True
In 1973 this former helmsman of the starship Enterprise ran for a seat on the L.A. city council,Who,George Takei,False
"In a ""SNL"" spoof of this kids' show Eddie Murphy said, ""Ooo, look, boys & girls, an eviction notice""",What is Sesame?,Mr. Rogers' Neighborhood,False
Mr. Jingles is a mouse on death row in this Stephen King tale,Christine,"""The Green Mile""",False
The Museum of Aviation in Warner Robins has an exhibit on this famous group of Black American pilots, Tuskegee Airmen,Tuskegee Airmen,True
The Italian part of this coastal resort area runs from the French border to Tuscany,AWNSER,the Riviera,False
"After some fierce flamencoing, you might hear cries of this, Spanish for ""water""",Agua,agua,True
The first important U.S. tournament in this board game took place in New York City in 1857,Monopoly,chess,False
"This university's original building, erected in Elko in 1874, became a hospital for indigents before it was leveled in 1920",What is UNLV?,University of Nevada,False
These large green banana relatives are usually available in Hispanic markets as platanos,Plátanos,Plantains,False
In the late 1500s the Ruckers of Antwerp were the most prominent makers of this keyboard instrument,Harpsichord,Harpsichord,True
"In Faulkner's ""The Bear"", Ike McCaslin hunts down this legendary bear",Black,Old Ben,False
Gil Gerard,Who,Buck Rogers,False
"Amory Blaine, a student at Princeton, is the protagonist of this first novel published by F. Scott Fitzgerald",The Great Gatsby,This Side of Paradise,False
"A trombone provided the ""mwa-mwa-mwa"" adult voices in the animated versions of this Charles Schulz comic strip",Peanuts,Peanuts,True
"This coach has led teams to the Super Bowl the most times, 7: the Colts twice and the Dolphins five times",Bill,Don Shula,False
This suffix denotes a person who is a recipient of something,Recipient,ee (as in honoree),False
These 2 3-letter words form the name of a synonym for rap music,HipHop,hip hop,True
"For their work leading to the MRI, American Paul Lauterbur & Briton Sir Peter Mansfield scanned this Nobel",Brain,Medicine,False
"Physician Haing S. Ngor won the ""Best Supporting Actor"" Oscar for this, his first film",The Killing Fields,The Killing Fields,True
"General Lee said, ""He has lost his left arm"" (which was buried in Ellwood, Virginia) ""but I have lost my right arm""",George Washington,Stonewall Jackson,False
Baron Monck was the first to hold this office in Canada,Governor,Governor-General,True
"Oberlin, home to an underground railroad stop & one of the first U.S. colleges with black students, is in this state",Ohio,Ohio,True
"Later to run a pizza parlor in Virginia, Nguyen Ngoc Loan uses a gun in an infamous photo taken in this city in 1968",Saigon,Saigon,True
"Latin American pop music style, or a sauce used in Mexican cuisine",Salsa,Salsa,True
It's the length from the base of a cone to the apex,Apex,the altitude,False
"In a story by Mini Grey, this pair from ""Hey Diddle Diddle"" run off to NYC & find fame & fortune in vaudeville",Geese,the dish & the spoon,False
"This train that began service in 1994 links London, Paris & Brussels at up to 186 MPH",Eurostar,Eurostar,True
Novartis makes these hyphenated caffeine pills that have been helping college kids study for years,NoDoz,No-Doz,True
This expression is used to caution someone dangerously inquisitive,AWE,curiosity killed the cat,False
"Unlike birds today, the hesperonis of the cretaceous period had these, all the better to eat fish with",Barbs,Teeth,False
"""Hope Was Here"" is a book about a teen waitress at the Welcome Stairways Diner in this ""Dairy State""",Wisconsin,Wisconsin,True
"Luxation is another term for this often painful misalignment of a joint, perhaps a shoulder",Dislocation,a dislocation,True
"(Hi, I'm Al Franken)  ABC's 11:30 P.M. reports on ""The Iran Crisis: America Held Hostage"" evolved into this regular program",Saturday Night Live,Nightline,False
