Question,Answer,T1,T2,T3,T4,T5,Correctness
Mr. Vicious' children,Villagers,no,no,no,no,no,0.0
"This actor ""moonlighted"" in 1987: he won an Emmy for playing a P.I. & his ""The Return of Bruno"" yielded a top 5 hit",Who is Paul McCartney?,no,no,no,no,no,0.0
This big bouffant Broadway show became a 2007 film starring a big bouffant John Travolta,SaturdayNightFever,yes,yes,yes,yes,yes,1.0
"This family ""Invents New Diet:  Only Eat Fat Or Lean""",Atkins,no,no,no,no,no,0.0
On screen he's been hard-boiled cop Dirty Harry,Clint Eastwood,yes,yes,yes,yes,yes,1.0
"In California, February 6, 2004 was proclaimed this president's ""Day"" in honor of his 93rd birthday",Who is Ronald Reagan?,no,no,no,no,no,0.0
A reprise is an attack done in fencing after a brief return to this position,Parry,no,no,no,no,no,0.0
This city some 30 miles west of Dallas began as an army post on the Trinity River,Waco,yes,yes,yes,yes,yes,1.0
"Mimic this gastropod's ""pace"" when walking to school & you may get there by sixth period",Shell,no,no,no,no,no,0.0
Dendroid means shaped like a tree; dentiform means shaped like this,Dentate,no,no,no,no,no,0.0
In June 1989 this Missouri congressman succeeded Thomas Foley as Majority Leader in the House,NEIL,no,no,no,no,no,0.0
"This grain that was cheaper than wheat was used to feed cattle & in the loaves that fed 5,000",OATS,no,no,no,no,no,0.0
"This companion island to Trinidad has its own airport, Crown Point International",Antigua,yes,yes,yes,yes,yes,1.0
"In 1909 Henry Ford produced over 10,000 of this car, saying customers could get it in ""any color...so long as it is black""",$1000. AWAYCAR,no,no,no,no,no,0.0
"Robin leads Beast Boy, Cyborg & the rest of this superhero group on Cartoon Network",Teen Titans,yes,yes,yes,yes,yes,1.0
It's the room between the ceiling joists & the roof rafters where you keep crazy Aunt Meredith,Attic,no,no,no,no,no,0.0
An M.S. in M.E. is a Master of Science in this kind of engineering,Engineering,no,no,no,no,no,0.0
"This controversial Bonbay-born Brit is the author of ""Midnight's Children"" & of the cake slogan ""Naughty but nice""",Salman,no,no,no,no,no,0.0
"Fabric that does not ""bleed"" when washed or worn is said to be this",COTTON,no,no,no,no,no,0.0
Brenda & Dylan's spring dance rendezvous was a highlight of this series' first season,90210,no,no,no,no,no,0.0
The life & career of this female senator from Maine is on display at a library in Skowhegan,"$100. ""WINGO""",no,no,no,no,no,0.0
"Officially, it's a kingdom",United Kingdom,no,no,no,no,no,0.0
In 1971 the Lyndon Johnson Library at this school became the first presidential library on a college campus,Harvard,no,no,no,no,no,0.0
"At Illinois senator Simon's funeral, former Senator Alan Dixon was listed in the program as one of these",AWARD,no,no,no,no,no,0.0
This daughter of Nixon married Edward Cox at the White House in 1971,Patricia,no,no,no,no,no,0.0
Some Moscow-set movie scenes have been filmed in this Finnish capital,HELSINKI,no,no,no,no,no,0.0
"Forgotten for centuries, this royal retreat of Incan kings was rediscovered by Hiram Bingham in July",MachuPicchu,no,no,no,no,no,0.0
"""Tom Jones"" (1963)",Who,no,no,no,no,no,0.0
"Divided into 2 parts by the Rond-Point, it stretches 1.17 miles through Paris",Answer: Champs-Elysees,no,no,no,no,no,0.0
"This wanderer in the West spread the word on Swedenborgism, as well as his famous fruit trees",Who is Emanuel Swedenborg?,no,no,no,no,no,0.0
In 1981 Budget Dir. Stockman's criticism of the Reagan administration was published in this monthly,National Review,yes,yes,yes,yes,yes,1.0
"Isaiah said that the Lord shall gather the dispersed ""from"" these ""of the Earth""",What are nations?,no,no,no,no,no,0.0
"Novel that says, ""Eliza made her desperate retreat across the river just in the dusk of twilight""",What is Frankenstein?,no,no,no,no,no,0.0
In June 2002 they became the first sisters to be ranked No. 1 & 2 in tennis at the same time,Lindsay and Serena Davenport,no,no,no,no,no,0.0
19 letters: A book full of facts plus a doctor for kids,Encyclopedic,no,no,no,no,no,0.0
His wife Florence consulted an astrologer who said that he'd win the presidency but die in office,Lincoln,no,no,no,no,no,0.0
"In Act 1 of this play, Happy complains to Biff about their father's driving",Awakens,no,no,no,no,no,0.0
Richard Bachman,Who,no,no,no,no,no,0.0
"Fearing their vengeful wrath, the Greeks called them Eumenides, which means ""The Kindly Ones""",Furies,no,no,no,no,no,0.0
The USA's first domed sports stadium opened in this city in 1965,Detroit,no,no,no,no,no,0.0
It's the animal that's most closely related to humans,Homo,no,no,no,no,no,0.0
"Its ensemble cast included Kevin Kline, Glenn Close & William Hurt",Deadpool,no,no,no,no,no,0.0
The Last Drop Tavern was named for its proximity to the spot where public hangings took place in this Scottish capital,Edinburgh,no,no,no,no,no,0.0
"Most of the Greek Isles are in this sea, an arm of the Mediterranean",Aegean,yes,yes,yes,yes,yes,1.0
John Le Carre popularized the name of this burrowing mammal to mean a spy in enemy ranks,"$100. ""MOLE""",no,no,no,no,no,0.0
"In arresting members of the Mahdaviyat group, this country claimed it had thwarted a plot to kill Khatami",Iran,no,no,no,no,no,0.0
In 1964 this legendary couple of the stage became the first husband & wife awarded the Medal of Freedom,"$100. ""LUTHER""",no,no,no,no,no,0.0
"Chapter 1 of this book is called ""Lucy Looks into a Wardrobe""",C.S.LOUIS,no,no,no,no,no,0.0
Traditionally you make a Caesar salad with this type of lettuce,Romaine,yes,yes,yes,yes,yes,1.0
The city of Tuscaloosa in this state is named for a Choctaw leader who fought Hernando de Soto in 1540,Alabama,no,no,no,no,no,0.0
"JFK's 1962 State of the Union Address eulogized this Congressional legend known as ""Mr. Sam""",Who,no,no,no,no,no,0.0
It's the proud banner seen here,Flag,yes,yes,yes,yes,yes,1.0
"The arrangement of words in feet in each of a poem's lines; the ""Iliad""'s is dactylic",Dactylic,no,no,no,no,no,0.0
Kyle Chandler is the coach of a small-town high school football team on this critically acclaimed TV show,FridayNightLights,yes,yes,yes,yes,yes,1.0
"In February the U.N. voted to send 7,000 peacekeepers to this southern African nation",ZIMBABWE,no,no,no,no,no,0.0
"A high recognition factor prompted Lever Bros. to bring back the ""Ta-ta-ta-da"" ad for this",Television,no,no,no,no,no,0.0
A Yokozuna is an athlete who has reaced the highest rank in this sport,WRESTLING,no,no,no,no,no,0.0
"Though much of Leviticus is ritual, chapter 19 has the sweeping ""Thou shalt love"" this person ""as thyself""",Neighbor,no,no,no,no,no,0.0
The California types of these are Mexican-Guatemalan hybrids & include the Hass,Avocados,yes,yes,yes,yes,yes,1.0
Classic Bette Davis movie chronicling the life of the TV star who played Jan Brady,Alice,no,no,no,no,no,0.0
"This Finn's only opera, ""The Maiden in the Tower"", had a libretto in Swedish",Eriksson,no,no,no,no,no,0.0
"It's the country where you'll find Cape Nordkyn, the northernmost point on the European mainland",Norway,no,no,no,no,no,0.0
"Natty Bumppo discovers there's ""The Penultimate Iroquois"" in this man's 1820s sequel",Hawkeye,no,no,no,no,no,0.0
"Aiding a felon before the crime or after it makes you one of these ""before"" or ""after the fact""",Perpetrator,no,no,no,no,no,0.0
"On a hilarious sitcom on HBO, he played befuddled talk show host Larry Sanders",SEINFELD,yes,yes,yes,yes,yes,1.0
The Khyber Pass connects these 2 countries,Afghanistan/Pakistan,yes,yes,yes,yes,yes,1.0
Gwyneth Paltrow portrayed her in the early days of her marriage to fellow poet Ted Hughes,AWESOME,no,no,no,no,no,0.0
Types of these you'll find in the forest include the red-eyed vireo & the scarlet tanager,Birds,no,no,no,no,no,0.0
Inflammation of this tendon that pulls up the heel is common; rupture is a lot more serious,Achilles,no,no,no,no,no,0.0
In the 1890s he established steamer lines on the Great Lakes to control the transport of iron to Pittsburgh,"$100. ""Andrew""",no,no,no,no,no,0.0
"Grilled pizza is a favorite dish of this host of the Food Network's ""Hot Off The Grill""",GuyFieri,no,no,no,no,no,0.0
"Formerly director of Arkansas' department of health, in 1993 Joycelyn Elders was appointed to this higher post",Secretary,no,no,no,no,no,0.0
The company began in 1759 when Arthur Guinness established a brewery in this capital city,Dublin,yes,yes,yes,yes,yes,1.0
The popular sport muay thai is a type of this martial art,Martial,yes,yes,yes,yes,yes,1.0
"It's the ""Official Sports Beverage"" of the NFL, the NBA & the PGA",Gatorade,no,no,no,no,no,0.0
"In the 1821 Battle of Carabobo, Spanish general Miguel de la Torre was no match for this South American",Simón,no,no,no,no,no,0.0
You're not ordering a prison weapon; it's this front leg of beef that requires braising,Brisket,no,no,no,no,no,0.0
"This river is formed by the confluence of the Tallapoosa & Coosa Rivers, north of Montgomery",Alabama,no,no,no,no,no,0.0
"When he first saw Becky Thatcher, ""a certain Amy Lawrence vanished out of his heart and left not even a memory""",HUCK FINN,no,no,no,no,no,0.0
In Indonesia nasi goreng is the fried type of this staple grain,RICE,yes,yes,yes,yes,yes,1.0
"It's the numerical response that means ""Message confirmed"", good buddy",YES,no,no,no,no,no,0.0
"Famous Terrence who wrote the Tony-winning plays ""Master Class"" & ""Love! Valour! Compassion!""",Terrence McNally,yes,yes,yes,yes,yes,1.0
"In 1864 this motto first appeared on a U.S. coin, a 2-cent piece",Lincoln,no,no,no,no,no,0.0
"""The Angels of Buena Vista"" is Whittier's tribute to the women who cared for the wounded during this war",American Civil War,no,no,no,no,no,0.0
"She fed us ""Dinner at the Homesick Restaurant"" in 1982 & gave us ""Breathing Lessons"" in 1988","""MORRIS"">",no,no,no,no,no,0.0
The one Lincoln wore to Ford's Theatre is in the Smithsonian,TOPHAT,no,no,no,no,no,0.0
Litigation brought by multiple plaintiffs sharing the same legal problem,ClassAction,yes,yes,yes,yes,yes,1.0
This mask is good for stopping shots & generating movie sequels,What is a NINJA?,no,no,no,no,no,0.0
"Belgian city whose name has come to mean ""defeat"" because Napoleon was defeated there",Waterloo,yes,yes,yes,yes,yes,1.0
(VIDEO DAILY DOUBLE): She's the woman in the Francois Gerard painting seen here,Who is Madame Tussaud?,no,no,no,no,no,0.0
"This element, chemical symbol V, was named after the Scandinavian goddess of beauty",Venus,no,no,no,no,no,0.0
"The epilogue of this novel says, ""I have now told the singular, but veracious story of the opera ghost""",AUSTEN,no,no,no,no,no,0.0
This saint of Avila founded her order of Barefoot Carmelites,AWGNES,no,no,no,no,no,0.0
In 2001 an aircraft carrier named for this former president was christened by his wife Nancy,Dwight,no,no,no,no,no,0.0
"This Frenchman did not allow the publication of his ""Carnival of the Animals"" during his lifetime",Debussy,yes,yes,yes,yes,yes,1.0
In January 1964 this Maine senator announced that she would seek the Republican nomination for president,AUNTY,no,no,no,no,no,0.0
This D.C. paper led all others in pursuing the story of the Watergate break-in,WASHINGTON POST,yes,yes,yes,yes,yes,1.0
A leaner is worth 2 points in this pastime that dates back centuries,Golf,no,no,no,no,no,0.0
Until June 1997 this was the smallest fraction of a dollar used in NYSE trading,$0.01,yes,yes,yes,yes,yes,1.0
"A scholarly paper on punning restaurant names was titled ""Dew Drop Inn and"" this vegetable ""Entertain You""",Onion,no,no,no,no,no,0.0
"Appropriately, this singer of ""California Gurls"" was born in Santa Barbara",Katy.,no,no,no,no,no,0.0
These were first offered in 1939 to low-income families to help them buy groceries,FoodStamps,no,no,no,no,no,0.0
"A work from George Gershwin: ""___ In Blue""",A Rhapsody in Blue,yes,yes,yes,yes,yes,1.0
"After his 1616 death, his will stipulated that his ""second best bed"" go to his wife, Anne, which does beg a question...",Who is Shakespeare?,no,no,no,no,no,0.0
This Illinois man's 2 presidential runs in the 1950s garnered a total of 162 electoral votes,Adlai,no,no,no,no,no,0.0
The Jacobins used the assassination of this editor of L'ami du Peuple as an excuse to begin the Reign of Terror,Jean-Paul Marat,no,no,no,no,no,0.0
"Russia shares its longest border with this large ""stan""",KAZAKHSTAN,yes,yes,yes,yes,yes,1.0
"Anne Edwards' biography of this former child star is called ""American Princess""",LINDAGRAY,no,no,no,no,no,0.0
"He dedicated ""The Lion, the Witch and the Wardrobe"" to Lucy Barfield, his goddaughter for whom he wrote the story",C.S. Lewis,no,no,no,no,no,0.0
This tropical root is used to make tapioca,Pudding,no,no,no,no,no,0.0
She won 3 golds in swimming at the '88 Olympics & was chosen homecoming queen of her school,,no,no,no,no,no,0.0
"""The Beautiful and Damned"", his second novel, takes place during the Jazz Age",,yes,yes,yes,yes,yes,1.0
"This herring-like pizza fish is attracted by light, so it's fished at night",Bioluminescent,no,no,no,no,no,0.0
An annual publication chock full of facts & figures,Almanac,yes,yes,yes,yes,yes,1.0
It's the roe of a sturgeon from the Black Sea,Caviar,yes,yes,yes,yes,yes,1.0
"A substance whose molecules contain more than one kind of atom, like water's hydrogen & oxygen atoms",HETEROGENEITY,no,no,no,no,no,0.0
Until 1954 it was the tallest structure in the world,EIFFEL,yes,yes,yes,yes,yes,1.0
"Before it changed direction, this musical was called ""East Side Story""",West Side Story,no,no,no,no,no,0.0
"In Esperanto ""no man is an"" insulo, this",Island,no,no,no,no,no,0.0
One of the subdivisions of biology is this science dealing with the naming & classification of organisms,Taxonomy,yes,yes,yes,yes,yes,1.0
"As a noun, it's a reader used by students for a class; an adjective, it can mean typical or classic",Answer,no,no,no,no,no,0.0
He got the medal shortly before stepping down as Federal Reserve Chairman,$100,no,no,no,no,no,0.0
An early version of this water sport had players riding on barrels painted to look like horses,AWNSERS,no,no,no,no,no,0.0
"Traditionally in Japan, these implements are used by suicidal samurai, but not at the table",Seppuku,no,no,no,no,no,0.0
"In antiquity this ""mother"" river of Russia was known as the Rha or Oaros",Volga,no,no,no,no,no,0.0
"He was on his way to compete in a car race when he crashed Sept. 30, 1955",Who is James Dean?,no,no,no,no,no,0.0
Yankton & Rosebud,Sioux,no,no,no,no,no,0.0
"Having saved early Mormon settlers from an invasion of katydids, it's now the state bird",Utah,no,no,no,no,no,0.0
"We're not faking--alphabetically, it's last among the elements on the Periodic Table",AWNSER,no,no,no,no,no,0.0
"Marcel Duchamp's most famous painting is ""Nude Descending"" this","""AWWNSER"" 5",no,no,no,no,no,0.0
The U. of N. College of Agriculture helped develop the technology for this McDonald's McPork sandwich,McRib,no,no,no,no,no,0.0
"With thick clouds reflecting lots of light, this planet was once known as Lucifer & Phosphorus",Venus,no,no,no,no,no,0.0
The Georgian Military Highway is the only highway crossing this range that divides Asia from Europe,Balkans,no,no,no,no,no,0.0
"In 1373 at Florence's Church of Santo Stefano, this ""Decameron"" author gave a reading of ""The Divine Comedy""",Dante,no,no,no,no,no,0.0
"When this schooner wrecked, cruel rocks ""gored her side like the horns of an angry bull""",,no,no,no,no,no,0.0
"The state university in Nacogdoches, Texas is named for him",StephenFAustin,no,no,no,no,no,0.0
"According to its California producers, it's the new correct 2-word term of the food seen here: [prunes]",DriedPrunes,no,no,no,no,no,0.0
"4th century B.C.: Aristotle writes, ""It is agreed that there are...only two solids, the pyramid and"" this geometric one",TETRAHEDRON,no,no,no,no,no,0.0
"The ""Golden Boy"" statue atop the legislature holds a lit torch & a sheaf of this",Statue,no,no,no,no,no,0.0
This South Pacific island nation is ruled by a king & a 30-member legislative assembly,Tonga,no,no,no,no,no,0.0
"""In Your Honor"", ""The Color and the Shape""",What is Pink Floyd?,no,no,no,no,no,0.0
"An organization that is using the Internet's power to help young people change the world is called ""Do"" this",Youth,no,no,no,no,no,0.0
"8-letter ""clothing"" term describing one who disloyally changes sides",Traitor,no,no,no,no,no,0.0
"This disciple wouldn't believe Jesus' resurrection until he saw ""in his hands the print of the nails""",Thomas,no,no,no,no,no,0.0
"Melvin Laird, Elliot Richardson & James Schlesinger",Secretaries of Defense,no,no,no,no,no,0.0
"Grass court tennis favors this 3-word technique because the ball stays low, making it tough on the receiver",Forehand,no,no,no,no,no,0.0
All of Connecticut's port cities are on this arm of the Atlantic,Long,no,no,no,no,no,0.0
These numbskulls that were thorns in the side of Gumby just won't cut it,Villains,no,no,no,no,no,0.0
"And to think he was 33 when he published his first book, ""And to Think That I Saw It on Mulberry Street""",Theodor Geisel,no,no,no,no,no,0.0
"These flying mammals aren't really ""blind""; most have small eyes concealed by fur",BATS,no,no,no,no,no,0.0
This foreign capital's Disneyland turns 25 in 2008,Paris,no,no,no,no,no,0.0
"In 1793 the 1st U.S. ship canal was built near Springfield, in this state",Massachusetts,no,no,no,no,no,0.0
A real 19th century whale named Mocha Dick may have inspired this 1851 novel,Moby Dick,yes,yes,yes,yes,yes,1.0
Patrick O'Brian wrote this series of novels about British Capt. Jack Aubrey; Russell Crowe played the role on film,Master and Commander,no,no,no,no,no,0.0
"In book 10, ""The Slippery Slope"", this author's Baudelaire siblings are at it again",Who is Lemony?,no,no,no,no,no,0.0
"Elephants, autos, trees",Vehicles,no,no,no,no,no,0.0
"In his late teens this director, seen here, taught English in Saigon",Woody Allen,no,no,no,no,no,0.0
"This ""Lady""like biographer of Mary, Queen of Scots came out with ""Marie Antoinette: The Journey"" in 2001",AmandaForeman,no,no,no,no,no,0.0
"The capital of Hungary for over 200 years, it's now the capital of Slovakia",Bratislava,no,no,no,no,no,0.0
A Siamese dead heat,Heat,no,no,no,no,no,0.0
"It's the country where you'll find the cities of Granma, Cienfuegos & Camaguey",Cuba,no,no,no,no,no,0.0
This northern sea was named for a British admiral who was famous for a wind scale,What is the North Sea?,no,no,no,no,no,0.0
Both the junior & senior Johanns in this Viennese family conducted dance music as well as composed it,Austrian,no,no,no,no,no,0.0
A noisy quarrel,BRAWL,yes,yes,yes,yes,yes,1.0
"""Teahouse"" is a 1957 Chinese play, and this is the longer title of a 1953 work set in Japan",A Woman's Face,no,no,no,no,no,0.0
"This evangelist made plenty of headlines in the 1920s, like in 1926 when she claimed to have been kidnapped",AWNSER,no,no,no,no,no,0.0
"Jenna Elfman & Thomas Gibson play this title pair, a kooky yoga teacher & an uptight U.S. attorney",Dharma,no,no,no,no,no,0.0
The Mosel is a tributary of this 820-mile-long European River,Rhine,no,no,no,no,no,0.0
"Cosa Nostra, another term for the Mafia, can be translated as this",What is 'our secret'?,no,no,no,no,no,0.0
"I can always count on Aunt Nancy sending me cashmere, which comes from the hair of this animal",Camel,no,no,no,no,no,0.0
In the 19th century Japan's only port for westerners was this second A-bomb site,Hiroshima,no,no,no,no,no,0.0
If you were a Hun in 450 A.D. this man was your king,Attila,yes,yes,yes,yes,yes,1.0
"Leibniz, an inventor of calculus, was an adviser to this ""Great"" Russian czar",Peter,no,no,no,no,no,0.0
"Make Way!  Modern science has revealed that this planet travels around the sun at about 68,000 MPH",Venus,no,no,no,no,no,0.0
"Some wondered if she'd be known as ""J.Ant."" after a surprise marriage, her third, to singer Marc Anthony",Who is Jennifer Lopez,no,no,no,no,no,0.0
"This ballerina was born on an Indian reservation in Fairfax, Oklahoma, in 1925","Martha""",no,no,no,no,no,0.0
Too great to measure,Limitlessness,no,no,no,no,no,0.0
"The one associated with ""Oliver Twist"" is ""The Parish Boy's Progress""",FLEMMING,no,no,no,no,no,0.0
There's a statue of this buxom singer on the Sevier County Courthouse lawn in her Tennessee hometown,Dolly,no,no,no,no,no,0.0
It's the visionary technique used to create the image seen here,Artificial,no,no,no,no,no,0.0
"Ante bellum means ""before"" this, something many people are anti-",War,yes,yes,yes,yes,yes,1.0
"According to lyricist Bob Merrill, ""People who need people are"" this",Lonely,no,no,no,no,no,0.0
Where the peachtrees grow: Georgia State,PEACHSTATE,yes,yes,yes,yes,yes,1.0
"Of the lower 48, this state has the most land under exclusive BLM jurisdiction, more than 75,000 square miles",Nevada,yes,yes,yes,yes,yes,1.0
Excessively sentimental,Sentimentality,yes,yes,yes,yes,yes,1.0
"2 angles with a common vertex & a common side, or the position of the house next door that called the cops",Neighbor,no,no,no,no,no,0.0
In 1931 the Mexican government took the pesos made of this metal out of circulation,Nickel,yes,yes,yes,yes,yes,1.0
"With no formal education, Andrew didn't learn these 3 often-linked basic skills until he was a teenager",Literacy,no,no,no,no,no,0.0
1 of 4 Olympic medalists who played Tarzan in feature films,Ian,no,no,no,no,no,0.0
This British adventurer liked to go by the initials T.E. instead of his given names Thomas Edward,Lawrence,no,no,no,no,no,0.0
"Now the ""Today"" show's co-anchor, she once produced the CNN news & information show ""Take Two""",Hoda,no,no,no,no,no,0.0
Don't lose your head: this French device shares its name with an instrument for surgically removing tonsils,Guillotine,no,no,no,no,no,0.0
"On TV he's played RFK in ""The Missiles of October"" & JFK in the miniseries ""Kennedy""",JasonRobards,yes,yes,yes,yes,yes,1.0
"[Hi, I'm Jeff Probst of ""Survivor""]  Stings from this marine creature, also called a medusa, should be washed with rubbing alcohol or vinegar",Jellyfish,no,no,no,no,no,0.0
"Beginning around 697 A.D., it was the title of the leader of the Venetian Republic",Doge,no,no,no,no,no,0.0
"Bobby ""Boris"" Pickett recorded this classic Halloween song with the Crypt-Kickers",APOCALYPSE,no,no,no,no,no,0.0
"In this comedy Jaques says to Orlando in the Forest of Arden, ""Let's meet as little as we can""",What is Mirthless?,no,no,no,no,no,0.0
Judy Holliday reprised her stage role as Billie Dawn in this George Cukor-directed comedy classic,Gentlemen Prefer Blondes,no,no,no,no,no,0.0
"The popular Jack London story ""To Build"" this is about a man trying to survive a harsh Yukon winter night",WHITE,no,no,no,no,no,0.0
"Clarence Birdseye discovered his freezing method for food on a trading expedition to this ""canine"" Canadian location",Yellowknife,no,no,no,no,no,0.0
"""In Her Sister's Shadow"" is a biography of Lee Radziwill, sister of this woman",JacquelineKennedyOnassis,yes,yes,yes,yes,yes,1.0
"Beethoven's 6th isn't called the ""Bucolic"" symphony, but this",Symphonie,no,no,no,no,no,0.0
"This ""Queen of Mean"" is a regular on Comedy Central's roasts",Who,yes,yes,yes,yes,yes,1.0
"You may choose to work with a midwife or one of these, from the Greek for ""female servant""",DAMELON,no,no,no,no,no,0.0
Be careful not to drop your key down this vertical passage in which the elevator moves up & down,ELEVATORSHAFT,no,no,no,no,no,0.0
Gary Puckett was born in this Minnesota town where Bob Dylan grew up,Minneapolis,no,no,no,no,no,0.0
"2 of the 4 U.S. states that have capitals with ""City"" in their names",Alabama,no,no,no,no,no,0.0
In 1926 he was hired as chief pilot to carry airmail between Chicago & St. Louis,Charles Lindbergh,no,no,no,no,no,0.0
A short-lived infatuation between red & yellow,Fling,no,no,no,no,no,0.0
"Kurt, Rosalind, Nipsey",Who,no,no,no,no,no,0.0
"Housatonic Museum of Art, Mystic Seaport",What is Connecticut?,no,no,no,no,no,0.0
"Mapmakers named this Colorado mountain after its 1806 discoverer, who had called it Grand Peak",Zebulon,no,no,no,no,no,0.0
"He first choreographed ""Slaughter On Tenth Avenue"" for the Rodgers & Hart show ""On Your Toes""",GeorgeGershwin,no,no,no,no,no,0.0
"At the bottom of the hour, bet you won't miss my chat with this all time ""hit king"" of baseball...Cincinnati, hello?",Who,yes,yes,yes,yes,yes,1.0
"On Dec. 19, 1894 2 books were formally ordained as the impersonal pastor of this denomination",Episcopalian,no,no,no,no,no,0.0
The liveliness of this place is reflected in the mirror behind the bar in the masterpiece seen here,What is Venice?,no,no,no,no,no,0.0
George Arliss gained fame in 1930 after winning an Oscar for playing this British P.M.,Who,no,no,no,no,no,0.0
The symbol of this company got a makeover in 1993 (it's paired with TriStar),Sony,no,no,no,no,no,0.0
The First Crusade began in 1097 when 4 European armies met up in this Byzantine capital to march on the Holy Land,NICAEA,no,no,no,no,no,0.0
"It's the T in the WCTU, founded in Cleveland in 1874 with Annie Wittenmyer as its first president",WCTU,yes,yes,yes,yes,yes,1.0
"This league's headquarters is in Dahrir Square, Cairo, Egypt",AfricanFootballLeague,no,no,no,no,no,0.0
This Swedish holiday goes back to Viking times when the night of Dec. 12-13 was the year's longest,YULE,yes,yes,yes,yes,yes,1.0
"The high-rise district of Century City was once the backlot of this studio, still located nearby",Paramount,no,no,no,no,no,0.0
PTA Membership Enrollment Month (in many states) & National Preparedness Month,September,no,no,no,no,no,0.0
"The Cleveland Browns' Lou Groza was nicknamed ""The Toe"" for his accuracy at this",KICKER,no,no,no,no,no,0.0
It's equal to .0394 inches,,no,no,no,no,no,0.0
"Hypo- means ""deficient""; add one letter to make it this, meaning ""sleep""",Somnolent,no,no,no,no,no,0.0
"In 1994 he said his countrymen were as attached to the land as ""The famous jacaranda trees of Pretoria""",South Africa,no,no,no,no,no,0.0
Nathan's grim story about a slaughtered lamb made this king feel bad for the death of Uriah,Haggadah,no,no,no,no,no,0.0
The city of Tangier lies at the western end of this strait,GIBRALTAR,no,no,no,no,no,0.0
"The first song listed in the ""Billboard Book of No. 1 Hits"" is this ""rockin'"" Bill Haley song from July 1955","$100. ""Rock Around the Clock"".",no,no,no,no,no,0.0
This Missourian is the House Majority Leader,Roy Blunt,yes,yes,yes,yes,yes,1.0
Dick Grayson,Robin,no,no,no,no,no,0.0
"Helena & Hermia are characters in ""The Dream"", a ballet based on this Shakespearean play",A Midsummer Night's,no,no,no,no,no,0.0
"Since 1971 these authors of ""Human Sexual Response"" have been viewing it from a married perspective",Masters,no,no,no,no,no,0.0
First name of Confederate Lieutenant General Early,JEB,no,no,no,no,no,0.0
Cronus,Answer,no,no,no,no,no,0.0
"80% of thie U.S. economy is in this ""sector"", including hotel clerks & burger flippers","$800. ""SERVICE""",no,no,no,no,no,0.0
Boothia Peninsula in this country is the former location of the north magnetic pole,Canada,yes,yes,yes,yes,yes,1.0
A buffalo roams on this state's flag,South Dakota,no,no,no,no,no,0.0
"In this musical, Ian Wolfe performed a mass wedding ending with ""I now pronounce you men and wives.""",Oklahoma!,no,no,no,no,no,0.0
"In the name of a Penn department, Earth Studies is paired with these earth-friendly studies",Environmental,yes,yes,yes,yes,yes,1.0
"Mitch Hedberg: This device ""can never break.  It can only become stairs""",Stairs,yes,yes,yes,yes,yes,1.0
"In 1937 an explosion of this, unodorized, killed 300 people in a New London, Texas school",AWNSER,no,no,no,no,no,0.0
The Sahara portion of this range begins in Morocco & extends into Algeria,ATLAS,no,no,no,no,no,0.0
"In 1993 this semi-retired boxer starred as a retired boxer on the short-lived sitcom ""George""",$1000. AWGN,no,no,no,no,no,0.0
Hemingway's book about an elderly guy trying to catch an echinoderm that looks like a giant pickle,AFTERCAR,no,no,no,no,no,0.0
Guinness reports that sharks can detect 1 part of this in 100 million parts of water,Salinity,no,no,no,no,no,0.0
"In Super Bowl XXXIV, this Rams QB passed for a record 414 yards, beating Joe Montana's record by 57 yards",$1000,no,no,no,no,no,0.0
This stinging arachnid is fluorescent when exposed to ultraviolet light,$100,no,no,no,no,no,0.0
The kind of knot you'd expect your mother's mother to tie,Bowline,no,no,no,no,no,0.0
Old Rough & ____ to Wear,Toms,no,no,no,no,no,0.0
In 1978 Barnard Hughes won a Tony as this title patriarch,King,no,no,no,no,no,0.0
"The doctor may have you say ""99"" to hear the vibrations of these cords go down into the chest",HARTS,no,no,no,no,no,0.0
"On April 12, 1982 Great Britain imposed a blockade on this island group",FALKLAND,yes,yes,yes,yes,yes,1.0
Arabic gives us this word for a ravine that becomes a watercourse during the rainy season,WADY,no,no,no,no,no,0.0
The 1968 film in which Mia Farrow discovers she has a bun in the coven,Rosemary's Baby,no,no,no,no,no,0.0
"""From Rags to Bitches"" is the autobiography of this man known for his worst-dressed lists",Anthony Hopkins,no,no,no,no,no,0.0
"On Dec. 25, 1492, his ship the Santa Maria was wrecked off Hispaniola",AWNSER,no,no,no,no,no,0.0
This Confederate sub that sank in 1864 was raised from the sea bottom off Charleston in 2000,H.L.O.,no,no,no,no,no,0.0
"Cuauhtemoc, the last Aztec emperor of Mexico, was this Aztec ruler's nephew",AWNSER,no,no,no,no,no,0.0
"An experiment with mirrors on Mt. Wilson & Mt. San Antonio, Calif. determined what became an accepted figure for this",TELESCOPE,no,no,no,no,no,0.0
Brett Favre,Quarterback,no,no,no,no,no,0.0
"""I initiated a hostile takeover because Snowball had no business sense & would have bankrupted the Homestead""","$100. ""NIXON"".",no,no,no,no,no,0.0
"Jeremy Licht, Luis Daniel Ponce, Jason Bateman",Who is Jason Bateman?,no,no,no,no,no,0.0
"In the HBO movie ""61*"", Claire, this man's widow, is none too happy when his home-run record of 60 is tied",A-Rod,no,no,no,no,no,0.0
